Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Кемская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238					
1	"Число избирателей, внесенных в списки избирателей"	16266	1772	395	1815	1876	1415	1041	243	1347	530	251	869	2001	1169	378	427	64	95	578					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16000	1770	400	1770	1850	1370	1040	240	1300	520	240	860	1990	1160	380	430	60	85	535					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8355	1050	211	1051	1146	779	448	101	630	180	128	379	803	605	220	209	44	46	325					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	558	28	5	71	45	35	14	9	17	21	22	90	64	8	13	63	3	15	35					
6	Число погашенных избирательных бюллетеней	7087	692	184	648	659	556	578	130	653	319	90	391	1123	547	147	158	13	24	175					
7	Число избирательных бюллетеней в переносных ящиках для голосования	558	28	5	71	45	35	14	9	17	21	22	90	64	8	13	63	3	15	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8354	1050	211	1051	1145	779	448	101	630	180	128	379	803	605	220	209	44	46	325					
9	Число недействительных избирательных бюллетеней	102	8	8	15	17	12	6	0	2	1	3	0	12	7	0	5	0	1	5					
10	Число действительных избирательных бюллетеней	8810	1070	208	1107	1173	802	456	110	645	200	147	469	855	606	233	267	47	60	355					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	211	30	5	25	20	10	10	5	15	6	10	10	10	10	10	5	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	97	17	5	20	15	8	2	0	5	3	2	1	4	7	0	5	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	64	11	4	7	4	4	0	3	6	1	1	3	4	3	1	4	2	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	114	13	0	5	5	2	8	5	10	3	8	9	6	3	10	0	10	10	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	130	21	7	15	21	19	5	2	4	6	0	5	10	5	0	3	0	1	6					
