Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Кемская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237					
1	"Число избирателей, внесенных в список избирателей"	15611	1211	1383	1717	1153	1219	1042	329	1941	247	820	1953	1151	351	428	56	37	573					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16000	1260	1435	1755	1158	1270	1060	317	1995	245	826	1992	1205	369	446	56	76	535					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6929	661	659	908	650	615	395	98	671	115	298	649	467	169	198	36	34	306					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	381	21	22	45	16	25	11	2	41	13	73	60	14	4	15	0	3	16					
6	Число погашенных избирательных бюллетеней	8690	578	754	802	492	630	654	217	1283	117	455	1283	724	196	233	20	39	213					
7	Число избирательных бюллетеней в переносных ящиках для голосования	381	21	22	45	16	25	11	2	41	13	73	60	14	4	15	0	3	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6923	660	659	906	650	615	395	98	668	115	298	649	467	169	198	36	34	306					
9	Число недействительных избирательных бюллетеней	188	13	19	23	20	23	8	2	10	11	6	24	8	3	4	0	1	13					
10	Число действительных избирательных бюллетеней	7116	668	662	928	646	617	398	98	699	117	365	685	473	170	209	36	36	309					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	216	20	25	18	25	20	5	5	30	5	5	15	10	5	8	5	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	94	13	10	15	6	4	4	4	9	0	3	3	7	0	7	1	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	10	4	11	23	6	4	5	0	4	0	2	1	1	2	1	3	7					
14	Число погашенных неиспользованных открепительных удостоверений	122	7	15	3	19	16	1	1	21	5	2	12	3	5	1	4	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1338	128	134	210	145	113	72	20	142	10	63	114	102	23	17	4	7	34					
		18.32%	18.80%	19.68%	22.08%	21.77%	17.66%	17.73%	20.00%	20.03%	7.81%	16.98%	16.08%	21.21%	13.29%	7.98%	11.11%	18.92%	10.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1196	93	78	116	103	113	93	19	126	32	46	133	96	27	53	4	4	60					
		16.37%	13.66%	11.45%	12.20%	15.47%	17.66%	22.91%	19.00%	17.77%	25.00%	12.40%	18.76%	19.96%	15.61%	24.88%	11.11%	10.81%	18.63%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	8	9	7	3	4	3	0	6	1	5	4	3	1	5	0	0	4					
		0.86%	1.17%	1.32%	0.74%	0.45%	0.63%	0.74%	0.00%	0.85%	0.78%	1.35%	0.56%	0.62%	0.58%	2.35%	0.00%	0.00%	1.24%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1467	157	179	206	141	129	68	13	120	13	78	119	104	23	49	4	13	51					
		20.08%	23.05%	26.28%	21.66%	21.17%	20.16%	16.75%	13.00%	16.93%	10.16%	21.02%	16.78%	21.62%	13.29%	23.00%	11.11%	35.14%	15.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	194	26	12	41	24	20	10	4	20	1	1	17	5	3	2	1	0	7					
		2.66%	3.82%	1.76%	4.31%	3.60%	3.13%	2.46%	4.00%	2.82%	0.78%	0.27%	2.40%	1.04%	1.73%	0.94%	2.78%	0.00%	2.17%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2824	255	248	346	224	232	151	41	282	59	172	294	162	93	81	21	12	151					
		38.66%	37.44%	36.42%	36.38%	33.63%	36.25%	37.19%	41.00%	39.77%	46.09%	46.36%	41.47%	33.68%	53.76%	38.03%	58.33%	32.43%	46.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	34	1	2	2	6	6	1	1	3	1	0	4	1	0	2	2	0	2					
		0.47%	0.15%	0.29%	0.21%	0.90%	0.94%	0.25%	1.00%	0.42%	0.78%	0.00%	0.56%	0.21%	0.00%	0.94%	5.56%	0.00%	0.62%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
