Выборы Президента Российской Федерации																																																																																										
Дата голосования: 02.03.2008																																																																																										
																																																																																										
Наименование Избирательной комиссии:    Северодвинская																																																																																										
																																																																																										
Сводная таблица результатов выборов																																																																																										
																																																																																										
	Число участковых избирательных комиссий	83																																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	83																																																																																								
																																																																																										
		Сумма	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868					
1	"Число избирателей, включенных в списки избирателей"	169617	2599	2064	2177	71	1477	2286	2314	2541	2110	2252	1966	2462	2486	1986	2560	2568	2429	2807	1805	2792	2057	2439	2040	2201	2109	1618	2449	2418	124	1972	2452	2463	2020	1470	2451	2058	2657	2297	2059	2393	2170	2548	2266	2243	2295	2313	2591	2139	2592	2067	2446	2691	2433	2235	2009	1709	1306	2262	2873	2815	1848	2037	2167	2509	2758	2374	232	67	225	1728	2114	2024	2108	1870	2095	1947	2405	1578	2506	2191	283	1020	29					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	175660	2900	2200	2200	100	1600	2400	2400	2700	2200	2300	2000	2600	2600	2100	2700	2600	2500	2900	1900	2900	2000	2500	2000	2200	2200	1600	2500	2500	130	2000	2500	2500	2600	1700	2500	2100	2800	2400	2000	2600	2300	2700	2000	2300	2200	2400	2700	2200	2700	2100	2500	2800	2500	2300	2100	1800	1400	2300	2900	2900	1900	2000	2200	2500	2800	2500	270	80	250	1800	2200	2100	2200	2000	2200	2000	2500	1600	2600	2300	300	1100	30					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	111762	1836	1266	1404	69	977	1604	1592	1692	1430	1567	1317	1533	1517	1277	1700	1560	1357	1860	1157	1895	1198	1565	1161	1315	1366	1007	1535	1542	119	1126	1594	1650	1429	1115	1532	1308	1700	1546	1312	1773	1512	1799	1532	1474	1453	1573	1710	1424	1728	1402	1699	1835	1607	1468	1366	1072	896	1580	1771	1889	1232	1375	1492	1656	1762	1624	221	66	155	1217	1420	1382	1356	1267	1289	1309	1638	1081	1650	1535	109	616	17					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1322	12	8	16	0	9	16	16	8	15	5	14	21	22	17	53	16	12	20	9	8	13	17	20	15	18	12	20	20	0	13	27	36	22	58	20	31	32	19	15	10	22	23	5	19	11	21	14	15	12	16	7	10	16	15	5	9	11	9	15	22	6	18	13	17	18	11	0	0	60	23	18	7	10	5	11	9	7	10	16	9	17	42	3					
6	Число погашенных избирательных бюллетеней	62576	1052	926	780	31	614	780	792	1000	755	728	669	1046	1061	806	947	1024	1131	1020	734	997	789	918	819	870	816	581	945	938	11	861	879	814	1149	527	948	761	1068	835	673	817	766	878	463	807	736	806	976	761	960	682	794	955	877	817	729	719	493	711	1114	989	662	607	695	827	1020	865	49	14	35	560	762	711	834	728	900	682	855	509	934	756	174	442	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1322	12	8	16	0	9	16	16	8	15	5	14	21	22	17	53	16	12	20	9	8	13	17	20	15	18	12	20	20	0	13	27	36	22	58	20	31	32	19	15	10	22	23	5	19	11	21	14	15	12	16	7	10	16	15	5	9	11	9	15	22	6	18	13	17	18	11	0	0	60	23	18	7	10	5	11	9	7	10	16	9	17	42	3					
8	Число бюллетеней в стационарных ящиках для голосования	111611	1836	1266	1404	69	977	1604	1592	1692	1429	1567	1317	1533	1515	1275	1700	1557	1357	1860	1157	1892	1198	1564	1161	1315	1364	1007	1535	1530	119	1124	1594	1650	1428	1115	1530	1304	1696	1545	1309	1767	1512	1798	1532	1474	1449	1552	1707	1422	1727	1402	1692	1835	1607	1468	1365	1072	896	1580	1771	1889	1232	1374	1492	1654	1716	1624	221	66	155	1215	1417	1382	1355	1266	1289	1307	1638	1080	1649	1533	109	616	17					
9	Число недействительных избирательных бюллетеней	1261	30	7	20	1	11	22	16	16	23	14	26	18	11	21	20	17	10	21	6	23	10	27	0	14	10	13	21	14	0	12	22	27	21	22	11	18	24	19	13	23	24	15	17	12	13	18	13	10	27	12	18	20	16	20	15	7	10	18	22	13	17	12	15	12	16	22	5	0	3	11	20	18	17	14	9	19	25	5	28	13	2	4	0					
10	Число действительных избирательных бюллетеней	111672	1818	1267	1400	68	975	1598	1592	1684	1421	1558	1305	1536	1526	1271	1733	1556	1359	1859	1160	1877	1201	1554	1181	1316	1372	1006	1534	1536	119	1125	1599	1659	1429	1151	1539	1317	1704	1545	1311	1754	1510	1806	1520	1481	1447	1555	1708	1427	1712	1406	1681	1825	1607	1463	1355	1074	897	1571	1764	1898	1221	1380	1490	1659	1718	1613	216	66	212	1227	1415	1371	1348	1257	1291	1297	1620	1085	1637	1529	124	654	20					
11	Число полученных открепительных  удостоверений	2486	137	30	20	0	20	30	30	40	20	20	30	20	20	30	40	20	30	30	20	40	30	40	30	25	30	20	20	20	0	20	40	40	100	50	40	20	40	40	30	98	30	40	32	40	30	40	20	25	20	33	40	30	30	20	33	20	20	40	40	30	30	20	20	40	35	40	0	0	0	20	30	18	30	30	20	20	40	20	19	36	10	30	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1561	128	11	11	0	10	23	20	16	16	12	9	12	17	19	24	16	20	24	15	25	19	12	13	22	16	17	9	12	0	9	18	26	57	29	13	14	28	16	22	34	19	21	32	13	14	15	17	20	12	16	31	27	24	16	28	10	12	19	12	23	13	17	20	28	23	19	0	0	0	15	20	18	26	20	14	15	19	7	15	35	10	30	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1267	40	14	28	3	12	12	14	16	14	19	16	11	16	16	11	22	16	16	11	14	15	12	13	11	15	5	14	24	6	14	13	18	22	76	17	22	18	13	20	13	23	21	9	18	17	10	3	12	15	5	12	16	11	23	12	13	13	29	20	13	11	12	26	18	10	12	8	5	21	12	14	14	11	14	3	7	11	17	7	17	7	23	10					
14	Число неиспользованных открепительных удостоверений	925	9	19	9	0	10	7	10	24	4	8	21	8	3	11	16	4	10	6	5	15	11	28	17	3	14	3	11	8	0	11	22	14	43	21	27	6	12	24	8	64	11	19	0	27	16	25	3	5	8	17	9	3	6	4	5	10	8	21	28	7	17	3	0	12	12	21	0	0	0	5	10	0	4	10	6	5	21	13	4	1	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	217	25	1	0	0	1	1	1	2	0	1	0	1	0	4	0	4	0	2	1	1	1	1	1	1	1	0	1	2	0	0	4	0	0	94	1	2	1	1	0	10	1	1	5	0	1	1	2	1	0	1	4	1	2	2	2	0	0	1	2	2	0	0	0	2	4	0	0	0	0	1	1	1	1	1	2	1	0	0	2	1	0	5	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																										
18	Богданов Андрей Владимирович	2285	23	23	41	2	22	47	28	31	29	30	28	26	24	26	36	40	20	27	19	39	22	35	26	22	31	26	32	33	0	24	32	46	32	21	18	23	23	39	35	35	24	35	23	40	33	34	30	39	29	33	37	37	24	26	23	27	18	49	34	54	27	37	41	17	34	25	3	2	2	21	33	22	27	26	39	27	47	21	20	35	3	10	1					
		2.02%	1.24%	1.81%	2.89%	2.90%	2.23%	2.90%	1.74%	1.82%	2.01%	1.91%	2.10%	1.67%	1.56%	2.01%	2.05%	2.54%	1.46%	1.44%	1.63%	2.05%	1.82%	2.21%	2.20%	1.65%	2.24%	2.55%	2.06%	2.13%	0.00%	2.11%	1.97%	2.73%	2.21%	1.79%	1.16%	1.72%	1.33%	2.49%	2.64%	1.97%	1.56%	1.92%	1.50%	2.68%	2.26%	2.16%	1.74%	2.71%	1.67%	2.33%	2.18%	2.01%	1.48%	1.75%	1.68%	2.50%	1.98%	3.08%	1.90%	2.83%	2.18%	2.66%	2.72%	1.02%	1.96%	1.53%	1.36%	3.03%	0.93%	1.70%	2.30%	1.58%	1.98%	2.05%	3.00%	2.05%	2.86%	1.93%	1.20%	2.27%	2.38%	1.52%	5.00%					
19	Жириновский Владимир Вольфович	12879	279	180	162	14	116	157	166	205	161	183	123	182	226	146	194	198	182	224	127	201	184	162	154	180	177	134	160	193	8	161	163	157	213	186	179	171	156	166	175	221	147	199	180	138	160	149	193	148	215	132	148	195	150	126	163	145	92	168	169	199	123	175	157	155	185	183	35	11	18	148	163	154	167	147	164	130	204	121	192	197	8	98	2					
		11.40%	15.10%	14.13%	11.41%	20.29%	11.76%	9.69%	10.32%	12.06%	11.15%	11.64%	9.24%	11.71%	14.70%	11.30%	11.07%	12.59%	13.29%	11.91%	10.89%	10.58%	15.19%	10.25%	13.04%	13.53%	12.81%	13.15%	10.29%	12.45%	6.72%	14.16%	10.06%	9.31%	14.69%	15.86%	11.55%	12.81%	9.03%	10.61%	13.22%	12.44%	9.58%	10.93%	11.71%	9.24%	10.96%	9.47%	11.21%	10.30%	12.36%	9.31%	8.71%	10.57%	9.24%	8.50%	11.90%	13.41%	10.14%	10.57%	9.46%	10.41%	9.94%	12.57%	10.43%	9.28%	10.67%	11.19%	15.84%	16.67%	8.37%	11.95%	11.36%	11.09%	12.23%	11.57%	12.62%	9.88%	12.40%	11.10%	11.53%	12.78%	6.35%	14.89%	10.00%					
20	Зюганов Геннадий Андреевич	27582	282	253	324	10	237	364	364	350	314	365	293	387	296	320	445	326	268	480	334	446	243	402	277	291	356	200	413	373	33	234	427	511	336	174	418	302	477	375	296	441	426	462	333	414	366	426	446	417	503	410	541	449	413	402	328	273	257	438	534	536	307	298	402	410	393	372	38	7	56	324	327	334	331	367	304	348	402	261	388	348	26	123	5					
		24.42%	15.26%	19.86%	22.82%	14.49%	24.04%	22.47%	22.64%	20.59%	21.75%	23.22%	22.01%	24.90%	19.26%	24.77%	25.39%	20.72%	19.58%	25.53%	28.64%	23.47%	20.07%	25.43%	23.45%	21.88%	25.76%	19.63%	26.56%	24.06%	27.73%	20.58%	26.34%	30.31%	23.17%	14.83%	26.97%	22.62%	27.60%	23.98%	22.36%	24.82%	27.77%	25.37%	21.67%	27.73%	25.07%	27.08%	25.92%	29.02%	28.92%	28.91%	31.84%	24.34%	25.45%	27.11%	23.94%	25.25%	28.34%	27.56%	29.90%	28.05%	24.80%	21.41%	26.71%	24.54%	22.66%	22.75%	17.19%	10.61%	26.05%	26.17%	22.79%	24.05%	24.25%	28.87%	23.38%	26.44%	24.44%	23.94%	23.30%	22.57%	20.63%	18.69%	25.00%					
21	Медведев Дмитрий Анатольевич	68926	1234	811	873	42	600	1030	1034	1098	917	980	861	941	980	779	1058	992	889	1128	680	1191	752	955	724	823	808	646	929	937	78	706	977	945	848	770	924	821	1048	965	805	1057	913	1110	984	889	888	946	1039	823	965	831	955	1144	1020	909	841	629	530	916	1027	1109	764	870	890	1077	1106	1033	140	46	136	734	892	861	823	717	784	792	967	682	1037	949	87	423	12					
