Выборы Президента Российской Федерации																																																																																														
Дата голосования: 04.03.2012																																																																																														
																																																																																														
Наименование Избирательной комиссии:    Северодвинская																																																																																														
																																																																																														
Сводная таблица итогов голосования																																																																																														
																																																																																														
	Число участковых избирательных комиссий	83																																																																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	83																																																																																												
																																																																																														
		Сумма	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868									
1	Число избирателей, включенных в список избирателей	164692	2959	1977	2035	54	1483	2229	2257	2374	1989	2121	1877	2390	2461	1877	2527	2649	2401	2777	1757	2724	1812	2315	1952	2188	2013	1602	2512	2340	193	1828	2424	2297	2035	1735	2415	2031	2581	2251	2051	2154	2121	2447	2139	2069	2251	2260	2504	2059	2476	2029	2425	2613	2403	2071	1865	1627	1276	2143	2852	2675	1761	1976	2128	2380	2667	2225	365	38	320	1638	1961	1979	2062	1815	2083	1897	2300	1511	2419	1971	260	945	39									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	156360	2900	1900	1900	65	1400	2100	2100	2400	1900	2000	1800	2300	2300	1800	2600	2500	2200	2700	1700	2600	1700	2200	1800	2000	1900	1500	2400	2200	200	1700	2300	2100	2000	1800	2300	1900	2400	2100	1900	2300	2000	2300	2000	2000	2100	2100	2400	1900	2400	1900	2300	2500	2300	1900	1800	1500	1200	2000	2600	2600	1600	1800	2000	2200	2600	2100	350	41	320	1600	1800	1900	1900	1700	1900	1800	2200	1400	2300	2000	250	900	34									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	100001	1993	1111	1227	51	942	1447	1418	1536	1294	1390	1097	1412	1280	1106	1660	1471	1121	1698	994	1642	889	1343	1054	1145	1229	834	1465	1291	172	946	1462	1493	1335	1455	1351	1145	1498	1386	1135	1463	1327	1594	1378	1307	1385	1439	1563	1262	1536	1252	1604	1642	1494	1297	1147	924	842	1335	1622	1724	1073	1147	1325	1446	1609	1376	267	35	320	1057	1200	1281	1232	1166	1163	1186	1486	974	1485	1115	116	261	26									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1295	3	12	23	0	14	13	16	7	7	7	104	24	18	16	21	7	8	16	12	10	5	17	10	18	20	18	19	13	0	10	21	23	75	4	19	17	28	22	11	11	21	23	7	11	14	16	26	25	24	14	16	17	13	14	10	2	5	9	11	22	12	15	12	15	15	14	0	0	0	15	12	16	7	5	4	12	9	8	16	21	14	72	2									
6	Число погашенных избирательных бюллетеней	54839	904	777	650	14	444	640	666	857	599	603	599	864	1002	678	919	1022	1071	986	694	948	806	840	736	837	651	648	916	896	28	744	817	584	590	341	930	738	874	692	754	826	652	683	615	682	701	645	811	613	840	634	680	841	793	589	643	574	353	656	967	854	515	638	663	739	976	710	83	6	0	528	588	603	661	529	733	602	705	418	799	864	120	342	6									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1520	3	12	23	0	14	13	16	7	7	7	104	24	18	16	21	7	8	16	12	10	5	17	10	18	20	18	19	13	0	10	21	23	75	4	19	17	28	22	11	11	21	23	7	11	14	16	26	25	24	14	16	17	13	14	10	2	5	9	11	22	12	15	12	15	15	14	0	0	0	15	12	16	7	5	4	12	9	8	16	21	14	297	2									
8	Число бюллетеней в стационарных ящиках для голосования	99924	1990	1110	1227	51	942	1447	1416	1536	1289	1390	1096	1412	1280	1106	1657	1471	1121	1698	994	1641	889	1343	1054	1144	1228	834	1465	1291	172	943	1462	1491	1335	1453	1348	1143	1495	1382	1135	1456	1326	1590	1377	1307	1383	1438	1563	1262	1535	1250	1603	1640	1494	1296	1146	924	841	1334	1622	1722	1072	1146	1325	1445	1609	1375	267	35	320	1057	1199	1279	1231	1166	1163	1185	1485	974	1483	1115	116	261	26									
9	Число недействительных избирательных бюллетеней	1159	35	11	18	1	13	20	28	12	22	16	9	19	19	9	23	9	15	23	12	18	9	13	10	11	11	10	12	8	3	15	13	20	18	28	15	11	25	21	15	22	16	15	11	14	12	20	16	15	15	14	13	16	16	12	17	10	9	15	16	10	13	14	17	16	16	15	2	1	6	12	12	20	19	15	15	14	18	5	14	10	0	1	0									
10	Число действительных избирательных бюллетеней	100285	1958	1111	1232	50	943	1440	1404	1531	1274	1381	1191	1417	1279	1113	1655	1469	1114	1691	994	1633	885	1347	1054	1151	1237	842	1472	1296	169	938	1470	1494	1392	1429	1352	1149	1498	1383	1131	1445	1331	1598	1373	1304	1385	1434	1573	1272	1544	1250	1606	1641	1491	1298	1139	916	837	1328	1617	1734	1071	1147	1320	1444	1608	1374	265	34	314	1060	1199	1275	1219	1156	1152	1183	1476	977	1485	1126	130	557	28									
11	Число полученных открепительных  удостоверений	2455	50	30	40	0	20	30	30	35	30	30	30	20	20	30	45	35	30	30	30	30	20	35	30	30	30	25	25	30	0	20	20	40	70	50	20	20	40	35	30	60	30	35	35	30	20	30	35	40	30	35	35	30	35	20	25	20	20	30	30	30	20	30	25	35	30	30	0	0	0	25	25	30	35	30	20	30	25	20	30	30	80	80	5									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1555	15	16	19	0	12	17	11	24	28	21	20	14	14	21	24	19	19	30	25	26	12	22	20	17	27	11	22	27	0	13	16	19	18	23	14	16	24	26	28	31	19	22	21	22	14	20	19	20	26	22	30	19	22	15	20	8	5	20	17	23	14	23	20	30	26	24	0	0	0	22	19	22	29	25	10	17	24	14	21	18	15	35	2									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1287	40	25	11	4	18	14	12	15	7	18	8	9	17	15	30	29	22	13	11	13	14	10	10	13	10	8	15	21	22	14	23	28	30	13	13	22	15	62	42	17	11	20	11	10	10	7	5	4	23	8	15	15	16	6	10	13	13	11	25	16	15	19	16	14	11	25	9	2	18	11	9	10	14	8	7	14	19	6	14	9	11	27	17									
14	Число неиспользованных открепительных удостоверений	900	35	14	21	0	8	13	19	11	2	9	10	6	6	9	21	16	11	0	5	4	8	13	10	13	3	14	3	3	0	7	4	21	52	27	6	4	16	9	2	29	11	13	14	8	6	10	16	20	4	13	5	11	13	5	5	12	15	10	13	7	6	7	5	5	4	6	0	0	0	3	6	8	6	5	10	13	1	6	9	12	65	45	3									
15	Число открепительных удостоверений, выданных избирателям ТИК	92	2	0	0	0	0	0	1	3	0	1	1	0	1	2	1	0	1	4	1	4	1	4	4	0	0	1	1	2	0	1	2	2	5	0	0	4	2	2	0	2	0	2	2	0	2	0	2	1	0	2	1	0	1	0	1	0	0	0	0	2	0	0	1	0	3	3	0	0	0	0	1	3	0	1	1	3	0	0	1	1	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																														
19	Жириновский Владимир Вольфович	8296	175	96	95	8	61	112	111	120	89	115	82	132	133	97	169	143	117	133	76	138	98	90	94	100	107	74	122	121	11	87	101	98	170	134	102	137	120	128	120	122	96	133	100	117	97	110	139	115	129	77	126	124	101	107	97	80	76	85	125	136	94	103	96	128	115	110	25	1	15	71	91	93	112	76	113	76	109	54	113	108	7	77	1									
		8.18%	8.78%	8.56%	7.60%	15.69%	6.38%	7.67%	7.75%	7.78%	6.87%	8.23%	6.83%	9.19%	10.25%	8.65%	10.07%	9.68%	10.36%	7.76%	7.55%	8.36%	10.96%	6.62%	8.83%	8.61%	8.57%	8.69%	8.22%	9.28%	6.40%	9.13%	6.81%	6.47%	12.06%	9.20%	7.46%	11.81%	7.88%	9.12%	10.47%	8.32%	7.13%	8.25%	7.23%	8.88%	6.94%	7.57%	8.75%	8.94%	8.27%	6.09%	7.78%	7.48%	6.70%	8.17%	8.39%	8.64%	8.98%	6.33%	7.65%	7.80%	8.67%	8.87%	7.18%	8.77%	7.08%	7.92%	9.36%	2.86%	4.69%	6.62%	7.51%	7.18%	9.05%	6.49%	9.68%	6.35%	7.30%	5.50%	7.54%	9.51%	5.38%	13.80%	3.57%									
20	Зюганов Геннадий Андреевич	21033	312	225	258	8	240	282	302	295	269	338	246	328	226	246	320	256	192	354	250	335	158	284	190	231	257	161	291	261	37	198	368	373	239	211	286	201	337	263	205	319	271	330	256	298	282	299	345	275	395	257	378	342	296	279	249	220	182	284	389	407	230	231	263	295	319	286	47	4	92	255	248	266	285	297	257	261	326	218	321	263	9	68	6									
		20.73%	15.65%	20.05%	20.64%	15.69%	25.10%	19.32%	21.09%	19.12%	20.76%	24.19%	20.50%	22.84%	17.41%	21.93%	19.07%	17.32%	17.01%	20.65%	24.85%	20.29%	17.67%	20.88%	17.86%	19.88%	20.59%	18.90%	19.61%	20.02%	21.51%	20.78%	24.81%	24.64%	16.95%	14.48%	20.92%	17.33%	22.13%	18.73%	17.89%	21.75%	20.12%	20.46%	18.50%	22.61%	20.19%	20.56%	21.71%	21.37%	25.34%	20.33%	23.35%	20.64%	19.64%	21.30%	21.54%	23.76%	21.51%	21.15%	23.82%	23.34%	21.22%	19.90%	19.67%	20.21%	19.64%	20.59%	17.60%	11.43%	28.75%	23.79%	20.48%	20.54%	23.02%	25.36%	22.02%	21.80%	21.82%	22.20%	21.41%	23.15%	6.92%	12.19%	21.43%									
21	Миронов Сергей Михайлович	5811	89	64	66	0	59	92	83	89	74	74	72	72	74	57	93	89	55	114	61	92	60	71	70	69	76	56	89	75	7	36	89	87	55	62	71	71	90	78	51	62	86	94	70	85	80	91	85	92	72	83	105	113	92	83	58	48	42	84	90	104	59	54	76	99	103	90	21	3	21	56	66	64	60	73	76	72	96	65	82	88	14	22	0									
		5.73%	4.47%	5.70%	5.28%	0.00%	6.17%	6.30%	5.80%	5.77%	5.71%	5.30%	6.00%	5.01%	5.70%	5.08%	5.54%	6.02%	4.87%	6.65%	6.06%	5.57%	6.71%	5.22%	6.58%	5.94%	6.09%	6.57%	5.99%	5.75%	4.07%	3.78%	6.00%	5.75%	3.90%	4.26%	5.19%	6.12%	5.91%	5.56%	4.45%	4.23%	6.38%	5.83%	5.06%	6.45%	5.73%	6.26%	5.35%	7.15%	4.62%	6.57%	6.49%	6.82%	6.10%	6.34%	5.02%	5.18%	4.96%	6.25%	5.51%	5.96%	5.44%	4.65%	5.68%	6.78%	6.34%	6.48%	7.87%	8.57%	6.56%	5.22%	5.45%	4.94%	4.85%	6.23%	6.51%	6.02%	6.43%	6.62%	5.47%	7.75%	10.77%	3.94%	0.00%									
22	Прохоров Михаил Дмитриевич	11710	176	102	134	3	83	140	134	179	168	148	132	133	120	121	154	177	116	192	115	205	103	150	137	128	179	106	199	146	5	127	172	231	163	160	127	123	172	136	131	175	164	221	170	117	165	156	191	164	150	145	190	196	190	158	165	83	86	148	224	225	137	129	151	160	201	165	23	9	25	131	171	160	151	166	175	174	202	112	183	124	9	42	0									
		11.54%	8.83%	9.09%	10.72%	5.88%	8.68%	9.59%	9.36%	11.60%	12.96%	10.59%	11.00%	9.26%	9.24%	10.78%	9.18%	11.98%	10.27%	11.20%	11.43%	12.42%	11.52%	11.03%	12.88%	11.02%	14.34%	12.44%	13.41%	11.20%	2.91%	13.33%	11.60%	15.26%	11.56%	10.98%	9.29%	10.60%	11.29%	9.69%	11.43%	11.93%	12.18%	13.70%	12.28%	8.88%	11.81%	10.73%	12.02%	12.74%	9.62%	11.47%	11.74%	11.83%	12.61%	12.06%	14.27%	8.96%	10.17%	11.02%	13.72%	12.90%	12.64%	11.11%	11.29%	10.96%	12.38%	11.88%	8.61%	25.71%	7.81%	12.22%	14.12%	12.36%	12.20%	14.18%	14.99%	14.54%	13.52%	11.41%	12.21%	10.92%	6.92%	7.53%	0.00%									
23	Путин Владимир Владимирович	53435	1206	624	679	31	500	814	774	848	674	706	659	752	726	592	919	804	634	898	492	863	466	752	563	623	618	445	771	693	109	490	740	705	765	862	766	617	779	778	624	767	714	820	777	687	761	778	813	626	798	688	807	866	812	671	570	485	451	727	789	862	551	630	734	762	870	723	149	17	161	547	623	692	611	544	531	600	743	528	786	543	91	348	21									
