Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
"Наименование Избирательной комиссии:    Нижний Тагил, Дзержинская"																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184					
1	"Число избирателей, внесенных в списки"	98900	2021	2039	1706	2188	2063	1893	1844	2246	2126	2176	2149	2369	2346	2666	2769	2481	2574	2106	2093	2207	2322	2507	2429	2391	2324	2072	2054	2507	2109	2811	2140	2585	2038	2501	1772	1942	1401	2071	2323	2222	2437	1692	2209	1967	2012					
2	"Число бюллетеней, полученных участковыми комиссиями"	97815	2000	1980	1700	2200	1750	1890	1840	2240	2070	2200	2150	2370	2300	2670	2800	2490	2570	2060	2080	2200	2300	2324	2400	2380	2350	2040	2050	2500	2100	2800	2140	2590	2000	2500	1770	1900	1400	2100	2300	2200	2380	1630	2200	1970	1931					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	44789	1028	948	853	871	1075	978	853	1001	1004	1038	1026	1057	1065	1086	1226	1139	1162	888	842	1060	971	1104	1080	1233	1054	1003	885	1218	1027	1089	1070	1293	809	1054	866	806	462	1080	1109	964	1066	479	1057	896	914					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1807	39	99	47	38	12	49	24	15	28	19	20	10	12	40	56	31	79	88	60	53	52	122	21	23	24	27	30	51	25	77	31	26	39	48	40	63	30	27	11	28	13	103	41	16	20					
6	Число погашенных бюллетеней	51219	933	933	800	1291	663	863	963	1224	1038	1143	1104	1303	1223	1544	1518	1320	1329	1084	1178	1087	1277	1098	1299	1124	1272	1010	1135	1231	1048	1634	1039	1271	1152	1398	864	1031	908	993	1180	1208	1301	1048	1102	1058	997					
7	Число бюллетеней в переносных ящиках для голосования	1807	39	99	47	38	12	49	24	15	28	19	20	10	12	40	56	31	79	88	60	53	52	122	21	23	24	27	30	51	25	77	31	26	39	48	40	63	30	27	11	28	13	103	41	16	20					
8	Число бюллетеней в стационарных ящиках для голосования	44778	1028	948	853	871	1075	978	853	1001	1003	1038	1026	1057	1065	1086	1223	1139	1161	888	842	1060	971	1103	1080	1233	1052	1003	885	1218	1027	1089	1070	1293	807	1054	865	806	462	1080	1109	964	1066	479	1057	896	914					
9	Число недействительных бюллетеней	902	24	18	24	15	47	21	14	20	21	15	18	13	17	13	7	17	24	23	27	14	26	23	27	35	28	16	11	30	14	7	15	26	18	21	22	19	10	29	30	9	8	16	34	10	26					
10	Число действительных бюллетеней	45683	1043	1029	876	894	1040	1006	863	996	1010	1042	1028	1054	1060	1113	1272	1153	1216	953	875	1099	997	1202	1074	1221	1048	1014	904	1239	1038	1159	1086	1293	828	1081	883	850	482	1078	1090	983	1071	566	1064	902	908					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1299	30	30	25	30	25	25	25	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	29	30	30	30	30	30	30	30	25	25	25	30	30	30	30	25	30	25	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	274	7	5	9	4	4	13	2	5	1	5	7	5	7	10	10	13	8	4	3	5	3	9	4	7	6	4	13	5	6	4	3	12	8	8	5	8	2	7	7	2	7	4	1	10	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	125	9	26	2	6	0	4	2	2	3	3	2	2	1	5	3	0	3	2	0	4	3	4	1	5	2	2	1	0	2	0	0	3	3	1	1	1	0	1	2	0	1	6	1	3	3					
14	Число погашенных открепительных удостоверений	1025	23	25	16	26	21	12	23	25	29	25	23	25	23	20	20	17	22	26	27	25	27	21	26	23	24	26	16	25	24	26	27	18	22	22	20	17	23	23	23	28	23	21	29	15	23					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	463	9	8	12	9	6	8	7	16	11	11	13	14	11	21	14	13	12	8	8	13	6	12	14	9	12	16	6	7	12	8	11	15	4	12	8	4	4	10	10	5	6	12	9	8	19					
		0.99%	0.84%	0.76%	1.33%	0.99%	0.55%	0.77%	0.79%	1.57%	1.06%	1.04%	1.24%	1.31%	1.02%	1.86%	1.09%	1.11%	0.96%	0.81%	0.88%	1.16%	0.58%	0.97%	1.27%	0.71%	1.11%	1.55%	0.65%	0.55%	1.14%	0.68%	0.99%	1.13%	0.47%	1.08%	0.88%	0.46%	0.81%	0.90%	0.89%	0.50%	0.55%	2.06%	0.81%	0.87%	2.03%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1959	61	48	37	36	58	42	32	46	47	34	59	68	45	58	85	71	45	33	30	55	53	56	45	39	42	36	27	58	35	67	45	55	21	40	30	29	13	38	62	35	45	19	37	16	26					
		4.20%	5.71%	4.58%	4.11%	3.96%	5.33%	4.08%	3.64%	4.52%	4.55%	3.21%	5.64%	6.37%	4.17%	5.15%	6.64%	6.06%	3.62%	3.38%	3.32%	4.94%	5.18%	4.57%	4.08%	3.10%	3.90%	3.49%	2.95%	4.57%	3.32%	5.74%	4.08%	4.16%	2.48%	3.62%	3.31%	3.33%	2.64%	3.43%	5.53%	3.52%	4.17%	3.26%	3.36%	1.75%	2.78%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2455	49	72	60	39	54	55	44	63	68	55	32	33	41	34	49	50	81	62	50	47	53	80	57	86	57	63	48	53	48	67	71	59	61	49	55	79	23	54	58	59	43	25	73	57	39					
