Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Тейковская городская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301					
1	"Число избирателей, внесенных в список избирателей"	29907	1575	1299	1064	2287	1448	1490	2498	2201	1775	1255	1717	2060	2269	2050	2634	2285					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28300	1400	1200	1000	2300	1300	1300	2250	2250	1650	1300	1650	1850	2200	1900	2400	2350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	2114	0	0	0	0	0	0	0	998	0	0	0	41	36	32	67	940					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14083	623	566	442	1226	512	627	1161	593	779	621	841	1108	1296	1211	1527	950					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1290	135	74	83	74	100	79	117	104	66	118	72	39	28	44	12	145					
6	Число погашенных избирательных бюллетеней	10813	642	560	475	1000	688	594	972	555	805	561	737	662	840	613	794	315					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3370	135	74	83	74	100	79	117	1102	66	118	72	80	64	44	78	1084					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14083	623	566	442	1226	512	627	1161	593	779	621	841	1108	1296	1211	1527	950					
9	Число недействительных избирательных бюллетеней	448	21	15	8	37	8	24	19	41	11	14	11	19	28	22	28	142					
10	Число действительных избирательных бюллетеней	17005	737	625	517	1263	604	682	1259	1654	834	725	902	1169	1332	1233	1577	1892					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	323	21	16	16	36	18	20	17	10	11	12	35	15	22	22	31	21					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	323	21	16	16	36	18	20	17	10	11	12	35	15	22	22	31	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	206	35	10	11	13	6	5	22	10	8	10	7	14	21	18	14	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	147	21	6	11	27	2	1	12	10	10	4	10	5	7	8	13	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2337	94	90	81	224	89	88	207	108	204	132	154	210	217	170	173	96					
		13.39%	12.40%	14.06%	15.43%	17.23%	14.54%	12.46%	16.20%	6.37%	24.14%	17.86%	16.87%	17.68%	15.96%	13.55%	10.78%	4.72%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3141	113	97	73	179	80	92	169	397	122	106	134	231	252	245	337	514					
		17.99%	14.91%	15.16%	13.90%	13.77%	13.07%	13.03%	13.22%	23.42%	14.44%	14.34%	14.68%	19.44%	18.53%	19.52%	20.99%	25.27%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	258	9	10	12	15	12	6	12	20	17	10	22	22	26	20	26	19					
		1.48%	1.19%	1.56%	2.29%	1.15%	1.96%	0.85%	0.94%	1.18%	2.01%	1.35%	2.41%	1.85%	1.91%	1.59%	1.62%	0.93%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3190	142	154	108	319	104	146	289	212	151	171	186	213	243	256	299	197					
		18.28%	18.73%	24.06%	20.57%	24.54%	16.99%	20.68%	22.61%	12.51%	17.87%	23.14%	20.37%	17.93%	17.87%	20.40%	18.63%	9.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	406	22	16	10	38	11	16	32	36	17	19	20	15	53	34	33	34					
		2.33%	2.90%	2.50%	1.90%	2.92%	1.80%	2.27%	2.50%	2.12%	2.01%	2.57%	2.19%	1.26%	3.90%	2.71%	2.06%	1.67%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7529	355	254	231	484	306	327	534	857	318	284	382	472	527	499	692	1007					
		43.14%	46.83%	39.69%	44.00%	37.23%	50.00%	46.32%	41.78%	50.56%	37.63%	38.43%	41.84%	39.73%	38.75%	39.76%	43.12%	49.51%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	144	2	4	2	4	2	7	16	24	5	3	4	6	14	9	17	25					
		0.83%	0.26%	0.63%	0.38%	0.31%	0.33%	0.99%	1.25%	1.42%	0.59%	0.41%	0.44%	0.51%	1.03%	0.72%	1.06%	1.23%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
