Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Мазановская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427					
1	"Число избирателей, внесенных в списки избирателей"	10620	517	1165	1611	378	143	227	220	64	167	412	86	250	18	403	491	671	78	176	150	38	50	42	497	119	195	91	271	318	60	89	33	90	64	738	265	315	118					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10630	500	1336	1335	350	130	200	200	76	180	430	100	240	18	535	530	650	89	200	150	38	49	42	477	130	200	98	270	300	58	82	33	94	60	700	290	330	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	72	0	0	0	0	0	0	0	0	0	0	0	0	16	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8517	392	928	1120	229	120	186	189	49	153	366	82	238	2	329	424	492	67	157	133	36	44	39	422	87	178	74	231	295	58	71	33	90	56	607	206	225	109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	641	40	26	157	3	5	14	11	14	11	30	2	0	0	0	37	33	2	19	13	1	5	3	36	8	10	12	28	0	0	8	0	0	3	24	33	53	0					
6	Число погашенных избирательных бюллетеней	1400	68	382	58	118	5	0	0	13	16	34	16	2	0	150	69	125	20	24	4	1	0	0	19	35	12	12	11	5	0	3	0	4	1	69	51	52	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	713	40	26	157	3	5	14	11	14	11	30	2	0	16	56	37	33	2	19	13	1	5	3	36	8	10	12	28	0	0	8	0	0	3	24	33	53	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8517	392	928	1120	229	120	186	189	49	153	366	82	238	2	329	424	492	67	157	133	36	44	39	422	87	178	74	231	295	58	71	33	90	56	607	206	225	109					
9	Число недействительных избирательных бюллетеней	144	4	8	7	2	0	1	16	1	3	0	0	6	0	2	4	2	0	7	4	0	0	1	2	0	3	0	3	5	0	2	0	0	0	3	17	41	0					
10	Число действительных избирательных бюллетеней	9086	428	946	1270	230	125	199	184	62	161	396	84	232	18	383	457	523	69	169	142	37	49	41	456	95	185	86	256	290	58	77	33	90	59	628	222	237	109					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	191	5	25	24	5	3	5	5	3	10	5	3	5	1	5	7	5	1	5	5	3	3	3	5	1	5	3	5	5	3	3	1	3	1	7	3	7	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	123	4	20	20	1	3	1	3	2	10	4	3	1	0	1	7	4	1	2	0	0	1	0	4	1	2	1	5	2	0	3	0	0	1	7	2	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	64	1	8	9	1	1	3	1	2	2	0	1	1	0	3	3	1	1	0	2	0	2	2	3	0	1	1	1	1	1	1	1	1	0	2	1	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	68	1	5	4	4	0	4	2	1	0	1	0	4	1	4	0	1	0	3	5	3	2	3	1	0	3	2	0	3	3	0	1	3	0	0	1	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	105	4	5	10	2	2	0	8	6	0	2	2	1	0	8	2	6	0	0	5	0	2	2	4	3	0	0	4	7	0	1	0	0	0	14	5	0	0					
