Выборы Президента Российской Федерации																																																																							
Дата голосования: 18.03.2018																																																																							
																																																																							
Наименование Избирательной комиссии:    Чебоксарская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	60																																																																					
																																																																							
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760									
1	"Число избирателей, включенных в список избирателей"	42874	339	539	620	336	565	799	449	700	406	683	358	518	380	142	493	203	1599	910	322	335	365	308	1064	1076	1160	1025	2562	2371	897	464	1009	715	1085	337	524	721	277	463	524	880	248	1166	916	470	269	183	601	835	675	1235	815	624	840	494	1346	521	320	1490	999	304									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44710	355	545	650	345	510	850	465	705	480	780	390	555	435	165	530	220	1715	950	330	365	365	315	990	1070	1110	1070	2610	2390	940	505	1030	750	1090	360	565	730	290	490	540	935	275	1245	960	525	275	205	620	900	720	1320	750	665	865	540	1445	560	350	1615	1080	310									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	31140	240	395	492	278	425	556	350	557	247	508	290	443	272	101	346	143	1151	720	191	275	261	176	753	761	789	770	1864	1524	645	319	742	512	812	264	400	569	209	353	377	702	147	902	601	333	182	154	456	695	483	1032	518	375	611	390	903	381	227	1126	606	236									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3212	44	64	54	12	15	53	36	34	110	85	55	60	45	24	62	25	69	58	80	43	54	92	22	35	60	29	30	217	37	54	91	47	75	42	49	23	18	24	33	79	34	18	73	39	22	12	30	25	56	43	144	125	21	37	76	40	25	84	121	48									
6	Число погашенных избирательных бюллетеней	10358	71	86	104	55	70	241	79	114	123	187	45	52	118	40	122	52	495	172	59	47	50	47	215	274	261	271	716	649	258	132	197	191	203	54	116	138	63	113	130	154	94	325	286	153	71	39	134	180	181	245	88	165	233	113	466	139	98	405	353	26									
