Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Жердевская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80					
1	"Число избирателей, внесенных в списки избирателей"	23649	1179	1427	968	1033	384	1601	1203	1957	935	1151	455	1609	175	60	623	352	123	266	620	615	724	696	163	944	157	238	415	333	367	697	289	124	381	198	531	152	294	210					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20531	900	1200	800	900	300	1400	900	1600	700	900	400	1500	170	61	600	300	110	250	600	600	700	600	150	800	150	230	400	300	350	600	270	110	350	200	500	150	280	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11263	534	719	474	493	182	651	605	860	426	324	240	700	106	32	301	177	88	196	261	256	481	291	108	429	90	132	191	145	163	335	124	75	225	118	345	93	184	109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2508	83	60	90	31	27	90	61	28	65	69	39	198	18	17	64	67	15	10	123	123	137	75	16	180	31	59	57	72	81	110	78	25	73	51	38	21	54	72					
6	Число погашенных избирательных бюллетеней	6760	283	421	236	376	91	659	234	712	209	507	121	602	46	12	235	56	7	44	216	221	82	234	26	191	29	39	152	83	106	155	68	10	52	31	117	36	42	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2508	83	60	90	31	27	90	61	28	65	69	39	198	18	17	64	67	15	10	123	123	137	75	16	180	31	59	57	72	81	110	78	25	73	51	38	21	54	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11260	534	719	471	493	182	651	605	860	426	324	240	700	106	32	301	177	88	196	261	256	481	291	108	429	90	132	191	145	163	335	124	75	225	118	345	93	184	109					
9	Число недействительных избирательных бюллетеней	102	8	8	3	3	3	13	5	5	5	8	1	2	2	0	0	4	0	1	1	6	1	4	0	2	0	3	0	4	0	2	2	1	0	0	4	0	1	0					
10	Число действительных избирательных бюллетеней	13666	609	771	558	521	206	728	661	883	486	385	278	896	122	49	365	240	103	205	383	373	617	362	124	607	121	188	248	213	244	443	200	99	298	169	379	114	237	181					
