Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Жердевская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75					
1	"Число избирателей, внесенных в список избирателей"	23476	1249	1416	1054	1186	404	1467	1263	1636	1052	997	479	965	784	160	46	538	454	247	634	620	668	646	148	1031	149	228	411	361	341	936	106	461	209	525	143	289	173					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19824	1100	1200	800	1000	350	1200	1100	1400	900	900	400	750	600	140	49	450	400	220	550	550	600	550	130	800	130	200	340	300	300	800	95	360	170	470	120	250	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10195	602	574	384	487	139	625	473	738	401	239	136	284	496	86	25	266	203	170	275	252	399	245	73	460	62	140	205	189	138	406	54	262	95	245	102	185	80					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2542	112	74	69	58	25	59	48	80	83	79	36	202	95	19	17	92	58	7	118	83	185	60	15	211	44	34	67	79	85	64	23	43	42	45	17	47	67					
6	Число погашенных избирательных бюллетеней	7087	386	552	347	455	186	516	579	582	416	582	228	264	9	35	7	92	139	43	157	215	16	245	42	129	24	26	68	32	77	330	18	55	33	180	1	18	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2542	112	74	69	58	25	59	48	80	83	79	36	202	95	19	17	92	58	7	118	83	185	60	15	211	44	34	67	79	85	64	23	43	42	45	17	47	67					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10195	602	574	384	487	139	625	473	738	401	239	136	284	496	86	25	266	203	170	275	252	399	245	73	460	62	140	205	189	138	406	54	262	95	245	102	185	80					
9	Число недействительных избирательных бюллетеней	182	18	13	13	6	1	9	6	6	10	2	2	15	5	0	0	3	2	2	3	4	2	5	0	12	2	1	0	14	3	5	0	5	1	0	6	6	0					
10	Число действительных избирательных бюллетеней	12555	696	635	440	539	163	675	515	812	474	316	170	471	586	105	42	355	259	175	390	331	582	300	88	659	104	173	272	254	220	465	77	300	136	290	113	226	147					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	250	8	8	8	8	5	9	9	9	9	9	5	9	9	3	2	8	8	5	10	10	10	10	2	10	2	3	5	5	5	10	2	10	5	8	2	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	84	8	8	3	8	0	5	6	9	9	1	1	2	0	0	0	2	0	0	2	1	1	1	0	3	0	1	2	1	0	3	1	1	3	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	52	12	3	2	1	4	5	3	6	2	2	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	1	1	0	0	3	0	0	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	166	0	0	5	0	5	4	3	0	0	8	4	7	9	3	2	6	8	5	8	9	9	9	2	7	2	2	3	4	5	7	1	9	2	6	2	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1201	70	77	40	60	17	62	53	125	60	37	8	46	37	9	0	34	25	24	26	35	30	39	11	34	4	15	14	17	18	52	5	27	6	32	8	39	5					
		9.43%	9.80%	11.88%	8.83%	11.01%	10.37%	9.06%	10.17%	15.28%	12.40%	11.64%	4.65%	9.47%	6.26%	8.57%	0.00%	9.50%	9.58%	13.56%	6.62%	10.45%	5.14%	12.79%	12.50%	5.07%	3.77%	8.62%	5.15%	6.34%	8.07%	11.06%	6.49%	8.85%	4.38%	11.03%	6.72%	16.81%	3.40%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1492	67	79	77	88	29	93	81	102	81	24	14	53	61	8	2	36	26	20	42	60	39	40	11	18	15	29	31	29	24	63	14	40	16	16	18	41	5					
