Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Октябрьская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245					
1	"Число избирателей, внесенных в списки"	24742	1611	1645	1193	1369	705	702	137	1221	1169	1515	243	353	219	355	141	220	1115	701	350	224	480	508	316	587	434	589	425	154	430	1459	292	152	354	330	219	280	244	249	284	149	121	550	437	392	119					
2	"Число бюллетеней, полученных участковыми комиссиями"	23529	1530	1330	1140	1310	700	650	170	1170	1110	1400	240	350	220	345	136	220	1062	707	300	220	460	491	300	580	430	568	410	150	410	1394	265	160	331	300	210	270	240	240	270	155	130	548	423	364	120					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	458	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	52	16	0	0	0	51	0	0	0	30	0	0	0	19	75	0	14	0	0	0	0	0	0	8	0	80	63	32	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15117	838	900	667	900	333	337	113	695	563	848	204	275	147	168	77	155	550	441	217	188	410	333	260	504	321	409	305	124	308	832	152	113	178	198	128	197	207	217	221	106	107	306	281	178	106					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2536	76	175	19	28	84	92	24	112	99	96	32	49	38	108	28	33	170	83	34	24	41	73	13	29	71	50	31	18	48	116	11	28	102	42	57	15	16	16	16	20	13	88	53	152	13					
6	Число погашенных бюллетеней	5418	616	255	454	382	283	221	33	363	448	456	4	26	35	56	26	32	290	167	49	8	9	34	27	47	38	79	74	8	54	427	27	19	37	60	25	58	17	7	33	21	10	74	26	2	1					
7	Число бюллетеней в переносных ящиках для голосования	3112	76	293	19	28	84	92	24	112	99	96	32	49	38	121	33	33	222	99	34	24	41	124	13	29	71	80	31	18	48	135	86	28	116	42	57	15	16	16	16	28	13	168	116	184	13					
8	Число бюллетеней в стационарных ящиках для голосования	14999	838	782	667	900	333	337	113	695	563	848	204	275	147	168	77	155	550	441	217	188	410	333	260	504	321	409	305	124	308	832	152	113	178	198	128	197	207	217	221	106	107	306	281	178	106					
9	Число недействительных бюллетеней	400	7	18	18	11	13	14	2	16	17	13	1	22	5	4	6	3	7	22	6	2	2	19	7	13	4	17	19	1	13	37	6	3	7	5	2	7	1	8	3	1	5	3	1	9	0					
10	Число действительных бюллетеней	17711	907	1057	668	917	404	415	135	791	645	931	235	302	180	285	104	185	765	518	245	210	449	438	266	520	388	472	317	141	343	930	232	138	287	235	183	205	222	225	234	133	115	471	396	353	119					
