Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
"Наименование Избирательной комиссии:    г. Чита, Железнодорожная"																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №453					
1	"Число избирателей, внесенных в списки избирателей"	35468	2150	2583	2680	2980	2312	2815	2406	2063	2108	2303	3224	1624	2961	1068	2191					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31000	2100	2200	2300	2500	2100	2500	2100	1700	1900	2200	2500	1400	2500	1100	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20697	1388	1372	1710	1641	1422	1525	1203	1178	1099	1484	1890	971	1797	589	1428					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1092	24	102	33	80	54	233	62	41	63	72	46	46	41	154	41					
6	Число погашенных избирательных бюллетеней	9211	688	726	557	779	624	742	835	481	738	644	564	383	662	357	431					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1092	24	102	33	80	54	233	62	41	63	72	46	46	41	154	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20557	1316	1372	1710	1640	1419	1525	1141	1176	1099	1484	1890	971	1797	589	1428					
9	Число недействительных избирательных бюллетеней	234	11	12	19	15	15	22	15	16	17	16	23	13	20	8	12					
10	Число действительных избирательных бюллетеней	21415	1329	1462	1724	1705	1458	1736	1188	1201	1145	1540	1913	1004	1818	735	1457					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	870	60	50	90	60	50	50	50	50	50	60	100	50	50	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	496	41	26	56	31	31	33	14	27	23	34	80	23	27	11	39					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	399	36	17	29	46	15	28	34	46	22	18	30	14	18	18	28					
14	Число погашенных неиспользованных открепительных удостоверений	374	19	24	34	29	19	17	36	23	27	26	20	27	23	39	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	568	27	35	42	59	50	46	30	30	30	42	36	22	54	32	33					
		2.62%	2.01%	2.37%	2.41%	3.43%	3.39%	2.62%	2.49%	2.47%	2.58%	2.70%	1.86%	2.16%	2.94%	4.31%	2.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	146	11	14	10	18	13	14	2	12	6	7	11	4	12	2	10					
		0.67%	0.82%	0.95%	0.57%	1.05%	0.88%	0.80%	0.17%	0.99%	0.52%	0.45%	0.57%	0.39%	0.65%	0.27%	0.68%					
20	3.Политическая партия «Демократическая партия России»	34	2	2	3	5	2	3	2	0	2	2	3	1	1	2	4					
		0.16%	0.15%	0.14%	0.17%	0.29%	0.14%	0.17%	0.17%	0.00%	0.17%	0.13%	0.15%	0.10%	0.05%	0.27%	0.27%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1673	76	131	152	136	148	146	91	110	89	127	128	48	112	50	129					
		7.73%	5.67%	8.89%	8.72%	7.91%	10.05%	8.30%	7.56%	9.04%	7.66%	8.16%	6.61%	4.72%	6.09%	6.73%	8.78%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	108	8	2	7	18	10	16	3	7	5	3	8	0	14	4	3					
		0.50%	0.60%	0.14%	0.40%	1.05%	0.68%	0.91%	0.25%	0.58%	0.43%	0.19%	0.41%	0.00%	0.76%	0.54%	0.20%					
23	6.Политическая партия «Партия социальной справедливости»	37	4	3	1	5	2	3	1	2	2	2	2	2	3	2	3					
		0.17%	0.30%	0.20%	0.06%	0.29%	0.14%	0.17%	0.08%	0.16%	0.17%	0.13%	0.10%	0.20%	0.16%	0.27%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	3750	193	280	283	316	252	281	199	177	198	283	401	223	301	101	262					
		17.32%	14.40%	18.99%	16.24%	18.37%	17.11%	15.98%	16.54%	14.54%	17.04%	18.19%	20.71%	21.93%	16.38%	13.59%	17.84%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2141	149	154	239	172	185	206	127	124	100	123	141	76	172	35	138					
		9.89%	11.12%	10.45%	13.71%	10.00%	12.56%	11.72%	10.56%	10.19%	8.61%	7.90%	7.28%	7.47%	9.36%	4.71%	9.39%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	185	21	11	10	21	13	12	3	7	11	11	17	4	15	9	20					
		0.85%	1.57%	0.75%	0.57%	1.22%	0.88%	0.68%	0.25%	0.58%	0.95%	0.71%	0.88%	0.39%	0.82%	1.21%	1.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12637	828	814	961	943	768	997	723	723	699	935	1156	616	1131	497	846					
		58.37%	61.79%	55.22%	55.13%	54.83%	52.14%	56.71%	60.10%	59.41%	60.15%	60.09%	59.71%	60.57%	61.53%	66.89%	57.59%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	136	10	16	16	12	15	12	7	9	3	5	10	8	3	1	9					
		0.63%	0.75%	1.09%	0.92%	0.70%	1.02%	0.68%	0.58%	0.74%	0.26%	0.32%	0.52%	0.79%	0.16%	0.13%	0.61%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
