Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Кусинская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133					
1	"Число избирателей, внесенных в списки избирателей"	22947	1568	1395	1538	1553	1014	628	1590	1276	1101	943	2149	1097	948	947	1036	184	118	1276	231	815	133	123	1284					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23000	1500	1300	1500	1500	1000	600	1600	1400	1000	900	2200	1100	1000	900	1100	210	150	1300	240	900	150	150	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14677	938	896	1021	980	636	336	1044	898	654	545	1336	621	592	641	732	110	90	819	162	569	99	89	869					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1508	100	83	50	55	17	76	66	41	76	74	143	151	100	40	128	36	27	59	20	64	26	15	61					
6	Число погашенных избирательных бюллетеней	6815	462	321	429	465	347	188	490	461	270	281	721	328	308	219	240	64	33	422	58	267	25	46	370					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1508	100	83	50	55	17	76	66	41	76	74	143	151	100	40	128	36	27	59	20	64	26	15	61					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14675	938	896	1020	980	636	336	1044	898	653	545	1336	621	592	641	732	110	90	819	162	569	99	89	869					
9	Число недействительных избирательных бюллетеней	173	9	11	32	18	5	8	8	7	7	3	7	1	2	8	4	2	0	18	6	9	2	0	6					
10	Число действительных избирательных бюллетеней	16010	1029	968	1038	1017	648	404	1102	932	722	616	1472	771	690	673	856	144	117	860	176	624	123	104	924					
