Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Кусинская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133					
1	"Число избирателей, внесенных в список избирателей"	22784	1525	1345	1720	1537	965	629	1605	1332	1040	980	2130	1092	839	944	922	326	111	1136	205	826	125	135	1315					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23700	1500	1500	1700	1500	1000	600	1700	1400	1100	1000	2000	1100	1000	1000	1000	400	150	1300	200	900	150	200	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12727	834	733	1036	849	607	290	963	776	668	468	1023	555	519	545	556	162	68	629	103	519	76	90	658					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1282	80	86	50	49	17	50	43	44	45	65	140	100	82	55	82	47	17	38	35	64	22	14	57					
6	Число погашенных избирательных бюллетеней	9690	586	681	614	602	376	260	694	580	387	467	836	445	399	400	362	191	65	633	62	317	52	96	585					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1282	80	86	50	49	17	50	43	44	45	65	140	100	82	55	82	47	17	38	35	64	22	14	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12722	834	733	1034	848	607	289	963	776	667	468	1023	555	519	545	556	162	68	629	103	519	76	90	658					
9	Число недействительных избирательных бюллетеней	187	12	8	13	15	10	7	10	6	17	5	12	7	9	11	7	2	1	6	1	19	3	2	4					
10	Число действительных избирательных бюллетеней	13817	902	811	1071	882	614	332	996	814	695	528	1151	648	592	589	631	207	84	661	137	564	95	102	711					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	560	30	30	30	30	30	5	30	30	30	30	50	30	30	30	30	5	5	30	5	30	5	5	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	560	30	30	30	30	30	5	30	30	30	30	50	30	30	30	30	5	5	30	5	30	5	5	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	215	47	3	10	4	6	6	9	10	8	9	3	10	4	8	4	4	2	4	5	8	3	5	43					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	1	1	2	3	2	2	0	3	0	2	5	1	1	1	0	1	0	1	0	0	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2770	175	145	238	199	139	56	228	198	114	134	249	126	103	122	122	29	15	110	32	86	12	10	128					
		19.78%	19.15%	17.70%	21.96%	22.19%	22.28%	16.52%	22.66%	24.15%	16.01%	25.14%	21.41%	19.24%	17.14%	20.33%	19.12%	13.88%	17.65%	16.49%	23.19%	14.75%	12.24%	9.62%	17.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2049	158	140	178	131	83	55	139	133	115	89	205	66	64	71	77	23	8	65	9	72	21	9	138					
		14.63%	17.29%	17.09%	16.42%	14.60%	13.30%	16.22%	13.82%	16.22%	16.15%	16.70%	17.63%	10.08%	10.65%	11.83%	12.07%	11.00%	9.41%	9.75%	6.52%	12.35%	21.43%	8.65%	19.30%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	112	6	8	12	5	9	7	6	1	1	3	11	6	6	6	3	1	0	5	3	5	1	0	7					
		0.80%	0.66%	0.98%	1.11%	0.56%	1.44%	2.06%	0.60%	0.12%	0.14%	0.56%	0.95%	0.92%	0.99%	1.00%	0.47%	0.48%	0.00%	0.75%	2.17%	0.86%	1.02%	0.00%	0.98%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2135	158	86	193	166	85	37	163	126	81	51	114	116	128	105	136	52	17	90	19	86	10	13	103					
		15.25%	17.29%	10.50%	17.80%	18.51%	13.62%	10.91%	16.20%	15.37%	11.38%	9.57%	9.80%	17.71%	21.30%	17.50%	21.32%	24.88%	20.00%	13.49%	13.77%	14.75%	10.20%	12.50%	14.41%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	252	26	17	31	16	11	3	31	27	6	2	20	7	7	5	5	6	0	14	0	4	1	2	11					
		1.80%	2.84%	2.08%	2.86%	1.78%	1.76%	0.88%	3.08%	3.29%	0.84%	0.38%	1.72%	1.07%	1.16%	0.83%	0.78%	2.87%	0.00%	2.10%	0.00%	0.69%	1.02%	1.92%	1.54%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6466	374	414	415	365	283	174	425	328	378	247	549	326	282	279	287	95	44	376	74	310	50	68	323					
		46.17%	40.92%	50.55%	38.28%	40.69%	45.35%	51.33%	42.25%	40.00%	53.09%	46.34%	47.21%	49.77%	46.92%	46.50%	44.98%	45.45%	51.76%	56.37%	53.62%	53.17%	51.02%	65.38%	45.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	33	5	1	4	0	4	0	4	1	0	2	3	1	2	1	1	1	0	1	0	1	0	0	1					
		0.24%	0.55%	0.12%	0.37%	0.00%	0.64%	0.00%	0.40%	0.12%	0.00%	0.38%	0.26%	0.15%	0.33%	0.17%	0.16%	0.48%	0.00%	0.15%	0.00%	0.17%	0.00%	0.00%	0.14%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
