Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Сабинская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537					
1	"Число избирателей, внесенных в списки"	22736	587	566	233	485	637	250	458	504	561	336	182	250	436	420	255	380	232	785	344	394	132	362	256	160	906	818	959	1113	795	485	750	746	595	367	274	639	1009	1076	1227	1187	585					
2	"Число бюллетеней, полученных участковыми комиссиями"	22543	593	576	235	486	646	260	468	518	561	336	185	253	438	422	259	380	234	796	354	401	132	362	261	162	860	830	950	1060	780	470	753	752	595	374	280	647	950	1010	1150	1177	587					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19208	380	455	193	435	537	175	342	406	489	293	172	238	419	378	191	289	170	705	276	274	111	213	215	139	733	627	879	975	749	433	738	546	541	312	154	528	881	891	1099	1059	568					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2576	205	107	38	46	90	75	115	93	65	43	10	12	8	36	64	88	60	77	68	117	21	149	41	21	60	126	20	53	20	18	10	198	41	55	113	96	34	32	6	29	16					
6	Число погашенных бюллетеней	759	8	14	4	5	19	10	11	19	7	0	3	3	11	8	4	3	4	14	10	10	0	0	5	2	67	77	51	32	11	19	5	8	13	7	13	23	35	87	45	89	3					
7	Число бюллетеней в переносных ящиках для голосования	2576	205	107	38	46	90	75	115	93	65	43	10	12	8	36	64	88	60	77	68	117	21	149	41	21	60	126	20	53	20	18	10	198	41	55	113	96	34	32	6	29	16					
8	Число бюллетеней в стационарных ящиках для голосования	19208	380	455	193	435	537	175	342	406	489	293	172	238	419	378	191	289	170	705	276	274	111	213	215	139	733	627	879	975	749	433	738	546	541	312	154	528	881	891	1099	1059	568					
9	Число недействительных бюллетеней	270	0	19	0	8	5	19	51	0	3	8	0	0	0	9	0	18	0	1	2	1	0	14	1	2	4	1	10	8	12	5	0	3	5	0	3	2	14	14	22	6	0					
10	Число действительных бюллетеней	21514	585	543	231	473	622	231	406	499	551	328	182	250	427	405	255	359	230	781	342	390	132	348	255	158	789	752	889	1020	757	446	748	741	577	367	264	622	901	909	1083	1082	584					
