Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Петродворцовая N 8																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399					
1	"Число избирателей, внесенных в списки избирателей"	61166	1162	2876	1060	2056	1644	279	1639	2166	1553	1920	2083	2108	1988	1929	1834	2832	2080	2100	809	2734	2761	2533	2400	1904	2043	2779	2509	2610	970	3180	625					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53750	1000	2500	800	1900	1500	300	1500	2000	1300	1800	2000	2000	1900	1500	1800	2500	2000	1900	700	2500	2500	2000	2000	1500	1500	2500	2000	2000	700	3000	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35151	622	1596	561	1179	957	211	853	1252	864	1065	1203	1250	1234	971	1043	1876	1278	1183	611	1491	1538	1310	1255	1036	1041	2150	1319	1815	420	1386	581					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1160	23	151	27	31	103	68	6	27	31	20	25	32	23	126	28	21	25	25	89	20	25	37	47	36	22	2	17	13	40	0	20					
6	Число погашенных избирательных бюллетеней	17439	355	753	212	690	440	21	641	721	405	715	772	718	643	403	729	603	697	692	0	989	937	653	698	428	437	348	664	172	240	1614	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1160	23	151	27	31	103	68	6	27	31	20	25	32	23	126	28	21	25	25	89	20	25	37	47	36	22	2	17	13	40	0	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35017	621	1592	560	1179	948	211	847	1251	864	1065	1200	1247	1234	968	1038	1872	1248	1168	611	1490	1528	1307	1250	1013	1039	2149	1316	1815	420	1385	581					
9	Число недействительных избирательных бюллетеней	559	14	13	0	19	10	3	14	13	9	17	13	15	13	4	9	55	19	6	126	18	9	15	15	7	12	18	16	26	3	41	7					
10	Число действительных избирательных бюллетеней	35618	630	1730	587	1191	1041	276	839	1265	886	1068	1212	1264	1244	1090	1057	1838	1254	1187	574	1492	1544	1329	1282	1042	1049	2133	1317	1802	457	1344	594					
