Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Омутнинская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874					
1	"Число избирателей, внесенных в список"	35425	1371	1813	1741	1520	1454	1426	1508	1569	1399	1766	1610	1447	810	1120	1133	809	446	1309	102	1169	1134	186	1644	1602	1719	906	528	148	283	190	94	217	94	105	180	346	155	372					
2	Число полученных избирательных бюллетеней	36592	1412	1741	1789	1559	1494	1517	1534	1624	1524	1806	1660	1518	809	1199	1157	847	421	1327	101	1177	1188	189	1788	1674	1886	931	530	153	285	184	96	215	96	114	180	342	155	370					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18106	555	612	859	717	863	903	799	770	721	700	736	682	405	628	607	431	356	758	73	571	480	102	972	894	888	437	309	86	143	116	63	121	50	59	116	253	91	180					
5	"Число избирательных бюллетеней, выданных вне помещения"	1676	40	136	34	58	47	41	20	25	96	47	67	45	40	47	10	33	4	72	0	120	123	28	44	50	21	120	23	33	40	35	22	14	15	20	5	19	19	63					
6	Число погашенных избирательных бюллетеней	16810	817	993	896	784	584	573	715	829	707	1059	857	791	364	524	540	383	61	497	28	486	585	59	772	730	977	374	198	34	102	33	11	80	31	35	59	70	45	127					
7	Число избирательных бюллетеней в переносных ящиках	1676	40	136	34	58	47	41	20	25	96	47	67	45	40	47	10	33	4	72	0	120	123	28	44	50	21	120	23	33	40	35	22	14	15	20	5	19	19	63					
8	Число бюллетеней в стационарных ящиках для голосования	18104	555	612	859	717	863	902	799	770	721	700	736	682	405	628	607	431	356	758	73	571	480	102	971	894	888	437	309	86	143	116	63	121	50	59	116	253	91	180					
9	Число недействительных избирательных бюллетеней	147	3	12	2	5	6	6	5	5	5	11	5	8	3	7	7	6	0	2	0	8	4	0	8	4	9	1	6	1	0	1	0	0	0	0	0	5	0	2					
10	Число действительных избирательных бюллетеней	19633	592	736	891	770	904	937	814	790	812	736	798	719	442	668	610	458	360	828	73	683	599	130	1007	940	900	556	326	118	183	150	85	135	65	79	121	267	110	241					
11	Число полученных открепительных  удостоверений	311	8	11	7	13	13	15	14	13	45	14	12	15	6	14	10	6	3	10	1	9	6	1	14	14	14	7	3	1	2	1	1	2	1	1	1	1	1	1					
12	Число выданных открепительных удостоверений	136	0	0	3	8	3	0	8	10	36	3	8	1	0	4	1	4	1	2	0	3	3	0	13	6	4	7	2	0	1	0	0	2	0	1	0	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	104	1	2	1	5	8	6	5	1	12	3	16	0	1	6	0	2	8	1	0	4	2	0	2	1	8	1	2	0	0	2	0	1	0	0	0	0	3	0					
14	Число неиспользованных открепительных удостоверений	175	8	11	4	5	10	15	6	3	9	11	4	14	6	10	9	2	2	8	1	6	3	1	1	8	10	0	1	1	1	1	1	0	1	0	1	0	0	1					
15	"Число открепительных удостоверений, выданных в ТИК"	39	5	2	5	2	1	1	0	1	0	1	1	1	1	1	1	0	0	2	0	3	5	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	. Глазьев Сергей Юрьевич	777	21	30	36	40	67	65	57	38	31	30	25	26	15	30	26	12	9	18	0	26	15	0	46	40	35	15	8	1	2	2	0	1	1	0	0	4	1	4					
		3.93%	3.53%	4.01%	4.03%	5.16%	7.36%	6.89%	6.96%	4.78%	3.79%	4.02%	3.11%	3.58%	3.37%	4.44%	4.21%	2.59%	2.50%	2.17%	0.00%	3.76%	2.49%	0.00%	4.53%	4.24%	3.85%	2.69%	2.41%	0.84%	1.09%	1.32%	0.00%	0.74%	1.54%	0.00%	0.00%	1.47%	0.91%	1.65%					
19	. Малышкин Олег Александрович	442	23	19	21	16	7	16	14	17	14	11	23	17	6	11	9	6	3	13	1	16	12	6	42	28	30	8	10	2	0	1	5	3	3	8	1	8	5	7					
		2.23%	3.87%	2.54%	2.35%	2.06%	0.77%	1.70%	1.71%	2.14%	1.71%	1.47%	2.86%	2.34%	1.35%	1.63%	1.46%	1.29%	0.83%	1.57%	1.37%	2.32%	1.99%	4.62%	4.14%	2.97%	3.30%	1.44%	3.01%	1.68%	0.00%	0.66%	5.88%	2.22%	4.62%	10.13%	0.83%	2.94%	4.55%	2.88%					
20	. Миронов Сергей Михайлович	182	5	10	6	9	4	11	6	5	9	11	14	2	2	5	9	1	1	6	0	7	9	0	14	13	5	2	2	0	1	3	0	0	3	1	0	4	0	2					
		0.92%	0.84%	1.34%	0.67%	1.16%	0.44%	1.17%	0.73%	0.63%	1.10%	1.47%	1.74%	0.28%	0.45%	0.74%	1.46%	0.22%	0.28%	0.72%	0.00%	1.01%	1.49%	0.00%	1.38%	1.38%	0.55%	0.36%	0.60%	0.00%	0.55%	1.99%	0.00%	0.00%	4.62%	1.27%	0.00%	1.47%	0.00%	0.82%					
21	. Путин Владимир Владимирович	13469	441	535	604	509	579	500	488	547	579	491	538	502	291	484	382	345	302	627	55	470	449	97	637	654	589	369	228	66	142	126	69	111	42	54	97	223	94	153					
		68.09%	74.12%	71.52%	67.64%	65.68%	63.63%	53.02%	59.58%	68.81%	70.87%	65.73%	67.00%	69.05%	65.39%	71.70%	61.91%	74.35%	83.89%	75.54%	75.34%	68.02%	74.46%	74.62%	62.76%	69.28%	64.80%	66.25%	68.67%	55.46%	77.60%	83.44%	81.18%	82.22%	64.62%	68.35%	80.17%	81.99%	85.45%	62.96%					
22	. Хакамада Ирина Муцуовна	598	12	10	38	34	34	24	28	27	26	18	28	17	11	9	10	4	6	26	0	9	13	6	55	45	52	15	14	3	2	0	1	1	0	5	3	5	1	6					
		3.02%	2.02%	1.34%	4.26%	4.39%	3.74%	2.55%	3.42%	3.40%	3.18%	2.41%	3.49%	2.34%	2.47%	1.33%	1.62%	0.86%	1.67%	3.13%	0.00%	1.30%	2.16%	4.62%	5.42%	4.77%	5.72%	2.69%	4.22%	2.52%	1.09%	0.00%	1.18%	0.74%	0.00%	6.33%	2.48%	1.84%	0.91%	2.47%					
23	. Харитонов Николай Михайлович	3666	83	124	173	140	187	298	197	124	133	155	139	143	111	117	161	87	34	121	17	150	94	19	165	128	144	132	56	44	30	13	10	19	15	9	15	20	7	52					
		18.53%	13.95%	16.58%	19.37%	18.06%	20.55%	31.60%	24.05%	15.60%	16.28%	20.75%	17.31%	19.67%	24.94%	17.33%	26.09%	18.75%	9.44%	14.58%	23.29%	21.71%	15.59%	14.62%	16.26%	13.56%	15.84%	23.70%	16.87%	36.97%	16.39%	8.61%	11.76%	14.07%	23.08%	11.39%	12.40%	7.35%	6.36%	21.40%					
																																													
24	Против всех	499	7	8	13	22	26	23	24	32	20	20	31	12	6	12	13	3	5	17	0	5	7	2	48	32	45	15	8	2	6	5	0	0	1	2	5	3	2	17					
		2.52%	1.18%	1.07%	1.46%	2.84%	2.86%	2.44%	2.93%	4.03%	2.45%	2.68%	3.86%	1.65%	1.35%	1.78%	2.11%	0.65%	1.39%	2.05%	0.00%	0.72%	1.16%	1.54%	4.73%	3.39%	4.95%	2.69%	2.41%	1.68%	3.28%	3.31%	0.00%	0.00%	1.54%	2.53%	4.13%	1.10%	1.82%	7.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
