Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Пировская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817					
1	"Число избирателей, внесенных в списки"	6273	122	243	292	142	675	253	347	151	56	252	2443	178	133	81	454	140	72	239					
2	"Число бюллетеней, полученных участковыми комиссиями"	6427	118	247	309	145	717	273	350	150	59	284	2443	180	137	83	471	149	77	235					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3308	96	171	214	86	335	137	163	120	40	147	977	104	101	39	285	105	62	126					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	406	7	5	14	37	10	2	27	2	4	75	130	1	11	18	30	22	0	11					
6	Число погашенных бюллетеней	2713	15	71	81	22	372	134	160	28	15	62	1336	75	25	26	156	22	15	98					
7	Число бюллетеней в переносных ящиках для голосования	406	7	5	14	37	10	2	27	2	4	75	130	1	11	18	30	22	0	11					
8	Число бюллетеней в стационарных ящиках для голосования	3308	96	171	214	86	335	137	163	120	40	147	977	104	101	39	285	105	62	126					
9	Число недействительных бюллетеней	70	1	2	3	0	6	4	3	0	0	4	17	0	9	0	7	3	5	6					
10	Число действительных бюллетеней	3644	102	174	225	123	339	135	187	122	44	218	1090	105	103	57	308	124	57	131					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	97	5	2	3	3	5	5	3	2	2	3	31	5	5	5	5	5	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	4	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	93	5	1	3	3	5	5	3	2	2	3	29	5	5	5	5	5	3	4					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	74	2	3	16	6	8	3	3	0	1	1	9	2	7	0	4	0	4	5					
		1.99%	1.94%	1.70%	7.01%	4.87%	2.31%	2.15%	1.57%	0.0%	2.27%	0.45%	0.81%	1.90%	6.24%	0.0%	1.26%	0.0%	6.45%	3.64%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	26	1	1	3	1	1	0	2	1	1	0	9	1	1	0	1	2	0	1					
		0.70%	0.97%	0.56%	1.31%	0.81%	0.28%	0.0%	1.05%	0.81%	2.27%	0.0%	0.81%	0.95%	0.89%	0.0%	0.31%	1.57%	0.0%	0.72%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	90	4	2	1	5	11	9	2	2	1	5	25	4	6	0	1	7	1	4					
		2.42%	3.88%	1.13%	0.43%	4.06%	3.18%	6.47%	1.05%	1.63%	2.27%	2.25%	2.25%	3.80%	5.35%	0.0%	0.31%	5.51%	1.61%	2.91%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	32	0	2	1	0	3	0	1	2	1	1	11	2	1	0	3	3	1	0					
		0.86%	0.0%	1.13%	0.43%	0.0%	0.86%	0.0%	0.52%	1.63%	2.27%	0.45%	0.99%	1.90%	0.89%	0.0%	0.95%	2.36%	1.61%	0.0%					
22	"5. ""За Русь Святую"""	22	0	1	0	0	1	1	0	0	0	0	18	0	0	0	0	0	0	1					
		0.59%	0.0%	0.56%	0.0%	0.0%	0.28%	0.71%	0.0%	0.0%	0.0%	0.0%	1.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	1	0	0	0	0	1	0	0	0	1	4	1	0	0	0	0	1	1					
		0.26%	0.97%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.45%	0.36%	0.95%	0.0%	0.0%	0.0%	0.0%	1.61%	0.72%					
24	"7. ""Новый курс - Автомобильная Россия"""	27	1	2	3	0	2	1	0	0	0	5	7	2	0	1	2	1	0	0					
		0.72%	0.97%	1.13%	1.31%	0.0%	0.57%	0.71%	0.0%	0.0%	0.0%	2.25%	0.63%	1.90%	0.0%	1.75%	0.63%	0.78%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	12	1	0	1	0	0	0	0	0	0	3	4	0	0	0	0	1	0	2					
		0.32%	0.97%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	0.36%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	1.45%					
26	"9. ""Российская экологическая партия ""Зеленые"""	5	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.18%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%					
27	"10. ""Аграрная партия России"""	253	4	9	15	10	10	3	12	34	0	25	68	26	8	0	15	8	5	1					
		6.81%	3.88%	5.11%	6.57%	8.13%	2.89%	2.15%	6.31%	27.86%	0.0%	11.26%	6.14%	24.76%	7.14%	0.0%	4.76%	6.29%	8.06%	0.72%					
28	"11. ""Истинные патриоты России"""	5	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	3.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	34	1	5	2	0	2	2	1	1	0	2	6	0	1	2	4	0	0	5					
		0.91%	0.97%	2.84%	0.87%	0.0%	0.57%	1.43%	0.52%	0.81%	0.0%	0.90%	0.54%	0.0%	0.89%	3.50%	1.26%	0.0%	0.0%	3.64%					
30	"13. ""Демократическая партия России"""	8	0	1	0	0	2	0	0	0	0	0	2	0	0	0	2	1	0	0					
		0.21%	0.0%	0.56%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.63%	0.78%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	0	3	0	0	1	1	1	0	1	0	3	1	1	0	2	0	0	0					
		0.37%	0.0%	1.70%	0.0%	0.0%	0.28%	0.71%	0.52%	0.0%	2.27%	0.0%	0.27%	0.95%	0.89%	0.0%	0.63%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.0%	0.56%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	423	9	16	10	5	46	16	25	9	1	34	183	3	7	2	32	9	6	10					
		11.38%	8.73%	9.09%	4.38%	4.06%	13.33%	11.51%	13.15%	7.37%	2.27%	15.31%	16.53%	2.85%	6.24%	3.50%	10.15%	7.08%	9.67%	7.29%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	1	0	0	0	3	1	1	0	0	0	2	1	0	0	5	2	0	2					
		0.48%	0.97%	0.0%	0.0%	0.0%	0.86%	0.71%	0.52%	0.0%	0.0%	0.0%	0.18%	0.95%	0.0%	0.0%	1.58%	1.57%	0.0%	1.45%					
35	"18. ""ЛДПР"""	346	18	31	11	7	30	18	20	6	3	21	93	8	2	7	38	11	6	16					
		9.31%	17.47%	17.61%	4.82%	5.69%	8.69%	12.94%	10.52%	4.91%	6.81%	9.45%	8.40%	7.61%	1.78%	12.28%	12.06%	8.66%	9.67%	11.67%					
