Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Трехгорная городская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918					
1	"Число избирателей, внесенных в списки"	27776	1651	1532	1794	1760	1743	1543	1968	1812	1912	1816	1988	2289	2324	1928	1716					
2	"Число бюллетеней, полученных участковыми комиссиями"	25010	1460	1405	1620	1590	1560	1390	1795	1650	1725	1660	1800	1970	2070	1740	1575					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17896	1035	1045	1049	1099	1177	1015	1278	1136	1161	1193	1273	1430	1445	1194	1366					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	830	73	33	64	42	24	41	30	19	24	37	17	333	24	31	38					
6	Число погашенных бюллетеней	6243	352	327	507	449	359	334	487	495	540	430	510	207	601	515	130					
7	Число бюллетеней в переносных ящиках для голосования	870	73	33	64	42	24	41	30	19	24	37	17	333	24	31	78					
8	Число бюллетеней в стационарных ящиках для голосования	17886	1035	1043	1049	1096	1176	1015	1276	1136	1161	1192	1273	1430	1444	1194	1366					
9	Число недействительных бюллетеней	195	17	7	6	18	11	23	15	11	9	11	7	17	17	18	8					
10	Число действительных бюллетеней	18561	1091	1069	1107	1120	1189	1033	1291	1144	1176	1218	1283	1746	1451	1207	1436					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	450	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	166	12	19	17	6	3	7	12	12	7	10	11	18	6	4	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	2	6	5	0	0	0	1	3	2	2	6	0	1	1	1					
14	Число погашенных открепительных удостоверений	284	18	11	13	24	27	23	18	18	23	20	19	12	24	26	8					
15	Число открепительных удостоверений выданных ТИК	5	1	0	0	1	0	1	0	0	0	2	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	225	14	13	15	7	12	15	9	10	14	18	12	31	25	16	14					
		1.19%	1.26%	1.20%	1.34%	0.61%	1.0%	1.42%	0.68%	0.86%	1.18%	1.46%	0.93%	1.75%	1.70%	1.30%	0.96%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	639	28	47	25	53	45	33	45	46	60	44	51	36	68	43	15					
		3.40%	2.52%	4.36%	2.24%	4.65%	3.75%	3.12%	3.44%	3.98%	5.06%	3.58%	3.95%	2.04%	4.63%	3.51%	1.03%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	982	62	66	69	57	74	69	118	38	51	72	51	98	63	73	21					
		5.23%	5.59%	6.13%	6.19%	5.00%	6.16%	6.53%	9.03%	3.29%	4.30%	5.85%	3.95%	5.55%	4.29%	5.95%	1.45%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	919	40	66	52	64	72	45	76	64	59	64	91	64	80	58	24					
		4.89%	3.61%	6.13%	4.67%	5.62%	6.0%	4.26%	5.81%	5.54%	4.97%	5.20%	7.05%	3.63%	5.44%	4.73%	1.66%					
22	"5. ""За Русь Святую"""	45	2	1	2	2	4	3	3	2	1	5	0	5	5	5	5					
		0.23%	0.18%	0.09%	0.17%	0.17%	0.33%	0.28%	0.22%	0.17%	0.08%	0.40%	0.0%	0.28%	0.34%	0.40%	0.34%					
23	"6. ""Объединенная Российская партия ""Русь"""	33	1	1	3	1	2	1	3	1	2	2	2	5	4	3	2					
		0.17%	0.09%	0.09%	0.26%	0.08%	0.16%	0.09%	0.22%	0.08%	0.16%	0.16%	0.15%	0.28%	0.27%	0.24%	0.13%					
24	"7. ""Новый курс - Автомобильная Россия"""	191	7	10	4	9	7	14	12	16	18	17	16	21	23	7	10					
		1.01%	0.63%	0.92%	0.35%	0.79%	0.58%	1.32%	0.91%	1.38%	1.51%	1.38%	1.24%	1.19%	1.56%	0.57%	0.69%					
25	"8. ""Народно-республиканская партия России"""	13	0	0	0	1	0	0	1	0	2	0	0	3	1	3	2					
