Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Асекеевская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №1805					
1	"Число избирателей, внесенных в список избирателей"	18121	113	197	2389	2111	402	289	247	529	495	212	1534	253	560	679	367	164	278	166	315	195	567	337	119	683	755	167	154	517	104	535	1633	458	440	157					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18487	113	198	2457	2169	412	293	259	535	509	217	1565	255	572	694	371	166	284	165	319	202	570	343	116	702	771	166	156	518	104	541	1674	463	444	164					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10573	63	137	1195	1295	188	172	209	302	413	191	798	141	343	368	231	116	193	97	148	130	420	234	106	390	323	84	97	372	61	339	783	219	311	104					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1621	4	16	156	200	31	45	22	35	38	6	118	45	65	49	27	20	32	28	92	13	66	51	5	30	80	15	21	25	6	52	112	50	49	17					
6	Число погашенных избирательных бюллетеней	6293	46	45	1106	674	193	76	28	198	58	20	649	69	164	277	113	30	59	40	79	59	84	58	5	282	368	67	38	121	37	150	779	194	84	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1621	4	16	156	200	31	45	22	35	38	6	118	45	65	49	27	20	32	28	92	13	66	51	5	30	80	15	21	25	6	52	112	50	49	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10572	63	137	1194	1295	188	172	209	302	413	191	798	141	343	368	231	116	193	97	148	130	420	234	106	390	323	84	97	372	61	339	783	219	311	104					
9	Число недействительных избирательных бюллетеней	187	4	0	11	9	0	1	0	3	96	3	0	2	1	0	1	0	3	3	0	2	4	2	1	3	6	1	2	6	0	1	8	8	6	0					
10	Число действительных избирательных бюллетеней	12006	63	153	1339	1486	219	216	231	334	355	194	916	184	407	417	257	136	222	122	240	141	482	283	110	417	397	98	116	391	67	390	887	261	354	121					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	121	0	1	27	21	2	1	1	2	2	2	9	2	2	2	2	2	2	3	3	0	2	2	2	3	4	0	0	1	2	3	10	3	2	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	100	0	0	22	20	2	1	1	1	0	0	9	2	2	2	2	2	1	3	2	0	1	1	0	3	3	0	0	1	1	2	10	3	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	1	1	6	5	4	4	1	4	1	1	1	0	2	2	1	1	0	2	3	2	1	2	2	1	2	1	2	1	3	9	2	2	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	21	0	1	5	1	0	0	0	1	2	2	0	0	0	0	0	0	1	0	1	0	1	1	2	0	1	0	0	0	1	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1277	6	5	187	200	17	25	13	31	41	14	115	21	35	11	15	6	26	23	29	14	46	23	6	21	39	15	13	44	5	31	108	30	53	9					
		10.47%	8.96%	3.27%	13.85%	13.38%	7.76%	11.52%	5.63%	9.20%	9.09%	7.11%	12.55%	11.29%	8.58%	2.64%	5.81%	4.41%	11.56%	18.40%	12.08%	9.79%	9.47%	8.07%	5.41%	5.00%	9.68%	15.15%	11.02%	11.08%	7.46%	7.93%	12.07%	11.15%	14.72%	7.44%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1304	10	29	59	168	35	28	20	68	53	14	97	17	43	43	56	4	42	10	31	16	19	15	6	33	15	7	4	19	3	70	137	53	52	28					
		10.69%	14.93%	18.95%	4.37%	11.24%	15.98%	12.90%	8.66%	20.18%	11.75%	7.11%	10.59%	9.14%	10.54%	10.31%	21.71%	2.94%	18.67%	8.00%	12.92%	11.19%	3.91%	5.26%	5.41%	7.86%	3.72%	7.07%	3.39%	4.79%	4.48%	17.90%	15.31%	19.70%	14.44%	23.14%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	87	0	3	20	9	0	3	0	2	0	1	8	3	4	0	1	0	1	0	1	0	2	2	1	2	5	0	0	1	0	1	10	3	2	2					
