Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Выгоничская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273					
1	"Число избирателей, внесенных в списки"	17795	3240	875	87	574	596	277	511	2005	2199	73	484	997	185	154	201	154	187	410	87	115	511	398	397	168	275	704	340	278	583	730					
2	"Число бюллетеней, полученных участковыми комиссиями"	17910	3165	855	85	580	605	275	910	1850	2185	70	475	980	180	150	185	140	170	410	85	115	515	400	400	170	275	740	335	275	590	740					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8794	1582	440	28	263	278	112	233	1056	1149	13	279	506	86	49	112	93	97	198	25	82	249	203	202	80	151	335	173	131	249	340					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	752	34	19	43	65	58	12	16	7	26	30	36	20	3	7	19	24	26	59	33	6	15	7	13	0	10	50	27	11	41	35					
6	Число погашенных бюллетеней	8364	1549	396	14	252	269	151	661	787	1010	27	160	454	91	94	54	23	47	153	27	27	251	190	185	90	114	355	135	133	300	365					
7	Число бюллетеней в переносных ящиках для голосования	752	34	19	43	65	58	12	16	7	26	30	36	20	3	7	19	24	26	59	33	6	15	7	13	0	10	50	27	11	41	35					
8	Число бюллетеней в стационарных ящиках для голосования	8793	1582	440	28	263	278	112	233	1056	1148	13	279	506	86	49	112	93	97	198	25	82	249	203	202	80	151	335	173	131	249	340					
9	Число недействительных бюллетеней	172	23	19	0	7	10	3	2	10	9	1	9	8	6	4	2	6	2	6	0	2	7	1	1	4	2	8	4	9	6	1					
10	Число действительных бюллетеней	9373	1593	440	71	321	326	121	247	1053	1165	42	306	518	83	52	129	111	121	251	58	86	257	209	214	76	159	377	196	133	284	374					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	980	30	20	5	10	10	10	15	320	320	5	15	20	10	5	15	10	5	15	5	5	15	15	15	10	10	20	10	10	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	163	18	6	0	1	0	0	1	26	96	0	1	6	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	101	16	3	0	2	1	2	5	10	1	2	3	3	4	2	5	5	0	2	1	1	3	1	5	3	3	3	4	3	4	4					
14	Число погашенных открепительных удостоверений	817	12	14	5	9	10	10	14	294	224	5	14	14	10	5	15	10	5	15	5	5	14	15	13	10	10	17	10	10	15	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	84	17	9	1	4	4	3	2	4	6	1	4	3	0	0	0	3	1	1	2	2	3	3	1	0	2	2	1	2	2	1					
		0.88%	1.05%	1.96%	1.40%	1.21%	1.19%	2.41%	0.80%	0.37%	0.51%	2.32%	1.26%	0.57%	0.0%	0.0%	0.0%	2.56%	0.81%	0.38%	3.44%	2.27%	1.13%	1.42%	0.46%	0.0%	1.24%	0.51%	0.5%	1.40%	0.68%	0.26%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	204	47	14	0	3	5	1	8	45	28	0	5	5	1	1	0	1	2	3	1	1	0	3	12	0	5	0	3	3	1	6					
		2.13%	2.90%	3.05%	0.0%	0.91%	1.48%	0.80%	3.21%	4.23%	2.38%	0.0%	1.58%	0.95%	1.12%	1.78%	0.0%	0.85%	1.62%	1.16%	1.72%	1.13%	0.0%	1.42%	5.58%	0.0%	3.10%	0.0%	1.5%	2.11%	0.34%	1.6%					
