Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Наримановская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317					
1	"Число избирателей, внесенных в список избирателей"	35131	530	325	1605	1270	587	1203	1566	1029	262	812	636	1041	168	605	323	324	207	1071	327	939	1226	1014	643	696	823	402	1256	2144	1729	2035	2213	2230	2158	1132	600					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35057	500	300	1500	1200	540	1100	1550	1060	250	800	590	1045	170	610	335	330	200	1110	340	940	1230	990	640	690	845	400	1265	2185	1760	2142	2270	2260	2190	1120	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15773	285	139	619	532	260	444	692	461	119	443	284	577	87	347	102	173	92	484	192	291	459	346	161	271	331	149	609	839	665	960	1059	1058	1023	620	600					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1386	35	28	46	36	40	23	48	49	21	53	9	40	8	35	73	30	18	94	17	28	28	30	10	12	21	25	31	162	56	32	33	44	58	113	0					
6	Число погашенных избирательных бюллетеней	17898	180	133	835	632	240	633	810	550	110	304	297	428	75	228	160	127	90	532	131	621	743	614	469	407	493	226	625	1184	1039	1150	1178	1158	1109	387	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1383	35	28	46	36	40	23	48	49	21	53	9	40	8	35	73	30	18	94	17	28	28	30	10	12	21	25	31	159	56	32	33	44	58	113	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15742	285	139	619	532	260	444	692	461	119	443	284	577	87	347	102	173	92	484	192	291	459	346	161	271	331	149	578	839	665	960	1059	1058	1023	620	600					
9	Число недействительных избирательных бюллетеней	332	1	1	17	5	12	8	17	17	4	11	4	11	3	7	2	3	4	11	5	4	8	12	8	6	17	3	6	14	15	17	18	25	17	17	2					
10	Число действительных избирательных бюллетеней	16793	319	166	648	563	288	459	723	493	136	485	289	606	92	375	173	200	106	567	204	315	479	364	163	277	335	171	603	984	706	975	1074	1077	1064	716	598					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	739	10	15	26	25	20	15	30	30	10	10	15	15	7	10	10	5	5	40	15	20	20	15	10	13	25	10	35	30	30	39	48	45	56	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	723	10	15	26	25	13	14	30	28	10	10	15	15	7	10	10	5	2	40	15	20	20	15	9	13	25	10	35	30	30	38	48	45	55	30	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	338	13	3	4	10	6	6	3	3	5	16	35	2	2	8	1	5	5	2	3	3	13	36	3	4	4	1	19	4	6	5	6	8	22	2	70					
14	Число погашенных неиспользованных открепительных удостоверений	16	0	0	0	0	7	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	0	0	0	0	2	0	1	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2769	48	20	115	112	22	111	57	50	28	85	66	82	26	28	42	40	22	132	63	92	107	65	31	72	67	30	135	90	81	178	206	154	167	117	28					
		16.17%	15.00%	11.98%	17.29%	19.72%	7.33%	23.77%	7.70%	9.80%	20.00%	17.14%	22.53%	13.29%	27.37%	7.33%	24.00%	19.70%	20.00%	22.84%	30.14%	28.84%	21.97%	17.29%	18.13%	25.44%	19.03%	17.24%	22.17%	9.02%	11.23%	17.94%	18.86%	13.97%	15.45%	15.96%	4.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1470	11	7	29	49	12	75	21	22	16	54	36	56	4	27	8	4	5	23	13	10	63	48	18	30	25	4	87	44	19	130	165	134	148	59	14					
		8.58%	3.44%	4.19%	4.36%	8.63%	4.00%	16.06%	2.84%	4.31%	11.43%	10.89%	12.29%	9.08%	4.21%	7.07%	4.57%	1.97%	4.55%	3.98%	6.22%	3.13%	12.94%	12.77%	10.53%	10.60%	7.10%	2.30%	14.29%	4.41%	2.64%	13.10%	15.11%	12.16%	13.69%	8.05%	2.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	165	3	1	13	3	4	4	2	5	2	4	1	4	0	3	2	3	0	8	2	3	12	7	4	3	3	0	7	3	4	10	11	7	17	7	3					
		0.96%	0.94%	0.60%	1.95%	0.53%	1.33%	0.86%	0.27%	0.98%	1.43%	0.81%	0.34%	0.65%	0.00%	0.79%	1.14%	1.48%	0.00%	1.38%	0.96%	0.94%	2.46%	1.86%	2.34%	1.06%	0.85%	0.00%	1.15%	0.30%	0.55%	1.01%	1.01%	0.64%	1.57%	0.95%	0.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3350	38	33	147	129	62	96	173	110	27	89	55	105	11	60	20	32	25	147	49	67	107	79	32	79	89	46	88	190	159	215	217	184	203	126	61					
		19.56%	11.88%	19.76%	22.11%	22.71%	20.67%	20.56%	23.38%	21.57%	19.29%	17.94%	18.77%	17.02%	11.58%	15.71%	11.43%	15.76%	22.73%	25.43%	23.44%	21.00%	21.97%	21.01%	18.71%	27.92%	25.28%	26.44%	14.45%	19.04%	22.05%	21.67%	19.87%	16.70%	18.78%	17.19%	10.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	212	3	0	6	24	7	9	3	10	2	4	5	4	0	3	2	1	1	9	1	12	6	5	3	3	4	1	10	11	5	9	13	15	11	5	5					
		1.24%	0.94%	0.00%	0.90%	4.23%	2.33%	1.93%	0.41%	1.96%	1.43%	0.81%	1.71%	0.65%	0.00%	0.79%	1.14%	0.49%	0.91%	1.56%	0.48%	3.76%	1.23%	1.33%	1.75%	1.06%	1.14%	0.57%	1.64%	1.10%	0.69%	0.91%	1.19%	1.36%	1.02%	0.68%	0.83%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8739	216	103	332	245	177	162	464	295	59	247	125	353	51	254	93	119	53	248	76	127	181	158	72	88	146	88	271	641	437	429	459	576	516	396	482					
		51.03%	67.50%	61.68%	49.92%	43.13%	59.00%	34.69%	62.70%	57.84%	42.14%	49.80%	42.66%	57.21%	53.68%	66.49%	53.14%	58.62%	48.18%	42.91%	36.36%	39.81%	37.17%	42.02%	42.11%	31.10%	41.48%	50.57%	44.50%	64.23%	60.61%	43.25%	42.03%	52.27%	47.73%	54.02%	80.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	88	0	2	6	1	4	2	3	1	2	2	1	2	0	0	6	1	0	0	0	4	3	2	3	2	1	2	5	5	1	4	3	7	2	6	5					
		0.51%	0.00%	1.20%	0.90%	0.18%	1.33%	0.43%	0.41%	0.20%	1.43%	0.40%	0.34%	0.32%	0.00%	0.00%	3.43%	0.49%	0.00%	0.00%	0.00%	1.25%	0.62%	0.53%	1.75%	0.71%	0.28%	1.15%	0.82%	0.50%	0.14%	0.40%	0.27%	0.64%	0.19%	0.82%	0.83%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
