Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
"Наименование Избирательной комиссии:    Прокопьевск, Зенковская"																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900					
1	"Число избирателей, внесенных в списки избирателей"	50805	90	580	2555	2791	2104	2403	55	2641	2086	1215	1795	2767	2715	993	2592	2427	1764	2209	577	1457	158	1670	1574	1429	1899	1080	787	559	2091	42	1112	1197	1391					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49170	100	550	2500	2600	2100	2400	60	2500	2000	1200	1700	2800	2600	1000	2600	2300	1700	2200	500	1400	200	1650	1550	1400	1600	1200	700	500	2000	60	1000	1200	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	42392	90	328	1922	2095	1946	2075	55	2008	1782	882	1583	2620	2391	931	2117	2120	1635	1667	443	1243	158	1483	1387	1325	1389	976	604	421	1729	42	864	1074	1007					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3111	0	203	104	137	67	169	0	210	56	92	71	78	132	62	99	130	36	325	52	80	0	71	51	70	138	104	56	37	176	0	58	75	172					
6	Число погашенных избирательных бюллетеней	3665	10	19	474	368	87	156	5	282	162	226	46	102	77	5	384	50	29	208	5	77	42	96	112	5	73	120	40	42	95	18	78	51	121					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3111	0	203	104	137	67	169	0	210	56	92	71	78	132	62	99	130	36	325	52	80	0	71	51	70	138	104	56	37	176	0	58	75	172					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42297	90	328	1922	2095	1946	2075	55	2008	1782	881	1583	2534	2391	931	2112	2120	1635	1667	443	1243	158	1483	1387	1325	1386	976	604	421	1729	42	864	1074	1007					
9	Число недействительных избирательных бюллетеней	226	0	0	0	10	13	13	0	19	0	3	8	14	23	1	16	0	0	12	9	5	1	8	2	0	12	14	4	1	27	0	11	0	0					
10	Число действительных избирательных бюллетеней	45182	90	531	2026	2222	2000	2231	55	2199	1838	970	1646	2598	2500	992	2195	2250	1671	1980	486	1318	157	1546	1436	1395	1512	1066	656	457	1878	42	911	1149	1179					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	976	0	20	45	40	50	50	0	45	45	30	35	45	45	15	60	50	35	50	20	20	0	34	39	30	25	20	20	10	40	0	18	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	944	0	12	45	40	50	50	0	45	45	30	35	44	45	15	60	50	35	49	20	20	0	32	38	21	22	20	19	8	36	0	18	20	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1102	58	8	20	14	14	31	14	18	13	10	24	15	12	70	30	36	20	108	12	15	71	6	11	8	339	17	10	6	17	7	15	48	5					
14	Число погашенных неиспользованных открепительных удостоверений	32	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	9	3	0	1	2	4	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	1	0	2	0	0	2	2	3	1	2	2	1	1	3	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	295	0	0	19	10	11	10	0	19	0	4	11	18	14	5	28	13	4	17	5	5	0	9	9	5	13	6	4	8	13	0	4	8	23					
		0.65%	0.00%	0.00%	0.94%	0.45%	0.55%	0.45%	0.00%	0.86%	0.00%	0.41%	0.67%	0.69%	0.55%	0.50%	1.27%	0.58%	0.24%	0.85%	1.01%	0.38%	0.00%	0.58%	0.63%	0.36%	0.85%	0.56%	0.61%	1.75%	0.68%	0.00%	0.43%	0.70%	1.95%					
19	2.Всероссийская политическая партия «Гражданская Сила»	146	0	0	12	5	3	4	0	3	0	4	4	4	13	0	12	10	11	9	0	8	0	9	4	3	4	0	4	1	7	0	7	3	2					
		0.32%	0.00%	0.00%	0.59%	0.22%	0.15%	0.18%	0.00%	0.14%	0.00%	0.41%	0.24%	0.15%	0.52%	0.00%	0.54%	0.44%	0.66%	0.45%	0.00%	0.60%	0.00%	0.58%	0.28%	0.22%	0.26%	0.00%	0.61%	0.22%	0.37%	0.00%	0.76%	0.26%	0.17%					
20	3.Политическая партия «Демократическая партия России»	33	0	0	0	12	2	1	0	2	0	0	0	0	4	0	1	0	5	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1					
		0.07%	0.00%	0.00%	0.00%	0.54%	0.10%	0.04%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.05%	0.00%	0.30%	0.05%	0.00%	0.00%	0.00%	0.13%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1793	0	30	72	93	92	92	0	92	65	38	84	10	116	16	118	90	58	101	45	15	0	70	57	21	81	65	24	19	81	0	53	37	58					
