Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
"Наименование Избирательной комиссии:    Ижевск, Устиновская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
1	"Число избирателей, внесенных в список избирателей"	106673	1788	2217	2635	2051	2043	2693	2098	1392	2815	2668	2655	2624	270	1631	2350	2264	2070	1697	2366	2434	2256	2461	2596	1719	2145	1214	2835	1839	2013	2624	197	202	1781	2259	2256	1027	1752	1997	2067	2363	2844	1588	2789	2488	2754	2226	2405	2414	1709	1341	249	1393	2109					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	96100	1700	1900	2400	1900	1900	2400	1900	1200	2600	2300	2400	2400	200	1500	2100	2100	1900	1500	2100	2200	2000	2300	2400	1500	1900	1000	2500	1700	1800	2400	300	300	1600	1800	2000	900	1600	1800	1900	2100	2600	1400	2600	2300	2500	2000	2200	2200	1500	1200	300	1200	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	58415	958	1226	1282	1155	985	1509	1061	630	1600	1508	1482	1333	152	859	1207	1268	1015	956	1302	1367	1273	1408	1477	943	1218	652	1532	1011	1065	1354	177	196	1004	1376	1385	614	969	1156	1171	1356	1647	911	1449	1345	1605	1240	1286	1217	865	765	246	616	1031					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	902	11	18	7	27	9	17	26	19	36	21	30	29	5	3	23	20	22	16	30	24	27	19	17	18	64	27	51	21	19	30	0	0	16	11	5	2	9	9	8	21	6	3	14	13	12	6	13	20	27	12	0	5	4					
6	Число погашенных избирательных бюллетеней	36781	731	656	1110	718	906	874	813	551	964	771	888	1038	43	638	870	812	863	528	768	809	700	873	906	539	618	321	917	668	716	1016	123	104	580	413	610	284	622	635	721	723	947	486	1137	942	883	754	901	963	607	423	54	579	665					
7	Число избирательных бюллетеней в переносных ящиках для голосования	902	11	18	7	27	9	17	26	19	36	21	30	29	5	3	23	20	22	16	30	24	27	19	17	18	64	27	51	21	19	30	0	0	16	11	5	2	9	9	8	21	6	3	14	13	12	6	13	20	27	12	0	5	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	58290	958	1226	1282	1155	985	1509	1061	630	1493	1507	1482	1333	152	859	1207	1268	1015	956	1302	1367	1273	1408	1477	943	1216	652	1529	1011	1065	1354	177	196	1004	1375	1385	614	969	1156	1171	1356	1647	901	1449	1345	1605	1240	1286	1217	866	765	246	615	1030					
9	Число недействительных избирательных бюллетеней	852	19	20	18	17	16	30	17	3	15	25	33	23	2	14	18	20	14	10	16	9	22	18	24	16	14	10	14	26	19	23	6	1	17	14	22	3	9	12	11	32	20	0	29	14	24	16	22	10	19	15	4	11	16					
10	Число действительных избирательных бюллетеней	58340	950	1224	1271	1165	978	1496	1070	646	1514	1503	1479	1339	155	848	1212	1268	1023	962	1316	1382	1278	1409	1470	945	1266	669	1566	1006	1065	1361	171	195	1003	1372	1368	613	969	1153	1168	1345	1633	904	1434	1344	1593	1230	1277	1227	874	762	242	609	1018					
