Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Озерская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11562	424	426	384	420	693	468	388	757	495	299	386	373	461	414	459	765	391	2054	1505									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10950	400	400	300	400	600	400	350	750	450	300	350	350	450	400	450	750	350	2000	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4499	137	148	179	108	240	229	167	251	253	187	145	142	163	166	144	274	139	808	619									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	391	11	9	23	12	56	23	25	44	10	10	21	10	19	12	21	21	13	26	25									
6	Число погашенных избирательных бюллетеней	6060	252	243	98	280	304	148	158	455	187	103	184	198	268	222	285	455	198	1166	856									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	391	11	9	23	12	56	23	25	44	10	10	21	10	19	12	21	21	13	26	25									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4499	137	148	179	108	240	229	167	251	253	187	145	142	163	166	144	274	139	808	619									
9	Число недействительных избирательных бюллетеней	146	6	8	3	6	15	6	9	2	13	1	2	1	3	5	11	11	6	20	18									
10	Число действительных избирательных бюллетеней	4744	142	149	199	114	281	246	183	293	250	196	164	151	179	173	154	284	146	814	626									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	115	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	15	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	39	2	1	1	1	2	1	0	3	6	0	2	0	0	3	1	0	1	8	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	28	2	0	0	3	1	0	1	3	5	0	0	0	0	3	0	2	2	5	1									
14	Число погашенных неиспользованных открепительных удостоверений	76	3	4	4	4	3	4	5	2	4	5	3	5	5	2	4	5	4	7	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	2	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	4	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	47	4	2	1	0	1	4	4	2	4	1	2	1	2	2	0	1	0	9	7									
		0.96%	2.70%	1.27%	0.50%	0.00%	0.34%	1.59%	2.08%	0.68%	1.52%	0.51%	1.20%	0.66%	1.10%	1.12%	0.00%	0.34%	0.00%	1.08%	1.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	132	5	6	3	2	4	10	1	6	4	4	4	1	3	1	7	7	4	23	37									
		2.70%	3.38%	3.82%	1.49%	1.67%	1.35%	3.97%	0.52%	2.03%	1.52%	2.03%	2.41%	0.66%	1.65%	0.56%	4.24%	2.37%	2.63%	2.76%	5.75%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	103	4	2	2	2	4	5	4	2	5	2	2	7	3	4	3	8	1	23	20									
		2.11%	2.70%	1.27%	0.99%	1.67%	1.35%	1.98%	2.08%	0.68%	1.90%	1.02%	1.20%	4.61%	1.65%	2.25%	1.82%	2.71%	0.66%	2.76%	3.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2706	86	86	149	70	184	143	110	195	154	124	91	107	128	112	100	169	87	358	253									
		55.34%	58.11%	54.78%	73.76%	58.33%	62.16%	56.75%	57.29%	66.10%	58.56%	62.94%	54.82%	70.39%	70.33%	62.92%	60.61%	57.29%	57.24%	42.93%	39.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	1	0	1	1	1	0	0	3	1	0	3	0	0	0	0	3	0	4	11									
		0.59%	0.68%	0.00%	0.50%	0.83%	0.34%	0.00%	0.00%	1.02%	0.38%	0.00%	1.81%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.48%	1.71%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	3									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.55%	0.56%	0.61%	0.34%	0.00%	0.00%	0.47%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	886	28	22	28	21	44	41	39	55	53	26	37	17	27	32	26	51	22	184	133									
		18.12%	18.92%	14.01%	13.86%	17.50%	14.86%	16.27%	20.31%	18.64%	20.15%	13.20%	22.29%	11.18%	14.84%	17.98%	15.76%	17.29%	14.47%	22.06%	20.65%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	1	3	0	1	0	1	1	1	0	14	0	0	0	0	0	0	1	5	3									
		0.63%	0.68%	1.91%	0.00%	0.83%	0.00%	0.40%	0.52%	0.34%	0.00%	7.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.60%	0.47%									
