Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Ленинская - 183																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17935	647	353	657	383	980	1192	1737	1169	386	2498	2436	599	96	302	633	456	809	1174	733	212	483									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16880	650	350	660	380	950	1100	1500	1000	380	2300	2200	600	85	300	620	420	750	1000	950	200	485									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7087	302	123	276	120	248	592	514	277	101	1117	846	266	19	219	200	81	280	597	697	51	161									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1719	25	32	18	26	53	15	641	19	143	23	118	58	32	5	138	88	69	123	36	33	24									
6	Число погашенных избирательных бюллетеней	8074	323	195	366	234	649	493	345	704	136	1160	1236	276	34	76	282	251	401	280	217	116	300									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1719	25	32	18	26	53	15	641	19	143	23	118	58	32	5	138	88	69	123	36	33	24									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7084	302	123	276	120	248	592	514	277	101	1117	843	266	19	219	200	81	280	597	697	51	161									
9	Число недействительных избирательных бюллетеней	66	0	0	0	0	4	5	6	1	0	14	8	7	0	2	0	3	3	9	1	0	3									
10	Число действительных избирательных бюллетеней	8737	327	155	294	146	297	602	1149	295	244	1126	953	317	51	222	338	166	346	711	732	84	182									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	295	15	15	15	15	15	15	15	30	10	20	20	10	10	10	10	10	10	20	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	163	9	1	5	1	11	11	5	13	7	20	14	6	0	4	4	1	6	20	10	5	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	108	5	0	2	0	7	3	9	12	9	3	13	2	2	2	1	4	3	9	9	3	10									
14	Число погашенных неиспользованных открепительных удостоверений	132	6	14	10	14	4	4	10	17	3	0	6	4	10	6	6	9	4	0	0	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	1	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	143	16	2	3	2	6	13	8	9	2	16	19	6	0	3	1	2	7	15	11	1	1									
		1.62%	4.89%	1.29%	1.02%	1.37%	1.99%	2.14%	0.69%	3.04%	0.82%	1.40%	1.98%	1.85%	0.00%	1.34%	0.30%	1.18%	2.01%	2.08%	1.50%	1.19%	0.54%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	214	8	1	15	1	6	9	15	7	6	33	43	9	1	3	12	4	5	20	7	0	9									
		2.43%	2.45%	0.65%	5.10%	0.68%	1.99%	1.48%	1.30%	2.36%	2.46%	2.89%	4.47%	2.78%	1.96%	1.34%	3.55%	2.37%	1.43%	2.78%	0.95%	0.00%	4.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	182	13	1	6	1	6	18	16	6	2	43	22	5	4	5	7	4	5	11	4	1	2									
		2.07%	3.98%	0.65%	2.04%	0.68%	1.99%	2.97%	1.39%	2.03%	0.82%	3.77%	2.29%	1.54%	7.84%	2.23%	2.07%	2.37%	1.43%	1.53%	0.55%	1.19%	1.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5472	174	92	176	94	171	367	828	151	198	593	500	195	37	97	212	93	205	521	614	57	97									
		62.16%	53.21%	59.35%	59.86%	64.38%	56.81%	60.46%	71.69%	51.01%	81.15%	52.02%	52.03%	60.19%	72.55%	43.30%	62.72%	55.03%	58.74%	72.36%	83.77%	67.86%	52.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	75	3	2	2	0	2	3	4	8	0	12	17	4	0	5	1	4	2	2	3	0	1									
		0.85%	0.92%	1.29%	0.68%	0.00%	0.66%	0.49%	0.35%	2.70%	0.00%	1.05%	1.77%	1.23%	0.00%	2.23%	0.30%	2.37%	0.57%	0.28%	0.41%	0.00%	0.54%									
