Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Кизилюртовская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655					
1	"Число избирателей, внесенных в список"	39173	2072	1073	1007	1522	557	216	1076	644	749	1602	1275	1255	1446	1469	1381	1144	1167	228	940	1834	917	1585	1319	971	1048	1122	1007	1444	792	1004	1043	1492	1462	1310					
2	Число полученных избирательных бюллетеней	38668	2072	1073	1007	1522	540	216	1070	644	741	1602	1275	1189	1253	1469	1381	1144	1167	204	940	1834	895	1585	1319	971	1002	1072	1007	1444	792	1004	1043	1481	1412	1298					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	37281	2051	1041	1007	1491	520	216	1012	635	709	1559	1236	1170	1245	1354	1187	1105	1131	194	892	1723	875	1580	1280	951	983	1044	957	1402	748	903	1011	1438	1371	1260					
5	"Число избирательных бюллетеней, выданных вне помещения"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	1387	21	32	0	31	20	0	58	9	32	43	39	19	8	115	194	39	36	10	48	111	20	5	39	20	19	28	50	42	44	101	32	43	41	38					
7	Число избирательных бюллетеней в переносных ящиках	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	37281	2051	1041	1007	1491	520	216	1012	635	709	1559	1236	1170	1245	1354	1187	1105	1131	194	892	1723	875	1580	1280	951	983	1044	957	1402	748	903	1011	1438	1371	1260					
9	Число недействительных избирательных бюллетеней	103	0	0	0	0	0	0	0	0	4	5	25	0	0	3	0	0	0	0	0	49	0	0	3	0	4	0	0	1	0	2	5	2	0	0					
10	Число действительных избирательных бюллетеней	37178	2051	1041	1007	1491	520	216	1012	635	705	1554	1211	1170	1245	1351	1187	1105	1131	194	892	1674	875	1580	1277	951	979	1044	957	1401	748	901	1006	1436	1371	1260					
11	Число полученных открепительных  удостоверений	340	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	15	0	0	0	0	2	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	325	10	10	10	10	8	10	10	10	8	9	9	10	10	10	9	10	10	10	10	10	10	10	7	10	10	10	10	10	10	10	9	9	8	9					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	75	16	0	0	0	0	0	0	3	3	0	0	8	1	2	2	2	0	1	0	0	0	0	0	0	14	3	0	4	2	0	0	9	0	5					
		0.20%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.42%	0.00%	0.00%	0.68%	0.08%	0.15%	0.17%	0.18%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.42%	0.29%	0.00%	0.29%	0.27%	0.00%	0.00%	0.63%	0.00%	0.40%					
19	. Малышкин Олег Александрович	16	0	0	0	0	0	0	0	1	1	0	0	5	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	2	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.14%	0.00%	0.00%	0.43%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	14	0	0	0	0	0	0	0	1	1	0	0	1	1	0	3	2	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.14%	0.00%	0.00%	0.09%	0.08%	0.00%	0.25%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.13%	0.11%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	34937	2011	1034	951	1447	488	214	967	576	577	1522	1196	1080	1220	1002	1125	1044	1079	163	855	1646	862	1525	1262	946	906	1024	878	1223	624	778	817	1358	1353	1184					
