Выборы Президента Российской Федерации																																																										
Дата голосования: 04.03.2012																																																										
																																																										
Наименование Избирательной комиссии:    Тетюшская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	47																																																								
																																																										
		Сумма	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660									
1	Число избирателей, включенных в список избирателей	18952	1061	1104	718	888	1236	1148	1102	197	647	1119	375	119	212	412	139	249	239	253	202	1019	361	548	184	140	260	113	206	352	414	286	188	104	103	150	245	229	329	323	149	224	191	361	383	186	93	263	128									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	19271	1075	1165	677	820	1240	1215	1114	198	633	1159	378	126	216	415	146	292	243	253	205	1026	380	574	190	137	277	114	215	360	423	285	185	105	101	168	260	233	344	324	152	231	202	364	384	185	93	261	128									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	14525	878	813	542	737	850	913	883	165	570	944	305	106	194	303	111	216	198	156	157	657	236	295	152	103	193	108	149	251	250	252	174	97	70	73	182	171	283	275	112	165	158	300	275	90	77	224	112									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2918	93	83	131	80	47	72	122	28	41	104	64	13	16	82	23	33	31	85	43	350	101	218	32	33	58	0	51	65	139	22	11	7	29	77	63	15	22	39	37	42	21	52	95	86	16	30	16									
6	Число погашенных избирательных бюллетеней	1828	104	269	4	3	343	230	109	5	22	111	9	7	6	30	12	43	14	12	5	19	43	61	6	1	26	6	15	44	34	11	0	1	2	18	15	47	39	10	3	24	23	12	14	9	0	7	0									
