Выборы Президента Российской Федерации																																																	
																																																	
Наименование Избирательной комиссии:    Эхирит-Булагатская																																																	
																																																	
Итоги голосования 																																																	
																																																	
		Сумма	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №200					
1	"Число избирателей, внесенных в список"	20774	1809	979	426	951	2021	1938	1870	503	188	313	184	662	674	312	327	336	397	522	397	171	195	459	211	91	568	301	398	104	114	170	739	137	371	131	235	335	199	231	159	321	157	168					
2	Число полученных избирательных бюллетеней	20226	1730	957	408	920	1927	1875	1756	503	189	299	185	663	663	306	328	334	377	504	397	170	194	460	197	91	598	297	387	101	114	166	727	125	365	129	232	330	195	232	158	299	148	190					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11697	925	421	206	475	1041	931	956	245	139	221	164	405	435	210	181	193	242	300	277	100	141	330	150	78	299	163	255	69	80	107	411	88	242	93	138	188	106	124	88	202	110	168					
5	"Число избирательных бюллетеней, выданных вне помещения"	619	15	20	2	12	15	25	72	18	10	24	0	14	0	30	20	26	29	21	15	18	6	17	0	3	31	12	15	5	7	1	15	4	25	10	21	24	6	15	3	13	0	0					
6	Число погашенных избирательных бюллетеней	7910	790	516	200	433	871	919	728	240	40	54	21	244	228	66	127	115	106	183	105	52	47	113	47	10	268	122	117	27	27	58	301	33	98	26	73	118	83	93	67	84	38	22					
7	Число избирательных бюллетеней в переносных ящиках	619	15	20	2	12	15	25	72	18	10	24	0	14	0	30	20	26	29	21	15	18	6	17	0	3	31	12	15	5	7	1	15	4	25	10	21	24	6	15	3	13	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	11694	925	421	205	475	1041	931	956	245	139	221	164	405	433	210	181	193	242	300	277	100	141	330	150	78	299	163	255	69	80	107	411	88	242	93	138	188	106	124	88	202	110	168					
9	Число недействительных избирательных бюллетеней	195	13	8	8	7	14	17	12	6	3	0	3	7	5	5	4	3	2	2	8	5	1	5	3	0	4	2	6	0	0	4	11	1	1	2	1	6	1	6	2	5	2	0					
10	Число действительных избирательных бюллетеней	12118	927	433	199	480	1042	939	1016	257	146	245	161	412	428	235	197	216	269	319	284	113	146	342	147	81	326	173	264	74	87	104	415	91	266	101	158	206	111	133	89	210	108	168					
11	Число полученных открепительных  удостоверений	470	39	22	10	21	44	43	40	12	5	7	4	16	15	7	7	8	9	12	10	4	5	10	5	3	13	7	9	2	3	4	17	3	8	3	5	8	5	5	4	10	3	3					
12	Число выданных открепительных удостоверений	58	7	4	1	3	6	3	4	2	0	0	0	9	0	3	1	0	5	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	86	5	2	2	4	4	3	9	0	0	0	0	1	5	3	0	1	5	0	0	0	0	2	2	1	3	0	0	0	0	0	0	1	2	0	2	1	0	1	0	3	0	24					
14	Число неиспользованных открепительных удостоверений	412	32	18	9	18	38	40	36	10	5	7	4	7	15	4	6	8	4	12	8	4	5	10	5	3	11	7	8	2	3	4	17	3	8	3	5	3	5	5	4	10	3	3					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																	
18	. Глазьев Сергей Юрьевич	382	40	23	8	24	42	35	48	6	3	4	0	3	5	3	9	12	7	3	3	2	1	13	3	0	6	2	8	7	2	1	17	1	7	1	5	5	0	5	2	9	6	1					
		3.10%	4.26%	5.22%	3.86%	4.93%	3.98%	3.66%	4.67%	2.28%	2.01%	1.63%	0.00%	0.72%	1.15%	1.25%	4.48%	5.48%	2.58%	0.93%	1.03%	1.69%	0.68%	3.75%	2.00%	0.00%	1.82%	1.14%	2.96%	9.46%	2.30%	0.93%	3.99%	1.09%	2.62%	0.97%	3.14%	2.36%	0.00%	3.60%	2.20%	4.19%	5.45%	0.60%					
19	. Малышкин Олег Александрович	263	11	4	2	4	25	13	18	5	4	4	4	3	12	0	2	6	16	13	5	1	3	7	0	1	10	17	3	4	3	1	17	2	7	13	1	8	0	2	5	4	0	3					
		2.14%	1.17%	0.91%	0.97%	0.82%	2.37%	1.36%	1.75%	1.90%	2.68%	1.63%	2.44%	0.72%	2.77%	0.00%	1.00%	2.74%	5.90%	4.05%	1.71%	0.85%	2.04%	2.02%	0.00%	1.23%	3.03%	9.71%	1.11%	5.41%	3.45%	0.93%	3.99%	2.17%	2.62%	12.62%	0.63%	3.77%	0.00%	1.44%	5.49%	1.86%	0.00%	1.79%					
20	. Миронов Сергей Михайлович	182	18	11	7	9	23	19	29	3	1	4	3	3	0	4	1	1	0	1	1	2	1	4	2	2	1	1	2	0	1	2	3	1	1	0	1	6	2	3	0	5	4	0					
		1.48%	1.91%	2.49%	3.38%	1.85%	2.18%	1.99%	2.82%	1.14%	0.67%	1.63%	1.83%	0.72%	0.00%	1.67%	0.50%	0.46%	0.00%	0.31%	0.34%	1.69%	0.68%	1.15%	1.33%	2.47%	0.30%	0.57%	0.74%	0.00%	1.15%	1.85%	0.70%	1.09%	0.37%	0.00%	0.63%	2.83%	1.79%	2.16%	0.00%	2.33%	3.64%	0.00%					
21	. Путин Владимир Владимирович	8460	587	242	141	312	678	624	604	193	121	199	75	325	362	165	152	161	191	226	221	88	127	267	120	69	195	83	193	35	70	57	312	77	205	78	113	157	90	95	71	145	83	151					
		68.71%	62.45%	54.88%	68.12%	64.07%	64.20%	65.27%	58.75%	73.38%	81.21%	81.22%	45.73%	77.57%	83.60%	68.75%	75.62%	73.52%	70.48%	70.40%	75.68%	74.58%	86.39%	76.95%	80.00%	85.19%	59.09%	47.43%	71.48%	47.30%	80.46%	52.78%	73.24%	83.70%	76.78%	75.73%	71.07%	74.06%	80.36%	68.35%	78.02%	67.44%	75.45%	89.88%					
22	. Хакамада Ирина Муцуовна	939	108	53	11	37	113	75	149	15	4	17	7	42	14	20	11	12	19	26	17	8	5	14	4	1	6	2	18	6	6	31	7	3	16	0	24	4	6	1	2	16	5	4					
		7.63%	11.49%	12.02%	5.31%	7.60%	10.70%	7.85%	14.49%	5.70%	2.68%	6.94%	4.27%	10.02%	3.23%	8.33%	5.47%	5.48%	7.01%	8.10%	5.82%	6.78%	3.40%	4.03%	2.67%	1.23%	1.82%	1.14%	6.67%	8.11%	6.90%	28.70%	1.64%	3.26%	5.99%	0.00%	15.09%	1.89%	5.36%	0.72%	2.20%	7.44%	4.55%	2.38%					
23	. Харитонов Николай Михайлович	1697	140	87	28	80	136	164	155	29	12	15	71	32	30	38	18	22	32	44	35	9	8	33	17	8	102	66	37	19	5	12	54	7	29	3	11	21	13	25	8	29	9	4					
		13.78%	14.89%	19.73%	13.53%	16.43%	12.88%	17.15%	15.08%	11.03%	8.05%	6.12%	43.29%	7.64%	6.93%	15.83%	8.96%	10.05%	11.81%	13.71%	11.99%	7.63%	5.44%	9.51%	11.33%	9.88%	30.91%	37.71%	13.70%	25.68%	5.75%	11.11%	12.68%	7.61%	10.86%	2.91%	6.92%	9.91%	11.61%	17.99%	8.79%	13.49%	8.18%	2.38%					
																																																	
24	Против всех	195	23	13	2	14	25	9	13	6	1	2	1	4	5	5	4	2	4	6	2	3	1	4	1	0	6	2	3	3	0	0	5	0	1	6	3	5	0	2	1	2	1	5					
		1.58%	2.45%	2.95%	0.97%	2.87%	2.37%	0.94%	1.26%	2.28%	0.67%	0.82%	0.61%	0.95%	1.15%	2.08%	1.99%	0.91%	1.48%	1.87%	0.68%	2.54%	0.68%	1.15%	0.67%	0.00%	1.82%	1.14%	1.11%	4.05%	0.00%	0.00%	1.17%	0.00%	0.37%	5.83%	1.89%	2.36%	0.00%	1.44%	1.10%	0.93%	0.91%	2.98%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
