Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Шалинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068					
1	"Число избирателей, внесенных в списки избирателей"	16884	2878	1969	391	1119	85	1478	1307	776	128	639	138	640	523	969	154	1131	634	1062	144	624	95					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16099	2623	1888	376	1104	78	1417	1211	750	127	618	133	627	513	933	139	1108	604	1000	141	624	85					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	263	0	0	37	0	0	15	11	13	0	98	0	89	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8613	1537	894	131	578	46	807	569	464	101	392	101	323	277	480	78	534	314	499	85	352	51					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1397	201	133	44	136	7	89	113	109	15	41	5	42	39	39	0	136	42	130	11	52	13					
6	Число погашенных избирательных бюллетеней	5826	885	861	164	390	25	506	518	164	11	87	27	173	197	414	61	438	248	371	45	220	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1660	201	133	81	136	7	104	124	122	15	139	5	131	39	39	0	136	42	130	11	52	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8612	1537	893	131	578	46	807	569	464	101	392	101	323	277	480	78	534	314	499	85	352	51					
9	Число недействительных избирательных бюллетеней	61	13	5	0	3	0	5	4	3	2	3	0	2	0	7	0	4	1	7	0	2	0					
10	Число действительных избирательных бюллетеней	10211	1725	1021	212	711	53	906	689	583	114	528	106	452	316	512	78	666	355	622	96	402	64					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	139	28	18	4	11	1	8	8	3	2	8	2	6	10	6	1	4	2	7	2	8	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	130	25	17	4	11	0	8	8	3	0	8	2	6	10	4	1	4	2	7	2	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	102	14	13	3	4	4	2	6	2	0	4	1	1	7	15	2	7	5	6	1	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	9	3	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	292	28	12	8	13	0	29	22	29	5	17	3	45	9	10	1	18	12	10	2	17	2					
		2.84%	1.61%	1.17%	3.77%	1.82%	0.00%	3.18%	3.17%	4.95%	4.31%	3.20%	2.83%	9.91%	2.85%	1.93%	1.28%	2.69%	3.37%	1.59%	2.08%	4.21%	3.13%					
19	2.Всероссийская политическая партия «Гражданская Сила»	188	62	21	7	14	0	13	4	4	0	5	0	1	2	11	1	13	5	13	0	11	1					
		1.83%	3.57%	2.05%	3.30%	1.96%	0.00%	1.43%	0.58%	0.68%	0.00%	0.94%	0.00%	0.22%	0.63%	2.12%	1.28%	1.94%	1.40%	2.07%	0.00%	2.72%	1.56%					
20	3.Политическая партия «Демократическая партия России»	5	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.05%	0.17%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	504	95	56	17	22	1	49	40	31	5	17	6	19	20	23	3	32	20	35	1	10	2					
		4.91%	5.47%	5.46%	8.02%	3.08%	1.89%	5.38%	5.77%	5.29%	4.31%	3.20%	5.66%	4.19%	6.33%	4.43%	3.85%	4.78%	5.62%	5.56%	1.04%	2.48%	3.13%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	25	8	2	1	2	0	4	0	0	0	0	0	0	1	4	0	2	0	1	0	0	0					
		0.24%	0.46%	0.19%	0.47%	0.28%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.77%	0.00%	0.30%	0.00%	0.16%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	14	2	1	0	2	0	3	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1					
		0.14%	0.12%	0.10%	0.00%	0.28%	0.00%	0.33%	0.14%	0.00%	0.00%	0.19%	0.94%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	1.56%					
24	7.Политическая партия «Либерально-демократическая партия России»	854	181	117	19	42	7	68	52	24	5	51	9	29	41	36	3	50	30	48	7	31	4					
