Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Большеуковская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580					
1	"Число избирателей, внесенных в список избирателей"	6993	712	72	72	104	421	1947	832	667	118	383	51	76	314	369	129	261	102	363					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7065	720	65	65	100	420	1970	840	680	120	380	45	70	310	390	130	280	120	360					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4168	382	53	47	78	248	1111	486	371	85	227	33	51	220	224	99	192	69	192					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	471	41	10	0	9	35	99	25	60	5	36	5	8	17	42	11	17	10	41					
6	Число погашенных избирательных бюллетеней	2426	297	2	18	13	137	760	329	249	30	117	7	11	73	124	20	71	41	127					
7	Число избирательных бюллетеней в переносных ящиках для голосования	471	41	10	0	9	35	99	25	60	5	36	5	8	17	42	11	17	10	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4168	382	53	47	78	248	1111	486	371	85	227	33	51	220	224	99	192	69	192					
9	Число недействительных избирательных бюллетеней	74	8	1	1	0	1	18	9	6	3	7	0	0	6	1	3	8	1	1					
10	Число действительных избирательных бюллетеней	4565	415	62	46	87	282	1192	502	425	87	256	38	59	231	265	107	201	78	232					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	265	15	5	5	5	15	60	20	10	10	15	5	5	15	15	5	35	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	175	13	0	0	0	6	51	13	6	2	3	0	1	12	15	0	29	15	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	73	1	3	3	1	2	19	12	2	3	2	2	5	3	5	1	5	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	90	2	5	5	5	9	9	7	4	8	12	5	4	3	0	5	6	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	521	37	5	7	13	16	159	73	38	10	21	1	11	41	29	13	16	7	24					
		11.23%	8.75%	7.94%	14.89%	14.94%	5.65%	13.14%	14.29%	8.82%	11.11%	7.98%	2.63%	18.64%	17.30%	10.90%	11.82%	7.66%	8.86%	10.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	517	45	12	6	8	29	130	55	34	18	17	4	10	45	28	13	28	9	26					
		11.14%	10.64%	19.05%	12.77%	9.20%	10.25%	10.74%	10.76%	7.89%	20.00%	6.46%	10.53%	16.95%	18.99%	10.53%	11.82%	13.40%	11.39%	11.16%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	4	2	1	0	3	7	5	1	1	1	1	1	0	3	1	2	3	0					
		0.78%	0.95%	3.17%	2.13%	0.00%	1.06%	0.58%	0.98%	0.23%	1.11%	0.38%	2.63%	1.69%	0.00%	1.13%	0.91%	0.96%	3.80%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1044	79	15	10	7	100	255	98	106	19	92	22	10	40	57	9	43	8	74					
		22.50%	18.68%	23.81%	21.28%	8.05%	35.34%	21.07%	19.18%	24.59%	21.11%	34.98%	57.89%	16.95%	16.88%	21.43%	8.18%	20.57%	10.13%	31.76%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	3	0	1	0	4	25	5	5	0	1	0	0	0	2	0	0	1	0					
		1.01%	0.71%	0.00%	2.13%	0.00%	1.41%	2.07%	0.98%	1.16%	0.00%	0.38%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	1.27%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2389	247	28	21	59	130	611	264	240	39	124	10	27	104	146	71	112	50	106					
		51.50%	58.39%	44.44%	44.68%	67.82%	45.94%	50.50%	51.66%	55.68%	43.33%	47.15%	26.32%	45.76%	43.88%	54.89%	64.55%	53.59%	63.29%	45.49%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	11	0	0	0	0	0	5	2	1	0	0	0	0	1	0	0	0	0	2					
		0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.39%	0.23%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.86%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
