Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Большеуковская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573					
1	"Число избирателей, внесенных в списки избирателей"	7048	690	81	61	110	455	1994	803	632	132	367	57	78	310	376	146	257	116	383					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6761	650	70	60	100	456	1900	750	600	130	370	55	70	300	370	140	270	120	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4744	448	56	43	84	311	1260	488	408	107	275	42	58	226	270	114	192	92	270					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	516	30	13	2	16	44	130	40	56	8	33	5	1	21	41	12	21	11	32					
6	Число погашенных избирательных бюллетеней	1501	172	1	15	0	101	510	222	136	15	62	8	11	53	59	14	57	17	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	516	30	13	2	16	44	130	40	56	8	33	5	1	21	41	12	21	11	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4744	448	56	43	84	311	1260	488	408	107	275	42	58	226	270	114	192	92	270					
9	Число недействительных избирательных бюллетеней	83	4	0	0	2	7	16	10	6	2	20	0	0	1	3	4	3	2	3					
10	Число действительных избирательных бюллетеней	5177	474	69	45	98	348	1374	518	458	113	288	47	59	246	308	122	210	101	299					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	50	5	5	5	20	70	50	50	10	25	5	5	10	20	5	30	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	164	9	2	2	0	6	36	15	23	8	0	0	0	2	20	0	26	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	90	4	4	3	3	4	20	7	4	5	3	3	3	4	5	5	5	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	231	41	3	3	5	14	34	35	27	2	25	5	5	8	0	5	4	5	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
