Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Киришская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564					
1	"Число избирателей, внесенных в список избирателей"	54982	2492	2450	2512	2589	2466	2572	2471	2501	2283	2557	2423	2182	2254	2242	2563	2596	2714	2436	863	837	1327	161	176	230	174	211	1130	953	174	206	2171	537	738	93	164	534					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46747	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	870	835	1300	160	180	223	168	200	1100	1000	168	193	2000	540	740	120	300	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27209	1484	1269	1317	1374	1251	1298	1331	1349	1228	1384	1287	1101	1039	1207	1244	1248	1388	1208	266	282	572	56	32	61	58	54	501	437	87	74	879	158	370	93	90	132					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	898	0	8	17	11	10	14	8	14	17	11	11	19	13	13	18	12	19	8	31	19	29	38	55	21	1	81	75	20	6	25	114	58	47	0	55	0					
6	Число погашенных избирательных бюллетеней	18640	516	723	666	615	739	688	661	637	755	605	702	880	948	780	738	740	593	784	573	534	699	66	93	141	109	65	524	543	75	94	1007	324	323	27	155	518					
7	Число избирательных бюллетеней в переносных ящиках для голосования	898	0	8	17	11	10	14	8	14	17	11	11	19	13	13	18	12	19	8	31	19	29	38	55	21	1	81	75	20	6	25	114	58	47	0	55	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27200	1484	1268	1317	1374	1251	1298	1331	1349	1228	1382	1286	1099	1039	1207	1244	1247	1387	1208	265	282	572	56	32	61	58	54	501	437	87	74	879	158	370	93	90	132					
9	Число недействительных избирательных бюллетеней	698	26	41	27	43	30	21	32	13	16	32	27	36	45	21	32	37	41	22	10	7	23	4	1	2	3	13	8	16	4	5	42	6	7	1	3	1					
10	Число действительных избирательных бюллетеней	27400	1458	1235	1307	1342	1231	1291	1307	1350	1229	1361	1270	1082	1007	1199	1230	1222	1365	1194	286	294	578	90	86	80	56	122	568	441	89	94	951	210	410	92	142	131					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	910	30	30	30	40	30	30	40	40	30	40	20	20	30	30	20	40	40	30	20	20	40	20	20	20	20	20	30	30	20	20	20	20	20	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	626	24	28	29	32	19	29	28	28	28	36	16	18	22	25	15	29	26	26	13	9	36	8	11	5	4	0	29	27	4	0	11	2	9	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	324	10	7	15	4	4	4	5	12	11	3	9	11	4	6	8	9	7	7	10	13	5	5	7	10	4	8	14	2	7	15	10	2	11	15	7	43					
14	Число погашенных неиспользованных открепительных удостоверений	284	6	2	1	8	11	1	12	12	2	4	4	2	8	5	5	11	14	4	7	11	4	12	9	15	16	20	1	3	16	20	9	18	11	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0					
