Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Киришская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567					
1	"Число избирателей, внесенных в списки избирателей"	56105	2726	2893	2615	2577	2492	2286	2615	2114	2332	2709	2651	2023	2572	2337	2592	2595	2677	2831	851	857	1367	147	176	219	175	267	1317	903	145	187	2132	558	780	106	281					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	46520	2000	2100	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	850	850	1350	150	182	220	170	315	1300	940	145	188	2000	550	790	120	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	30490	1736	1683	1512	1441	1372	1235	1586	1213	1311	1581	1487	1134	1317	1303	1384	1351	1569	1511	308	357	674	58	36	74	92	93	549	488	79	84	1032	181	420	96	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1097	6	14	23	11	4	7	15	10	13	12	19	24	30	10	14	21	20	14	46	34	37	47	67	44	7	112	48	33	13	42	133	75	49	0	43					
6	Число погашенных избирательных бюллетеней	14933	258	403	465	548	624	758	399	777	676	407	494	842	653	687	602	628	411	475	496	459	639	45	79	102	71	110	703	419	53	62	835	294	321	24	114					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1097	6	14	23	11	4	7	15	10	13	12	19	24	30	10	14	21	20	14	46	34	37	47	67	44	7	112	48	33	13	42	133	75	49	0	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30489	1736	1683	1512	1441	1372	1235	1586	1213	1311	1581	1487	1134	1317	1303	1384	1351	1568	1511	308	357	674	58	36	74	92	93	549	488	79	84	1032	181	420	96	143					
9	Число недействительных избирательных бюллетеней	235	12	14	7	7	13	5	9	7	14	14	13	10	10	6	19	11	19	8	2	3	3	0	0	0	3	0	6	4	1	3	5	2	2	1	2					
10	Число действительных избирательных бюллетеней	31351	1730	1683	1528	1445	1363	1237	1592	1216	1310	1579	1493	1148	1337	1307	1379	1361	1569	1517	352	388	708	105	103	118	96	205	591	517	91	123	1160	254	467	95	184					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	990	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	429	13	14	14	20	10	21	27	12	14	24	14	16	13	17	18	21	15	11	10	11	30	10	13	1	0	0	13	15	4	3	11	0	14	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	342	6	8	7	3	12	4	14	5	12	13	10	8	11	10	12	19	14	6	8	11	12	8	8	6	3	11	12	8	12	8	6	3	6	42	4					
14	Число погашенных неиспользованных открепительных удостоверений	561	17	16	16	10	20	9	3	18	16	6	16	14	17	13	12	9	15	19	20	19	0	20	17	29	30	30	17	15	26	27	19	30	16	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	1	4	1	0	0	0	1	3	0	0	2	2	0	0	2	0	0	0	0	0	1	2	0	0	1	0	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
