Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Каргапольская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404					
1	"Число избирателей, внесенных в списки"	26209	192	371	582	817	372	326	204	861	120	699	123	191	137	548	276	453	170	801	290	609	519	736	638	588	574	508	556	680	380	294	135	479	1156	234	313	477	1991	1105	712	1686	1513	1489	1058	246					
2	"Число бюллетеней, полученных участковыми комиссиями"	24300	190	350	550	800	350	300	200	800	126	600	120	186	143	500	250	440	175	700	250	550	450	600	600	550	550	456	500	650	380	280	134	450	1000	200	290	450	2000	1000	650	1500	1400	1400	1000	230					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13921	127	215	263	475	186	180	114	511	70	469	76	153	90	294	173	315	100	352	112	287	228	422	351	280	154	317	310	401	220	184	103	281	456	137	198	291	1115	542	365	873	764	750	512	105					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1058	8	15	78	17	5	1	27	20	7	17	14	0	13	34	7	0	9	16	13	13	2	11	10	16	101	54	25	11	0	32	6	42	132	17	25	19	68	41	7	22	16	11	25	51					
6	Число погашенных бюллетеней	9321	55	120	209	308	159	119	59	269	49	114	30	33	40	172	70	125	66	332	125	250	220	167	239	254	295	85	165	238	160	64	25	127	412	46	67	140	817	417	278	605	620	639	463	74					
7	Число бюллетеней в переносных ящиках для голосования	1058	8	15	78	17	5	1	27	20	7	17	14	0	13	34	7	0	9	16	13	13	2	11	10	16	101	54	25	11	0	32	6	42	132	17	25	19	68	41	7	22	16	11	25	51					
8	Число бюллетеней в стационарных ящиках для голосования	13921	127	215	263	475	186	180	114	511	70	469	76	153	90	294	173	315	100	352	112	287	228	422	351	280	154	317	310	401	220	184	103	281	456	137	198	291	1115	542	365	873	764	750	512	105					
9	Число недействительных бюллетеней	214	4	1	7	7	4	3	4	2	1	1	3	0	2	4	0	6	0	4	2	5	3	11	1	8	3	11	4	1	5	6	1	4	7	3	7	2	16	16	5	13	12	2	8	5					
10	Число действительных бюллетеней	14765	131	229	334	485	187	178	137	529	76	485	87	153	101	324	180	309	109	364	123	295	227	422	360	288	252	360	331	411	215	210	108	319	581	151	216	308	1167	567	367	882	768	759	529	151					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	485	4	7	10	15	7	6	4	12	3	13	3	4	4	10	6	9	4	15	5	12	9	14	12	12	10	10	10	10	8	6	3	10	20	3	7	10	30	20	15	30	30	30	20	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	62	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	2	3	2	0	0	2	0	0	3	0	0	0	2	5	0	0	0	11	6	3	6	2	7	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	121	2	5	0	6	0	1	1	5	1	4	1	1	0	3	0	2	0	4	1	3	2	3	5	1	1	1	1	2	4	1	1	8	3	2	9	3	7	1	5	8	3	5	5	0					
14	Число погашенных открепительных удостоверений	423	4	7	10	13	7	6	4	12	3	12	3	4	4	10	5	8	4	13	5	10	6	12	12	12	8	10	10	7	8	6	3	8	15	3	7	10	19	14	12	24	28	23	20	2					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0					
