Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Мирнинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331					
1	"Число избирателей, внесенных в список избирателей"	53574	951	1453	581	1744	2767	487	1470	1769	427	1930	2416	1878	2091	2612	2604	1044	1010	239	179	501	1118	2026	1036	518	1366	2575	2685	2492	2108	520	897	1891	2258	2286	1645					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43510	610	950	360	1040	2360	270	870	1200	300	1400	1900	1300	1400	2300	1700	850	980	230	270	480	1090	1860	900	470	1460	2220	2340	2200	1840	510	790	1660	2000	2000	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	142	0	0	0	0	0	0	48	0	0	32	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	28635	475	466	218	734	1351	251	726	739	221	797	958	937	1032	1609	1224	411	668	192	173	243	659	1104	634	203	810	1411	1471	1508	1363	255	481	1238	1482	1479	1112					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	715	14	9	2	5	20	3	11	7	5	4	75	27	17	30	39	5	29	0	6	4	45	81	39	54	78	8	7	25	7	0	11	10	19	7	12					
6	Число погашенных избирательных бюллетеней	13916	121	475	140	301	989	16	133	454	74	599	867	336	351	661	437	412	283	38	91	91	386	675	227	213	572	801	814	667	470	223	298	412	499	514	276					
7	Число избирательных бюллетеней в переносных ящиках для голосования	959	14	9	2	5	20	3	11	7	5	4	75	27	17	30	39	27	29	0	6	146	45	81	39	54	78	8	55	25	7	32	11	10	19	7	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28621	475	466	218	734	1350	251	726	739	221	797	958	937	1032	1606	1222	411	668	192	173	243	659	1101	633	203	809	1411	1471	1508	1363	255	481	1235	1482	1479	1112					
9	Число недействительных избирательных бюллетеней	573	9	5	5	16	21	6	8	7	4	12	18	20	14	21	19	10	7	2	2	1	14	9	17	3	11	29	46	25	37	11	13	40	37	52	22					
10	Число действительных избирательных бюллетеней	29007	480	470	215	723	1349	248	729	739	222	789	1015	944	1035	1615	1242	428	690	190	177	388	690	1173	655	254	876	1390	1480	1508	1333	276	479	1205	1464	1434	1102					
