Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Багаевская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №132					
1	"Число избирателей, внесенных в список избирателей"	27479	2433	2699	2776	2257	2608	616	698	265	322	910	481	878	2451	894	908	478	1102	183	367	1365	669	526	562	857	174					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28304	2477	2755	2783	2285	2664	648	750	282	329	962	500	924	2488	961	950	463	1146	187	384	1400	710	525	593	929	209					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13797	1153	1348	1330	1132	1230	305	451	143	142	519	292	482	1086	556	498	192	572	79	191	574	307	249	342	487	137					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1479	96	123	138	50	76	80	51	21	19	39	41	64	137	58	48	82	80	8	21	98	44	30	41	22	12					
6	Число погашенных избирательных бюллетеней	13028	1228	1284	1315	1103	1358	263	248	118	168	404	167	378	1265	347	404	189	494	100	172	728	359	246	210	420	60					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1479	96	123	138	50	76	80	51	21	19	39	41	64	137	58	48	82	80	8	21	98	44	30	41	22	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13792	1153	1348	1330	1127	1230	305	451	143	142	519	292	482	1086	556	498	192	572	79	191	574	307	249	342	487	137					
9	Число недействительных избирательных бюллетеней	233	14	13	6	15	27	8	5	3	6	12	4	6	15	4	9	2	12	0	5	18	8	10	3	27	1					
10	Число действительных избирательных бюллетеней	15038	1235	1458	1462	1162	1279	377	497	161	155	546	329	540	1208	610	537	272	640	87	207	654	343	269	380	482	148					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	951	74	90	65	75	55	20	65	16	5	31	15	25	50	20	40	20	52	5	20	50	45	10	55	36	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	951	74	90	65	75	55	20	65	16	5	31	15	25	50	20	40	20	52	5	20	50	45	10	55	36	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	188	14	25	8	14	14	5	12	2	5	2	3	2	7	4	18	7	10	2	6	7	4	4	4	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	49	9	15	6	7	3	0	0	0	0	0	0	0	2	4	0	0	2	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1271	175	147	155	175	71	34	54	5	14	2	18	48	134	6	8	26	8	10	5	5	40	21	44	52	14					
		8.32%	14.01%	9.99%	10.56%	14.87%	5.44%	8.83%	10.76%	3.05%	8.70%	0.36%	5.41%	8.79%	10.96%	0.98%	1.47%	9.49%	1.23%	11.49%	2.36%	0.74%	11.40%	7.53%	11.49%	10.22%	9.40%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1647	152	154	175	133	140	48	42	19	16	29	36	94	163	59	51	28	56	11	35	86	32	17	29	27	15					
		10.79%	12.17%	10.47%	11.92%	11.30%	10.72%	12.47%	8.37%	11.59%	9.94%	5.20%	10.81%	17.22%	13.33%	9.61%	9.34%	10.22%	8.59%	12.64%	16.51%	12.80%	9.12%	6.09%	7.57%	5.30%	10.07%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	131	5	8	11	8	14	1	4	2	1	2	1	2	17	6	4	4	2	0	1	3	7	6	6	11	5					
		0.86%	0.40%	0.54%	0.75%	0.68%	1.07%	0.26%	0.80%	1.22%	0.62%	0.36%	0.30%	0.37%	1.39%	0.98%	0.73%	1.46%	0.31%	0.00%	0.47%	0.45%	1.99%	2.15%	1.57%	2.16%	3.36%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3620	343	384	364	359	362	101	91	28	43	92	38	142	339	84	168	68	158	11	20	132	55	41	64	104	29					
		23.71%	27.46%	26.10%	24.80%	30.50%	27.72%	26.23%	18.13%	17.07%	26.71%	16.49%	11.41%	26.01%	27.72%	13.68%	30.77%	24.82%	24.23%	12.64%	9.43%	19.64%	15.67%	14.70%	16.71%	20.43%	19.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	233	24	34	33	22	19	4	3	7	3	6	2	1	17	3	0	5	2	0	3	11	8	2	14	10	0					
		1.53%	1.92%	2.31%	2.25%	1.87%	1.45%	1.04%	0.60%	4.27%	1.86%	1.08%	0.60%	0.18%	1.39%	0.49%	0.00%	1.82%	0.31%	0.00%	1.42%	1.64%	2.28%	0.72%	3.66%	1.96%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8033	528	721	716	458	658	189	302	99	78	415	231	252	537	447	306	138	414	55	143	412	198	166	221	264	85					
		52.60%	42.27%	49.01%	48.77%	38.91%	50.38%	49.09%	60.16%	60.37%	48.45%	74.37%	69.37%	46.15%	43.91%	72.80%	56.04%	50.36%	63.50%	63.22%	67.45%	61.31%	56.41%	59.50%	57.70%	51.87%	57.05%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	103	8	10	8	7	15	0	1	1	0	0	3	1	1	5	0	3	0	0	0	5	3	16	2	14	0					
		0.67%	0.64%	0.68%	0.54%	0.59%	1.15%	0.00%	0.20%	0.61%	0.00%	0.00%	0.90%	0.18%	0.08%	0.81%	0.00%	1.09%	0.00%	0.00%	0.00%	0.74%	0.85%	5.73%	0.52%	2.75%	0.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
