Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Коркинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986					
1	"Число избирателей, внесенных в список избирателей"	51259	1090	1285	1427	1781	1450	1376	1237	913	1019	1600	2202	1620	1567	2362	2013	859	1498	1574	1418	1793	1515	1669	919	822	1019	1739	1419	475	995	1343	699	420	1323	1683	1639	1748	1748					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50950	1050	1250	1450	1800	1450	1350	1250	900	1000	1650	2100	1600	1550	2350	2000	850	1400	1500	1400	1800	1500	1700	900	800	1050	1750	1400	450	950	1300	700	400	1300	1700	1650	1850	1850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	26640	553	571	586	802	667	616	507	406	562	787	1108	833	796	1124	859	495	1180	956	780	903	817	980	458	346	417	737	585	222	425	583	387	252	1059	938	925	1056	1362					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2340	61	44	45	82	84	73	55	56	18	46	52	49	60	55	54	36	213	57	80	65	51	33	37	100	50	66	77	38	82	91	31	36	54	78	70	59	102					
6	Число погашенных избирательных бюллетеней	21970	436	635	819	916	699	661	688	438	420	817	940	718	694	1171	1087	319	7	487	540	832	632	687	405	354	583	947	738	190	443	626	282	112	187	684	655	735	386					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2340	61	44	45	82	84	73	55	56	18	46	52	49	60	55	54	36	213	57	80	65	51	33	37	100	50	66	77	38	82	91	31	36	54	78	70	59	102					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26636	553	571	586	801	667	616	507	406	562	787	1106	833	795	1124	859	495	1180	956	780	903	817	980	458	346	417	737	585	222	425	583	387	252	1059	938	925	1056	1362					
9	Число недействительных избирательных бюллетеней	501	8	15	9	14	16	9	11	10	9	17	22	16	16	17	9	10	11	18	18	14	14	15	8	15	4	12	30	3	15	10	2	4	16	22	24	21	17					
10	Число действительных избирательных бюллетеней	28475	606	600	622	869	735	680	551	452	571	816	1136	866	839	1162	904	521	1382	995	842	954	854	998	487	431	463	791	632	257	492	664	416	284	1097	994	971	1094	1447					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	806	21	15	21	21	25	23	16	31	21	21	34	24	21	26	26	13	33	28	26	26	22	26	26	15	21	22	23	5	12	13	7	4	32	24	21	33	28					
