Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Измалковская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13301	336	176	315	267	224	244	113	399	738	390	296	771	515	265	134	183	309	515	122	790	617	249	380	356	102	139	582	376	202	152	240	130	224	112	750	1588									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11445	300	175	250	250	175	220	100	325	600	325	250	650	400	225	125	150	250	400	100	650	550	225	325	300	100	125	500	300	175	150	200	125	200	100	650	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6576	158	107	151	178	93	186	75	199	272	138	150	298	186	70	95	106	108	287	77	472	325	125	186	171	70	89	248	256	112	98	143	96	91	56	336	768									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1304	45	16	48	20	14	34	21	56	62	79	33	56	53	70	5	19	26	34	16	44	50	58	36	58	12	21	56	27	22	7	31	20	28	8	21	98									
6	Число погашенных избирательных бюллетеней	3565	97	52	51	52	68	0	4	70	266	108	67	296	161	85	25	25	116	79	7	134	175	42	103	71	18	15	196	17	41	45	26	9	81	36	293	634									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1304	45	16	48	20	14	34	21	56	62	79	33	56	53	70	5	19	26	34	16	44	50	58	36	58	12	21	56	27	22	7	31	20	28	8	21	98									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6576	158	107	151	178	93	186	75	199	272	138	150	298	186	70	95	106	108	287	77	472	325	125	186	171	70	89	248	256	112	98	143	96	91	56	336	768									
9	Число недействительных избирательных бюллетеней	124	1	1	2	0	3	0	0	3	5	7	2	6	6	0	0	0	2	5	0	24	5	0	2	3	0	1	13	0	0	1	1	0	2	3	12	14									
10	Число действительных избирательных бюллетеней	7756	202	122	197	198	104	220	96	252	329	210	181	348	233	140	100	125	132	316	93	492	370	183	220	226	82	109	291	283	134	104	173	116	117	61	345	852									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	267	9	10	5	5	5	5	5	6	10	5	5	10	10	5	5	5	5	10	5	10	1	5	5	5	5	5	26	6	6	5	5	5	5	5	10	33									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	136	9	10	1	2	1	0	1	6	3	2	2	4	2	0	2	0	0	7	1	4	1	1	1	3	0	3	11	6	6	3	0	1	1	4	7	31									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	6	1	3	3	2	2	2	2	1	1	3	6	5	1	2	1	2	3	2	4	4	2	2	4	1	1	3	2	5	1	3	1	2	3	3	5									
14	Число погашенных неиспользованных открепительных удостоверений	131	0	0	4	3	4	5	4	0	7	3	3	6	8	5	3	5	5	3	4	6	0	4	4	2	5	2	15	0	0	2	5	4	4	1	3	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	1	2	0	0	0	0	0	0	2	0	1	2	1	0	1	0	0	1	0	0	0	1	0	1	0	0	3	1	0	0	0	3	0	0	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	71	1	0	3	2	2	0	1	1	2	7	0	2	3	0	0	0	0	7	0	8	4	0	4	4	0	0	0	1	0	3	0	0	0	0	4	12									
		0.90%	0.49%	0.00%	1.51%	1.01%	1.87%	0.00%	1.04%	0.39%	0.60%	3.23%	0.00%	0.56%	1.26%	0.00%	0.00%	0.00%	0.00%	2.18%	0.00%	1.55%	1.07%	0.00%	1.80%	1.75%	0.00%	0.00%	0.00%	0.35%	0.00%	2.86%	0.00%	0.00%	0.00%	0.00%	1.12%	1.39%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	167	6	0	1	1	3	0	0	9	7	4	4	14	7	0	0	0	3	8	1	14	14	2	10	4	1	1	6	7	0	4	5	0	2	3	11	15									
		2.12%	2.96%	0.00%	0.50%	0.51%	2.80%	0.00%	0.00%	3.53%	2.10%	1.84%	2.19%	3.95%	2.93%	0.00%	0.00%	0.00%	2.24%	2.49%	1.08%	2.71%	3.73%	1.09%	4.50%	1.75%	1.22%	0.91%	1.97%	2.47%	0.00%	3.81%	2.87%	0.00%	1.68%	4.69%	3.08%	1.73%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	117	2	0	1	2	3	0	4	6	4	3	2	5	4	0	0	2	1	5	0	12	4	0	0	2	1	0	4	2	0	1	4	0	1	2	12	28									
		1.48%	0.99%	0.00%	0.50%	1.01%	2.80%	0.00%	4.17%	2.35%	1.20%	1.38%	1.09%	1.41%	1.67%	0.00%	0.00%	1.60%	0.75%	1.56%	0.00%	2.33%	1.07%	0.00%	0.00%	0.87%	1.22%	0.00%	1.32%	0.71%	0.00%	0.95%	2.30%	0.00%	0.84%	3.13%	3.36%	3.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5176	139	114	161	158	62	212	80	159	193	128	127	189	117	126	92	100	78	203	63	299	237	148	157	151	66	88	176	218	125	44	130	109	75	32	161	459									
