Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Гуковская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277					
1	"Число избирателей, внесенных в списки"	59681	2427	3038	2422	1379	1932	1116	1255	1793	1723	2334	2565	1741	1361	1586	1471	1940	2558	2951	1400	1230	1312	1082	1188	1619	1052	1295	1152	876	999	1447	666	1245	1083	356	1020	1439	1100	892	597	99	940					
2	"Число бюллетеней, полученных участковыми комиссиями"	58778	2500	3000	2500	1390	1900	1100	1200	1750	1700	2300	2500	1650	1350	1600	1450	1900	2600	2900	1350	1200	1300	1000	1100	1600	1000	1300	1100	850	1000	1400	650	1200	1100	350	1000	1400	1100	899	589	100	900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	24472	879	1368	1083	631	769	548	532	686	754	1003	1071	628	341	624	624	833	1047	1032	624	540	524	407	476	636	465	498	495	365	428	644	241	531	443	186	405	637	486	369	174	51	394					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1632	65	37	25	35	45	30	64	56	39	42	14	117	88	47	62	26	42	8	34	31	66	100	31	36	26	58	53	28	35	24	12	14	21	18	52	22	18	45	33	0	33					
6	Число погашенных бюллетеней	32674	1556	1595	1392	724	1086	522	604	1008	907	1255	1415	905	921	929	764	1041	1511	1860	692	629	710	493	593	928	509	744	552	457	537	732	397	655	636	146	543	741	596	485	382	49	473					
7	Число бюллетеней в переносных ящиках для голосования	1631	65	37	25	35	45	30	64	56	39	42	14	117	88	47	62	26	42	8	34	31	66	100	31	36	26	58	53	28	35	24	12	14	21	17	52	22	18	45	33	0	33					
8	Число бюллетеней в стационарных ящиках для голосования	24437	879	1368	1081	631	769	548	532	686	754	1001	1071	628	341	624	624	833	1047	1032	624	509	524	407	476	636	465	498	495	365	428	644	241	531	443	186	405	637	486	369	174	51	394					
9	Число недействительных бюллетеней	291	8	10	14	9	9	0	4	6	5	9	3	11	5	15	14	0	8	8	14	8	6	0	2	7	8	5	10	2	3	11	7	11	2	7	6	5	11	14	8	0	6					
10	Число действительных бюллетеней	25777	936	1395	1092	657	805	578	592	736	788	1034	1082	734	424	656	672	859	1081	1032	644	532	584	507	505	665	483	551	538	391	460	657	246	534	462	196	451	654	493	400	199	51	421					
