Выборы Президента Российской Федерации																																					
																																					
"Наименование Избирательной комиссии:    Орел, Железнодорожная"																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №785					
1	"Число избирателей, внесенных в список"	49207	2080	1818	2016	1483	1701	2121	2468	2172	2018	2026	1203	1670	1850	1942	1631	1079	1110	735	1582	711	1968	2010	2123	1508	1608	1686	1897	823	1413	755					
2	Число полученных избирательных бюллетеней	55400	2450	2030	2320	1670	1880	2360	2740	2530	2250	2190	1430	1860	2150	2150	1770	1170	1330	750	1720	820	2230	2180	2580	1780	1850	2090	2050	800	1510	760					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	36616	1703	1472	1641	1100	1211	1574	1627	1832	1565	1627	731	1155	1552	1493	1180	827	904	473	1168	508	1496	1324	1377	1143	1219	1331	1304	583	975	521					
5	"Число избирательных бюллетеней, выданных вне помещения"	4245	112	80	62	125	55	96	133	110	84	131	198	179	75	112	270	77	84	73	98	97	271	414	178	145	250	179	120	67	136	234					
6	Число погашенных избирательных бюллетеней	14539	635	478	617	445	614	690	980	588	601	432	501	526	523	545	320	266	342	204	454	215	463	442	1025	492	381	580	626	150	399	5					
7	Число избирательных бюллетеней в переносных ящиках	4245	112	80	62	125	55	96	133	110	84	131	198	179	75	112	270	77	84	73	98	97	271	414	178	145	250	179	120	67	136	234					
8	Число бюллетеней в стационарных ящиках для голосования	36612	1702	1472	1641	1100	1211	1574	1627	1832	1565	1627	731	1155	1552	1493	1180	827	904	473	1168	508	1496	1324	1377	1143	1219	1331	1301	583	975	521					
9	Число недействительных избирательных бюллетеней	492	14	12	25	7	6	9	100	6	18	7	12	13	9	9	9	2	5	3	5	2	20	91	30	9	13	7	19	0	1	29					
10	Число действительных избирательных бюллетеней	40365	1800	1540	1678	1218	1260	1661	1660	1936	1631	1751	917	1321	1618	1596	1441	902	983	543	1261	603	1747	1647	1525	1279	1456	1503	1402	650	1110	726					
11	Число полученных открепительных  удостоверений	1700	80	60	70	50	50	60	70	70	60	70	50	60	70	70	60	40	50	30	50	30	60	70	80	60	60	70	60	30	60	0					
12	Число выданных открепительных удостоверений	626	28	33	44	25	23	28	38	29	50	29	13	23	20	23	15	9	11	6	16	13	16	13	30	8	7	19	21	8	28	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	489	31	15	17	13	21	17	13	24	23	24	17	13	18	9	19	8	21	16	11	12	10	15	20	18	8	15	17	9	26	9					
14	Число неиспользованных открепительных удостоверений	1074	52	27	26	25	27	32	32	41	10	41	37	37	50	47	45	31	39	24	34	17	44	57	50	52	53	51	39	22	32	0					
15	"Число открепительных удостоверений, выданных в ТИК"	6	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	2110	108	101	116	79	91	90	113	83	115	106	39	65	78	70	84	34	60	29	40	34	84	88	67	53	52	53	73	39	62	4					
		5.16%	5.95%	6.51%	6.81%	6.45%	7.19%	5.39%	6.42%	4.27%	6.97%	6.03%	4.20%	4.87%	4.79%	4.36%	5.79%	3.76%	6.07%	5.31%	3.16%	5.62%	4.75%	5.06%	4.31%	4.11%	3.54%	3.51%	5.14%	6.00%	5.58%	0.53%					
19	. Малышкин Олег Александрович	766	30	21	35	35	26	29	38	25	21	23	12	35	30	21	40	16	15	15	23	17	32	22	46	32	14	19	37	12	18	27					
		1.87%	1.65%	1.35%	2.06%	2.86%	2.05%	1.74%	2.16%	1.29%	1.27%	1.31%	1.29%	2.62%	1.84%	1.31%	2.76%	1.77%	1.52%	2.75%	1.82%	2.81%	1.81%	1.27%	2.96%	2.48%	0.95%	1.26%	2.60%	1.85%	1.62%	3.58%					
20	. Миронов Сергей Михайлович	371	9	8	11	9	9	13	17	12	13	17	11	15	13	14	27	7	4	4	9	4	34	17	13	24	8	15	9	4	13	8					
		0.91%	0.50%	0.52%	0.65%	0.73%	0.71%	0.78%	0.97%	0.62%	0.79%	0.97%	1.18%	1.12%	0.80%	0.87%	1.86%	0.77%	0.40%	0.73%	0.71%	0.66%	1.92%	0.98%	0.84%	1.86%	0.54%	0.99%	0.63%	0.62%	1.17%	1.06%					
21	. Путин Владимир Владимирович	25255	1103	940	944	716	706	1077	995	1289	1008	1126	583	768	1146	1025	907	590	632	297	805	350	1017	1143	877	740	919	1086	804	403	656	603					
		61.81%	60.80%	60.57%	55.43%	58.45%	55.77%	64.49%	56.53%	66.37%	61.13%	64.05%	62.76%	57.57%	70.44%	63.86%	62.55%	65.27%	63.97%	54.40%	63.59%	57.85%	57.56%	65.77%	56.40%	57.45%	62.56%	71.92%	56.58%	62.00%	59.05%	79.87%					
22	. Хакамада Ирина Муцуовна	1478	105	77	94	52	57	70	62	77	76	75	18	37	42	48	33	27	39	17	53	19	45	54	37	26	32	37	71	25	46	27					
		3.62%	5.79%	4.96%	5.52%	4.24%	4.50%	4.19%	3.52%	3.96%	4.61%	4.27%	1.94%	2.77%	2.58%	2.99%	2.28%	2.99%	3.95%	3.11%	4.19%	3.14%	2.55%	3.11%	2.38%	2.02%	2.18%	2.45%	5.00%	3.85%	4.14%	3.58%					
23	. Харитонов Николай Михайлович	8321	336	295	361	267	291	303	342	359	301	310	207	325	238	364	284	181	187	146	275	150	397	323	411	352	361	234	316	124	251	30					
