Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Иланская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286					
1	"Число избирателей, внесенных в список"	20169	1639	1740	1229	1689	1144	949	2633	1131	792	407	210	75	738	233	282	353	79	96	66	443	76	105	447	136	132	103	253	718	57	44	62	78	1085	179	276	140	350					
2	Число полученных избирательных бюллетеней	20000	1620	1708	1240	1633	1120	934	2620	1080	740	405	207	75	740	230	271	358	82	99	70	450	78	110	460	138	135	104	257	723	58	45	60	73	1123	178	280	159	337					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9175	519	648	423	607	389	275	1236	352	230	201	142	63	476	143	135	234	74	96	59	252	67	94	338	95	99	73	156	373	50	34	44	50	572	106	160	81	229					
5	"Число избирательных бюллетеней, выданных вне помещения"	908	40	33	46	126	19	59	67	54	59	51	0	7	28	12	63	0	0	0	0	52	0	0	0	0	3	0	20	95	0	0	8	12	26	6	18	4	0					
6	Число погашенных избирательных бюллетеней	9917	1061	1027	771	900	712	600	1317	674	451	153	65	5	236	75	73	124	8	3	11	146	11	16	122	43	33	31	81	255	8	11	8	11	525	66	102	74	108					
7	Число избирательных бюллетеней в переносных ящиках	908	40	33	46	126	19	59	67	54	59	51	0	7	28	12	63	0	0	0	0	52	0	0	0	0	3	0	20	95	0	0	8	12	26	6	18	4	0					
8	Число бюллетеней в стационарных ящиках для голосования	9175	519	648	423	607	389	275	1236	352	230	201	142	63	476	143	135	234	74	96	59	252	67	94	338	95	99	73	156	373	50	34	44	50	572	106	160	81	229					
9	Число недействительных избирательных бюллетеней	81	2	2	5	2	1	3	11	4	3	2	1	1	5	1	0	2	3	0	0	5	0	1	3	0	1	2	3	5	0	0	0	0	4	0	4	0	5					
10	Число действительных избирательных бюллетеней	10002	557	679	464	731	407	331	1292	402	286	250	141	69	499	154	198	232	71	96	59	299	67	93	335	95	101	71	173	463	50	34	52	62	594	112	174	85	224					
11	Число полученных открепительных  удостоверений	295	12	10	13	20	10	10	30	10	10	8	5	5	8	5	5	8	5	5	5	10	5	5	8	5	5	5	7	10	5	5	5	5	10	5	6	5	5					
