Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Юргинская городская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977					
1	"Число избирателей, внесенных в список избирателей"	63892	1809	1251	1147	1094	1164	1553	1331	1646	1372	1616	1215	1822	1566	1494	1337	1419	1355	2308	2194	2026	2111	1567	1776	1568	1661	1754	1349	1887	1545	1522	1409	1339	1505	1543	1409	1478	1427	1599	1431	1634	1659					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	61800	1800	1200	1000	900	900	1500	1300	1600	1300	1600	1100	1700	1500	1400	1300	1400	1300	2600	2500	2100	2100	1500	1700	1500	1600	1700	1300	1700	1500	1500	1400	1300	1400	1400	1300	1400	1400	1500	1400	1600	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	40872	1032	656	850	558	537	1128	702	1027	880	985	803	1220	760	1053	944	1024	959	1725	2104	1289	1267	954	1146	988	1001	1212	910	1170	945	1029	863	993	958	1002	965	949	854	899	739	922	870					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2484	78	50	128	145	183	35	45	64	59	100	40	38	29	81	51	43	49	55	48	31	52	28	31	42	40	99	34	27	28	86	43	94	70	82	61	53	56	52	69	33	52					
6	Число погашенных избирательных бюллетеней	18444	690	494	22	197	180	337	553	509	361	515	257	442	711	266	305	333	292	820	348	780	781	518	523	470	559	389	356	503	527	385	494	213	372	316	274	398	490	549	592	645	678					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2484	78	50	128	145	183	35	45	64	59	100	40	38	29	81	51	43	49	55	48	31	52	28	31	42	40	99	34	27	28	86	43	94	70	82	61	53	56	52	69	33	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	40809	1032	656	850	558	537	1128	702	1027	880	985	803	1220	760	1053	944	1024	910	1725	2104	1288	1267	954	1146	988	1001	1212	910	1170	945	1029	862	983	958	1002	965	949	852	899	739	922	870					
9	Число недействительных избирательных бюллетеней	648	9	30	0	10	9	0	12	24	20	14	10	30	11	0	0	8	21	14	34	25	22	1	109	11	24	17	4	22	17	4	12	10	5	13	14	4	14	26	20	0	18					
10	Число действительных избирательных бюллетеней	42645	1101	676	978	693	711	1163	735	1067	919	1071	833	1228	778	1134	995	1059	938	1766	2118	1294	1297	981	1068	1019	1017	1294	940	1175	956	1111	893	1067	1023	1071	1012	998	894	925	788	955	904					
