Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Юргинская городская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959					
1	"Число избирателей, внесенных в списки избирателей"	64836	1502	1034	198	1878	1758	1208	1050	836	860	1223	1619	1582	1437	2077	1094	1067	1351	1645	2790	2410	591	2627	1733	2851	563	1865	2169	1994	1192	1837	1752	1785	1352	1861	1429	1537	1365	1576	2102	1112	1363	1561					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	60900	1400	800	200	1700	1700	1100	1000	800	800	1100	1500	1500	1300	1800	1000	1000	1300	1400	2600	2400	500	2700	1900	2500	500	1800	2000	1900	1000	1700	1600	1800	1200	1700	1300	1400	1200	1400	2000	1000	1300	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	46521	1009	611	41	1114	1158	771	616	579	613	840	1062	1090	979	1342	807	782	1048	985	1966	1781	391	2289	1543	2024	405	1349	1528	1416	882	1332	1239	1280	1031	1544	985	1152	1008	1193	1512	829	969	1426					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2831	92	128	152	115	110	64	52	85	35	71	56	85	38	67	61	14	23	47	102	95	42	26	68	74	24	29	46	46	29	52	37	31	78	80	89	104	58	81	87	56	67	135					
6	Число погашенных избирательных бюллетеней	11548	299	61	7	471	432	265	332	136	152	189	382	325	283	391	132	204	229	368	532	524	67	385	289	402	71	422	426	438	89	316	324	489	91	76	226	144	134	126	401	115	264	539					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2830	92	128	152	115	110	64	52	85	35	71	56	85	38	67	61	14	23	47	102	95	42	26	67	74	24	29	46	46	29	52	37	31	78	80	89	104	58	81	87	56	67	135					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46473	1009	611	41	1114	1158	771	616	579	613	840	1062	1090	941	1341	807	782	1048	985	1964	1781	391	2289	1542	2021	405	1349	1528	1416	882	1331	1237	1280	1031	1544	985	1152	1008	1193	1512	829	969	1426					
9	Число недействительных избирательных бюллетеней	508	7	6	0	9	11	4	11	4	7	4	17	14	19	9	10	2	8	8	18	25	3	5	8	21	2	18	10	15	16	12	13	12	13	12	64	9	14	7	17	13	10	21					
10	Число действительных избирательных бюллетеней	48795	1094	733	193	1220	1257	831	657	660	641	907	1101	1161	960	1399	858	794	1063	1024	2048	1851	430	2310	1601	2074	427	1360	1564	1447	895	1371	1261	1299	1096	1612	1010	1247	1052	1267	1582	872	1026	1540					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	903	17	10	0	15	20	15	10	15	20	12	13	20	25	30	15	20	25	10	50	30	10	40	10	30	10	28	36	30	15	25	25	30	20	40	17	20	20	30	35	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	879	17	10	0	15	18	15	10	10	20	12	13	20	25	30	15	20	25	10	50	30	8	40	6	30	10	26	36	30	15	24	25	30	18	34	17	20	20	30	35	20	20	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	828	49	44	7	13	26	13	10	51	13	13	22	12	5	30	19	10	30	12	22	21	13	16	12	20	16	17	15	22	7	16	31	24	13	21	23	23	31	24	20	12	14	16					
14	Число погашенных неиспользованных открепительных удостоверений	24	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	2	0	0	0	1	0	0	2	6	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	97	3	1	0	3	2	0	3	4	0	2	0	2	1	5	4	3	0	4	6	2	0	1	0	2	0	1	5	4	2	4	5	1	4	4	3	2	1	2	4	3	3	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	1043	26	12	3	14	18	7	11	11	14	32	25	30	20	41	20	23	25	17	47	43	34	20	13	57	2	21	24	20	20	33	28	34	20	46	20	30	28	29	47	32	12	34					
		2.12%	2.36%	1.62%	1.55%	1.14%	1.42%	0.84%	1.65%	1.66%	2.16%	3.51%	2.24%	2.55%	2.04%	2.91%	2.30%	2.89%	2.33%	1.65%	2.27%	2.29%	7.85%	0.86%	0.81%	2.72%	0.47%	1.52%	1.52%	1.37%	2.20%	2.39%	2.20%	2.59%	1.80%	2.83%	1.86%	2.39%	2.63%	2.28%	2.94%	3.62%	1.16%	2.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	433	5	5	3	5	3	6	3	6	7	8	10	10	7	10	13	13	23	6	19	12	4	8	2	23	5	16	19	9	7	9	14	20	11	9	12	5	20	14	15	10	7	20					
		0.88%	0.45%	0.68%	1.55%	0.41%	0.24%	0.72%	0.45%	0.90%	1.08%	0.88%	0.89%	0.85%	0.72%	0.71%	1.50%	1.63%	2.15%	0.58%	0.92%	0.64%	0.92%	0.35%	0.12%	1.10%	1.17%	1.16%	1.21%	0.62%	0.77%	0.65%	1.10%	1.53%	0.99%	0.55%	1.12%	0.40%	1.88%	1.10%	0.94%	1.13%	0.68%	1.28%					
20	3.Политическая партия «Демократическая партия России»	50	1	2	0	1	0	0	0	1	2	2	0	1	2	0	0	4	1	0	2	1	0	1	1	4	2	2	3	0	1	1	1	0	0	1	0	3	4	0	2	2	0	2					
		0.10%	0.09%	0.27%	0.00%	0.08%	0.00%	0.00%	0.00%	0.15%	0.31%	0.22%	0.00%	0.09%	0.20%	0.00%	0.00%	0.50%	0.09%	0.00%	0.10%	0.05%	0.00%	0.04%	0.06%	0.19%	0.47%	0.15%	0.19%	0.00%	0.11%	0.07%	0.08%	0.00%	0.00%	0.06%	0.00%	0.24%	0.38%	0.00%	0.13%	0.23%	0.00%	0.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5076	118	54	27	81	125	74	56	63	82	132	111	169	102	167	179	117	165	96	314	250	36	61	21	176	37	110	159	148	79	129	116	125	111	196	95	139	124	153	192	98	109	180					
