Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
"Наименование Избирательной комиссии:    Новокузнецк, Центральная"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №1232	УИК №1720					
1	"Число избирателей, включенных в списки избирателей"	133369	2325	2303	2691	2799	2684	2989	2060	2649	2028	2841	2773	2473	2051	1863	2314	1656	2056	2577	1819	1758	2048	2254	2015	1330	1781	2270	2338	2190	2260	2464	2703	1810	2722	2399	2569	2850	1864	2786	2521	1702	2028	2429	1881	2044	2343	2411	2187	2152	2117	2725	2656	2460	2042	2051	2497	2089	2903	1230	1539					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	118100	2000	2000	2000	2500	2500	2500	2500	2000	2000	2500	2500	2000	1500	1500	2000	1500	2000	2500	1500	1500	2000	2000	1500	1100	1500	2000	2000	2000	2000	2000	2500	1500	2500	2000	2000	2500	1500	2500	2000	1500	2000	2000	1500	1500	2000	2000	2000	2000	2000	2500	2500	2000	1500	2000	2500	2000	2500	2000	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	93142	1620	1563	1700	1880	1846	2006	1995	1909	1367	2015	1890	1762	1417	1286	1570	1164	1508	1754	1218	1215	1438	1515	1334	973	1240	1630	1808	1500	1598	1692	1904	1175	1910	1589	1646	2018	1271	2034	1756	1127	1406	1692	1265	1378	1623	1688	1542	1469	1483	1842	1751	1672	1341	1405	1524	1469	2073	1195	1481					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4077	78	43	53	61	76	46	65	49	65	69	61	63	69	58	62	81	56	69	73	46	85	83	77	63	59	68	71	52	59	94	64	101	75	63	97	87	62	56	69	81	69	83	84	56	82	64	63	62	86	59	84	87	95	57	115	67	62	35	58					
6	Число погашенных избирательных бюллетеней	20881	302	394	247	559	578	448	440	42	568	416	549	175	14	156	368	255	436	677	209	239	477	402	89	64	201	302	121	448	343	214	532	224	515	348	257	395	167	410	175	292	525	225	151	66	295	248	395	469	431	599	665	241	64	538	861	464	365	770	461					
