Выборы Президента Российской Федерации																																																																						
Дата голосования: 04.03.2012																																																																						
																																																																						
Наименование Избирательной комиссии:    Новокузнецк, Центральная																																																																						
																																																																						
Сводная таблица итогов голосования																																																																						
																																																																						
	Число участковых избирательных комиссий	59																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	59																																																																				
																																																																						
		Сумма	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743									
1	Число избирателей, включенных в список избирателей	131574	2095	1603	2002	2256	2003	2031	2382	2790	1673	2331	2323	1813	1925	2107	2745	2390	2665	2858	2592	2776	2808	2571	2603	2234	2763	2024	2758	2681	2394	2549	2462	1742	2201	2656	2671	2860	2774	1989	1776	2151	1913	1362	2156	2459	2624	1755	1926	2184	1599	2294	2478	1719	2252	2446	2035	2826	2067	1150	302									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	114600	1800	1500	1700	2000	1800	1700	2000	2300	1500	2000	2000	1500	1700	1800	2500	2000	2300	2500	2200	2500	2500	2200	2300	2000	2300	1700	2500	2500	2000	2000	2000	1500	1700	2500	2500	2500	2500	1700	1500	2000	1700	1200	2000	2000	2200	1500	1500	2000	1500	1800	2000	1500	2000	2000	2000	2200	2000	1500	300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	78441	1261	1006	1165	1350	1220	1306	1568	1708	1021	1329	1625	1180	1074	1190	1702	1455	1738	1383	1590	1612	1761	1667	1571	1536	1764	1277	1734	1712	1193	1294	1248	982	1359	1466	1604	1531	1618	1209	1050	1329	1235	852	1327	1457	1484	1041	1237	1347	1022	1487	1308	1058	1383	1392	1128	1378	1173	453	291									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4650	80	41	71	100	49	34	59	77	40	72	72	42	56	112	63	82	56	307	48	25	41	89	65	57	68	70	39	72	130	106	49	28	64	36	58	27	33	44	30	43	50	38	56	70	126	52	55	164	33	45	82	51	65	88	50	272	64	654	0									
6	Число погашенных избирательных бюллетеней	31509	459	453	464	550	531	360	373	515	439	599	303	278	570	498	735	463	506	810	562	863	698	444	664	407	468	353	727	716	677	600	703	490	277	998	838	942	849	447	420	628	415	310	617	473	590	407	208	489	445	268	610	391	552	520	822	550	763	393	9									
