Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Параньгинская районная																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500					
1	"Число избирателей, внесенных в списки избирателей"	12333	1691	1243	2196	705	833	401	597	404	199	836	190	453	514	619	573	395	408	76					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12410	1600	1200	1900	700	900	380	600	400	200	900	200	460	580	680	680	480	450	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9177	1207	938	1456	523	609	313	471	359	156	636	167	329	421	522	408	268	329	65					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1442	198	101	111	148	111	55	89	38	25	103	10	113	50	52	95	86	50	7					
6	Число погашенных избирательных бюллетеней	1791	195	161	333	29	180	12	40	3	19	161	23	18	109	106	177	126	71	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1442	198	101	111	148	111	55	89	38	25	103	10	113	50	52	95	86	50	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9177	1207	938	1456	523	609	313	471	359	156	636	167	329	421	522	408	268	329	65					
9	Число недействительных избирательных бюллетеней	42	2	3	1	22	0	3	4	0	1	1	2	0	0	0	2	1	0	0					
10	Число действительных избирательных бюллетеней	10577	1403	1036	1566	649	720	365	556	397	180	738	175	442	471	574	501	353	379	72					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	700	60	69	104	53	51	29	30	40	3	45	3	27	42	30	41	20	35	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	685	60	64	104	53	51	29	26	40	2	45	3	27	42	29	37	20	35	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	208	45	11	27	23	11	5	4	6	1	22	4	17	7	11	5	0	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	15	0	5	0	0	0	0	4	0	1	0	0	0	0	1	4	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	100	4	6	11	8	0	0	6	1	0	12	0	10	5	0	18	0	17	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
