Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Онежская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660					
1	"Число избирателей, внесенных в списки избирателей"	29069	2892	2694	2486	2046	1915	1759	1857	1173	297	1397	532	381	278	440	346	404	438	145	101	381	132	125	478	194	181	86	522	282	99	2154	202	199	368	276	491	197	131	167	94	399	330					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28665	2800	2600	2400	2000	1800	1730	1820	1185	290	1430	520	380	280	430	360	400	440	140	100	380	130	120	480	200	180	90	540	290	100	2180	195	200	380	270	480	185	110	200	100	400	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	181	0	0	0	0	0	0	0	0	0	0	0	0	33	22	0	16	0	28	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12893	1256	1232	1129	932	776	767	839	489	150	528	227	164	84	219	183	161	158	66	62	141	79	62	150	86	95	39	251	135	37	910	104	117	177	115	266	121	81	100	82	189	134					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	871	52	34	20	18	53	14	12	62	17	96	52	32	22	20	26	25	16	0	13	53	3	3	5	19	7	4	34	4	10	59	23	9	7	1	9	5	9	12	7	2	2					
6	Число погашенных избирательных бюллетеней	14720	1492	1334	1251	1050	971	949	969	634	123	806	241	184	141	169	151	198	266	46	25	186	48	55	250	95	78	47	255	151	53	1211	68	74	196	154	205	59	20	88	11	209	207					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1052	52	34	20	18	53	14	12	62	17	96	52	32	55	42	26	41	16	28	13	53	3	3	80	19	7	4	34	4	10	59	23	9	7	1	9	5	9	12	7	2	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12892	1256	1231	1129	932	776	767	839	489	150	528	227	164	84	219	183	161	158	66	62	141	79	62	150	86	95	39	251	135	37	910	104	117	177	115	266	121	81	100	82	189	134					
9	Число недействительных избирательных бюллетеней	75	4	8	4	4	3	1	10	7	0	10	1	1	0	1	0	1	2	0	0	0	0	0	1	0	1	0	5	0	0	5	1	0	0	0	1	0	0	2	1	0	1					
10	Число действительных избирательных бюллетеней	13869	1304	1257	1145	946	826	780	841	544	167	614	278	195	139	260	209	201	172	94	75	194	82	65	229	105	101	43	280	139	47	964	126	126	184	116	274	126	90	110	88	191	142					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	475	51	35	35	35	35	35	35	10	7	10	7	7	5	7	7	7	7	5	5	5	5	5	5	5	5	5	10	10	5	15	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	112	5	11	10	6	2	7	2	4	0	10	5	0	0	5	0	1	1	0	0	0	0	0	4	2	0	0	6	4	1	5	1	4	5	0	2	5	3	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	69	7	7	10	3	4	2	1	3	3	3	2	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	3	0	0	5	1	0	2	1	1	4	1	0	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	363	46	24	25	29	33	28	33	6	7	0	2	7	5	2	7	6	6	5	5	5	5	5	1	3	5	5	4	6	4	10	4	1	0	5	3	0	2	5	5	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	1	4	2	3	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	404	45	35	55	32	18	19	19	8	2	16	4	4	5	14	2	18	4	5	2	12	5	3	6	3	6	1	4	1	0	30	2	0	5	0	4	4	5	4	0	0	2					
		2.90%	3.44%	2.77%	4.79%	3.37%	2.17%	2.43%	2.23%	1.45%	1.20%	2.56%	1.43%	2.04%	3.60%	5.36%	0.96%	8.91%	2.30%	5.32%	2.67%	6.19%	6.10%	4.62%	2.61%	2.86%	5.88%	2.33%	1.40%	0.72%	0.00%	3.10%	1.57%	0.00%	2.72%	0.00%	1.45%	3.17%	5.56%	3.57%	0.00%	0.00%	1.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	118	19	18	14	10	10	3	7	2	1	3	2	2	0	2	0	1	1	2	0	1	0	0	1	1	0	0	1	1	0	7	0	1	2	1	2	0	2	1	0	0	0					
		0.85%	1.45%	1.42%	1.22%	1.05%	1.21%	0.38%	0.82%	0.36%	0.60%	0.48%	0.72%	1.02%	0.00%	0.77%	0.00%	0.50%	0.57%	2.13%	0.00%	0.52%	0.00%	0.00%	0.43%	0.95%	0.00%	0.00%	0.35%	0.72%	0.00%	0.72%	0.00%	0.79%	1.09%	0.86%	0.73%	0.00%	2.22%	0.89%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0					
		0.06%	0.15%	0.00%	0.00%	0.00%	0.24%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1242	125	156	149	107	56	59	86	47	10	54	8	16	3	25	18	16	14	4	7	26	4	5	13	5	6	4	20	6	8	79	11	1	12	13	27	5	7	4	3	19	4					
		8.91%	9.56%	12.33%	12.97%	11.26%	6.76%	7.55%	10.11%	8.53%	5.99%	8.65%	2.87%	8.16%	2.16%	9.58%	8.61%	7.92%	8.05%	4.26%	9.33%	13.40%	4.88%	7.69%	5.65%	4.76%	5.88%	9.30%	7.02%	4.32%	17.02%	8.15%	8.66%	0.79%	6.52%	11.21%	9.82%	3.97%	7.78%	3.57%	3.37%	9.95%	2.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	76	17	15	10	8	3	1	2	1	0	0	0	0	1	3	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	0	1	0	0	1	0	0	1					
		0.55%	1.30%	1.19%	0.87%	0.84%	0.36%	0.13%	0.24%	0.18%	0.00%	0.00%	0.00%	0.00%	0.72%	1.15%	0.96%	0.50%	1.15%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	1.09%	0.00%	0.36%	0.00%	0.00%	0.89%	0.00%	0.00%	0.70%					
23	6.Политическая партия «Партия социальной справедливости»	25	3	2	6	1	1	4	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0					
		0.18%	0.23%	0.16%	0.52%	0.11%	0.12%	0.51%	0.24%	0.18%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1351	148	125	109	110	96	84	93	33	16	55	32	15	11	29	10	18	18	6	4	16	2	5	21	9	7	3	18	20	9	75	5	29	23	4	30	16	7	7	5	14	14					
		9.69%	11.31%	9.88%	9.49%	11.58%	11.58%	10.76%	10.93%	5.99%	9.58%	8.81%	11.47%	7.65%	7.91%	11.11%	4.78%	8.91%	10.34%	6.38%	5.33%	8.25%	2.44%	7.69%	9.13%	8.57%	6.86%	6.98%	6.32%	14.39%	19.15%	7.74%	3.94%	23.02%	12.50%	3.45%	10.91%	12.70%	7.78%	6.25%	5.62%	7.33%	9.79%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1516	181	177	174	131	105	91	125	46	27	54	17	15	16	30	15	15	10	13	12	12	10	1	22	5	8	1	10	13	2	75	5	10	20	3	14	18	2	6	8	9	8					
		10.87%	13.84%	13.99%	15.14%	13.79%	12.67%	11.65%	14.69%	8.35%	16.17%	8.65%	6.09%	7.65%	11.51%	11.49%	7.18%	7.43%	5.75%	13.83%	16.00%	6.19%	12.20%	1.54%	9.57%	4.76%	7.84%	2.33%	3.51%	9.35%	4.26%	7.74%	3.94%	7.94%	10.87%	2.59%	5.09%	14.29%	2.22%	5.36%	8.99%	4.71%	5.59%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	68	7	9	9	6	2	2	3	3	1	2	4	0	0	1	1	1	2	0	0	1	0	0	0	1	0	0	1	1	0	5	1	0	2	0	0	1	1	0	1	0	0					
