Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Усть-Абаканская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362					
1	"Число избирателей, внесенных в список избирателей"	27700	557	1276	1290	1264	1508	1559	1047	1235	385	336	278	961	1162	1122	1476	631	792	966	578	1444	810	221	693	137	1002	111	1448	102	816	106	888	778	484	237					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29388	578	1319	1370	1319	1559	1567	1086	1278	395	383	284	1025	1258	1192	1512	649	822	1065	609	1551	893	253	785	152	1096	142	1552	131	964	111	937	801	497	253					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14773	323	638	726	645	804	882	602	541	208	190	166	648	661	617	820	340	419	568	274	540	427	100	398	66	456	47	770	59	497	71	441	358	283	188					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1984	26	39	41	90	43	110	30	52	7	8	7	30	42	50	36	25	52	72	63	291	97	102	83	36	84	33	110	19	90	9	93	70	29	15					
6	Число погашенных избирательных бюллетеней	12631	229	642	603	584	712	575	454	685	180	185	111	347	555	525	656	284	351	425	272	720	369	51	304	50	556	62	672	53	377	31	403	373	185	50					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1984	26	39	41	90	43	110	30	52	7	8	7	30	42	50	36	25	52	72	63	291	97	102	83	36	84	33	110	19	90	9	93	70	29	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14773	323	638	726	645	804	882	602	541	208	190	166	648	661	617	820	340	419	568	274	540	427	100	398	66	456	47	770	59	497	71	441	358	283	188					
9	Число недействительных избирательных бюллетеней	245	4	6	7	14	18	18	6	9	5	1	3	10	13	10	7	13	3	9	2	4	12	0	4	0	5	5	20	1	9	0	7	9	5	6					
10	Число действительных избирательных бюллетеней	16512	345	671	760	721	829	974	626	584	210	197	170	668	690	657	849	352	468	631	335	827	512	202	477	102	535	75	860	77	578	80	527	419	307	197					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	819	15	12	50	20	12	30	15	10	5	50	6	20	21	23	30	5	20	64	20	10	30	10	45	10	45	22	40	30	94	5	20	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	819	15	12	50	20	12	30	15	10	5	50	6	20	21	23	30	5	20	64	20	10	30	10	45	10	45	22	40	30	94	5	20	10	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	149	3	5	2	4	10	6	5	5	1	5	4	9	1	8	10	4	12	6	4	2	3	1	2	1	8	1	5	3	9	1	1	5	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	0	0	1	1	3	3	0	4	0	2	0	0	0	1	1	1	1	6	2	2	0	1	0	0	1	0	1	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2004	55	121	122	89	60	79	88	96	39	31	44	88	93	90	158	45	52	81	33	74	25	34	30	6	68	1	80	5	66	3	55	57	28	8					
		11.96%	15.76%	17.87%	15.91%	12.11%	7.08%	7.96%	13.92%	16.19%	18.14%	15.66%	25.43%	12.98%	13.23%	13.49%	18.46%	12.33%	11.04%	12.66%	9.79%	8.90%	4.77%	16.83%	6.24%	5.88%	12.59%	1.25%	9.09%	6.41%	11.24%	3.75%	10.30%	13.32%	8.97%	3.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2744	87	150	149	143	62	108	120	124	51	41	44	89	147	104	149	77	83	92	78	129	59	27	73	23	56	10	93	16	80	8	125	63	59	25					
		16.38%	24.93%	22.16%	19.43%	19.46%	7.32%	10.89%	18.99%	20.91%	23.72%	20.71%	25.43%	13.13%	20.91%	15.59%	17.41%	21.10%	17.62%	14.38%	23.15%	15.52%	11.26%	13.37%	15.18%	22.55%	10.37%	12.50%	10.57%	20.51%	13.63%	10.00%	23.41%	14.72%	18.91%	12.32%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	262	5	16	8	10	10	15	13	8	6	3	3	11	8	12	13	6	13	7	7	10	3	3	3	4	15	1	10	1	13	2	12	5	5	1					
		1.56%	1.43%	2.36%	1.04%	1.36%	1.18%	1.51%	2.06%	1.35%	2.79%	1.52%	1.73%	1.62%	1.14%	1.80%	1.52%	1.64%	2.76%	1.09%	2.08%	1.20%	0.57%	1.49%	0.62%	3.92%	2.78%	1.25%	1.14%	1.28%	2.21%	2.50%	2.25%	1.17%	1.60%	0.49%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3294	58	107	144	122	142	219	147	97	31	41	33	186	102	152	194	65	85	173	98	126	155	46	65	7	129	17	174	6	106	17	90	51	63	46					
		19.66%	16.62%	15.81%	18.77%	16.60%	16.77%	22.08%	23.26%	16.36%	14.42%	20.71%	19.08%	27.43%	14.51%	22.79%	22.66%	17.81%	18.05%	27.03%	29.08%	15.16%	29.58%	22.77%	13.51%	6.86%	23.89%	21.25%	19.77%	7.69%	18.06%	21.25%	16.85%	11.92%	20.19%	22.66%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	260	4	8	12	11	14	15	19	18	4	2	2	8	7	10	35	17	6	8	2	4	5	2	3	1	4	0	5	0	7	2	8	8	7	2					
		1.55%	1.15%	1.18%	1.56%	1.50%	1.65%	1.51%	3.01%	3.04%	1.86%	1.01%	1.16%	1.18%	0.99%	1.50%	4.09%	4.66%	1.27%	1.25%	0.59%	0.48%	0.95%	0.99%	0.62%	0.98%	0.74%	0.00%	0.57%	0.00%	1.19%	2.50%	1.50%	1.87%	2.24%	0.99%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7882	135	268	323	345	537	537	234	240	78	75	42	284	329	286	295	139	226	268	113	479	265	89	302	61	261	46	497	49	304	48	235	233	144	115					
		47.04%	38.68%	39.59%	42.11%	46.94%	63.40%	54.13%	37.03%	40.47%	36.28%	37.88%	24.28%	41.89%	46.80%	42.88%	34.46%	38.08%	47.98%	41.88%	33.53%	57.64%	50.57%	44.06%	62.79%	59.80%	48.33%	57.50%	56.48%	62.82%	51.79%	60.00%	44.01%	54.44%	46.15%	56.65%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	66	1	1	2	1	4	1	5	1	1	4	2	2	4	3	5	3	3	2	4	5	0	1	1	0	2	0	1	0	2	0	2	2	1	0					
		0.39%	0.29%	0.15%	0.26%	0.14%	0.47%	0.10%	0.79%	0.17%	0.47%	2.02%	1.16%	0.29%	0.57%	0.45%	0.58%	0.82%	0.64%	0.31%	1.19%	0.60%	0.00%	0.50%	0.21%	0.00%	0.37%	0.00%	0.11%	0.00%	0.34%	0.00%	0.37%	0.47%	0.32%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
