Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Арзамасская городская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153					
1	"Число избирателей, внесенных в список избирателей"	86682	2155	1970	1949	1882	2914	2642	2086	1135	3064	1497	1557	1626	1972	1591	1524	1988	1890	2240	1643	2129	3004	2613	1065	2071	2020	1599	1927	1342	754	2324	2032	999	1435	1233	1036	2470	914	1256	2299	1767	3076	1121	1735	2582	1436	3118					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	71648	1600	1500	1600	1500	2400	2250	1900	1000	2250	1100	1350	1200	1600	1400	1150	1500	1600	1800	1300	1798	2400	2150	1000	1800	2000	1500	1700	1250	1000	2000	1500	1000	1100	1000	900	2000	750	950	1750	1200	2900	1000	1400	1900	1100	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	58049	1162	1141	1410	1210	2242	1766	1318	827	1989	924	1022	1076	1385	1175	931	1301	1473	1508	1139	1501	1764	1727	818	1568	1502	1117	1519	967	466	1583	1387	649	817	737	719	1792	637	766	1306	1058	2103	745	1181	1564	917	2140					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	6132	224	204	74	111	99	283	338	89	244	96	85	124	169	62	171	71	102	92	67	156	569	230	117	48	123	194	12	132	13	70	98	106	79	72	69	105	57	112	149	85	75	120	84	137	50	365					
6	Число погашенных избирательных бюллетеней	7467	214	155	116	179	59	201	244	84	17	80	243	0	46	163	48	128	25	200	94	141	67	193	65	184	375	189	169	151	521	347	15	245	204	191	112	103	56	72	295	57	722	135	135	199	133	95					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6132	224	204	74	111	99	283	338	89	244	96	85	124	169	62	171	71	102	92	67	156	569	230	117	48	123	194	12	132	13	70	98	106	79	72	69	105	57	112	149	85	75	120	84	137	50	365					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	57952	1162	1141	1409	1195	2242	1766	1318	827	1989	923	1022	1076	1385	1173	931	1301	1473	1500	1139	1501	1764	1727	818	1568	1502	1117	1501	967	466	1580	1387	649	817	734	719	1760	637	766	1306	1058	2103	739	1181	1556	917	2140					
9	Число недействительных избирательных бюллетеней	861	7	7	26	3	24	124	13	10	16	17	18	9	10	11	27	27	17	14	13	23	33	7	10	39	22	13	20	7	20	32	33	4	0	11	12	14	37	12	17	10	22	15	20	24	5	6					
10	Число действительных избирательных бюллетеней	63223	1379	1338	1457	1303	2317	1925	1643	906	2217	1002	1089	1191	1544	1224	1075	1345	1558	1578	1193	1634	2300	1950	925	1577	1603	1298	1493	1092	459	1618	1452	751	896	795	776	1851	657	866	1438	1133	2156	844	1245	1669	962	2499					
