Выборы Президента Российской Федерации																																																																																
Дата голосования: 18.03.2018																																																																																
																																																																																
Наименование Избирательной комиссии:    Новочеркасская городская																																																																																
																																																																																
Сводная таблица итогов голосования																																																																																
																																																																																
	Число участковых избирательных комиссий	69																																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	69																																																																														
																																																																																
		Сумма	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №2621									
1	"Число избирателей, включенных в список избирателей"	128449	2304	2462	1604	1580	1555	497	2095	2211	2196	1219	1530	1314	2771	1798	2874	2725	2237	1518	2584	1734	1112	1916	1714	2404	1033	2368	2196	1475	1024	1279	2220	1748	2087	1927	2337	387	2553	2514	2479	2901	1695	1466	1447	1713	1743	1618	2407	1910	2146	2248	1660	1430	2178	1767	2550	1651	857	1602	1316	2445	1618	2030	2507	2575	2376	799	1760	1210	1243									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	95100	1800	2000	1150	1100	1150	400	1500	1600	1600	1100	1100	950	1950	1500	2350	1900	1600	1100	1850	1200	800	1400	1250	1700	700	1700	1600	1000	750	1100	1550	1450	1450	1400	1600	300	1850	1850	1800	2100	1250	1050	1050	1250	1550	1350	1700	1400	1550	1600	1200	1050	1550	1500	1850	1200	600	1150	950	1800	1200	1450	1800	1800	1750	800	1300	1250	900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	75029	1312	1509	928	941	893	285	1242	1377	1320	907	878	763	1557	1221	1806	1529	1269	852	1398	880	560	936	919	1148	575	1267	1176	811	616	991	1322	863	1103	1095	1212	254	1394	1537	1478	1740	1071	926	963	1066	1045	1032	1380	1108	1211	1392	998	866	1237	1134	1506	822	394	900	832	1515	844	1144	1597	1310	1286	490	1165	1191	740									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3112	102	99	32	28	36	8	41	30	50	8	30	17	48	34	37	109	44	16	53	215	48	31	35	105	14	39	49	20	12	5	37	182	35	54	38	9	45	52	43	32	26	31	25	59	36	52	30	30	31	30	24	24	32	21	55	24	11	21	14	42	22	32	44	139	31	260	20	0	24									
6	Число погашенных избирательных бюллетеней	16959	386	392	190	131	221	107	217	193	230	185	192	170	345	245	507	262	287	232	399	105	192	433	296	447	111	394	375	169	122	104	191	405	312	251	350	37	411	261	279	328	153	93	62	125	469	266	290	262	308	178	178	160	281	345	289	354	195	229	104	243	334	274	159	351	433	50	115	59	136									
