Выборы Президента Российской Федерации																																																																															
Дата голосования: 04.03.2012																																																																															
																																																																															
Наименование Избирательной комиссии:    Новочеркасская городская																																																																															
																																																																															
Сводная таблица итогов голосования																																																																															
																																																																															
	Число участковых избирательных комиссий	68																																																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	68																																																																													
																																																																															
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №2485	УИК №2487	УИК №2488									
1	Число избирателей, включенных в список избирателей	136450	2834	2681	2437	1912	1549	507	1999	2385	2245	1683	1556	1515	2690	1174	1740	2476	2397	1625	2765	1778	1760	2039	2350	2456	1269	2161	2320	2173	1153	2777	1995	1930	2478	2350	1110	410	2775	2690	2661	2815	1762	1566	1597	1815	1964	1756	2620	2257	2191	2472	1640	1486	2321	1876	2581	1842	926	1688	1402	2722	1758	2237	2693	2851	2503	687	2395	1222									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	122050	2600	2400	2200	1700	1400	500	1800	2150	2050	1500	1400	1350	2450	1050	1550	2150	2150	1450	2450	1400	1550	1850	2050	2050	1050	1950	2050	1900	1050	2350	1800	1600	2250	2100	1000	400	2500	2450	2450	2550	1600	1400	1450	1650	1750	1550	2400	2050	1950	2200	1450	1350	2100	1700	2300	1700	800	1500	1300	2450	1600	2000	2400	2450	2250	650	2000	1400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	80025	1684	1639	1482	1094	915	298	1275	1521	1378	1067	837	929	1518	608	1003	1507	1351	894	1445	929	925	1038	1308	1064	705	1222	1212	1134	688	1862	1171	981	1250	1431	620	276	1689	1701	1596	1698	1018	990	1038	1161	1202	1143	1536	1381	1280	1436	977	926	1278	1221	1493	1018	346	878	827	1646	906	1368	1724	1557	1497	291	1749	1193									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3691	86	103	54	36	23	4	38	56	76	10	38	31	68	54	36	135	45	17	33	239	54	70	63	194	41	37	64	40	19	8	47	169	75	54	30	5	52	82	26	39	37	47	20	69	36	66	30	24	48	44	45	24	67	29	52	21	16	39	30	36	30	50	42	119	29	274	16	0									
6	Число погашенных избирательных бюллетеней	38334	830	658	664	570	462	198	487	573	596	423	525	390	864	388	511	508	754	539	972	232	571	742	679	792	304	691	774	726	343	480	582	450	925	615	350	119	759	667	828	813	545	363	392	420	512	341	834	645	622	720	428	400	755	450	755	661	438	583	443	768	664	582	634	774	724	85	235	207									
