Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Казанская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481					
1	"Число избирателей, внесенных в список"	17397	605	162	120	544	188	811	174	478	798	492	304	1097	223	239	205	1663	1065	897	946	1483	1079	498	314	403	294	368	93	322	139	509	90	94	567	133					
2	Число полученных избирательных бюллетеней	17469	606	168	123	526	196	806	178	481	797	496	306	1072	224	230	208	1640	1080	907	931	1549	1085	489	317	415	296	373	101	321	139	515	94	98	574	128					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13916	465	151	113	425	170	658	147	445	688	421	300	812	167	195	188	1183	773	677	664	1146	800	420	297	344	271	343	84	281	120	422	90	80	458	118					
5	"Число избирательных бюллетеней, выданных вне помещения"	1156	48	0	0	92	14	77	15	20	12	23	0	104	42	30	17	85	72	50	34	76	85	53	13	33	0	23	9	30	11	43	0	5	39	1					
6	Число погашенных избирательных бюллетеней	2397	93	17	10	9	12	71	16	16	97	52	6	156	15	5	3	372	235	180	233	327	200	16	7	38	25	7	8	10	8	50	4	13	77	9					
7	Число избирательных бюллетеней в переносных ящиках	1156	48	0	0	92	14	77	15	20	12	23	0	104	42	30	17	85	72	50	34	76	85	53	13	33	0	23	9	30	11	43	0	5	39	1					
8	Число бюллетеней в стационарных ящиках для голосования	13907	465	151	113	425	170	658	147	445	688	421	300	812	167	195	188	1174	773	677	664	1146	800	420	297	344	271	343	84	281	120	422	90	80	458	118					
9	Число недействительных избирательных бюллетеней	170	28	2	0	7	0	7	0	2	0	9	0	11	3	3	1	20	7	7	9	11	10	9	2	5	0	3	0	3	1	6	0	0	3	1					
10	Число действительных избирательных бюллетеней	14893	485	149	113	510	184	728	162	463	700	435	300	905	206	222	204	1239	838	720	689	1211	875	464	308	372	271	363	93	308	130	459	90	85	494	118					
11	Число полученных открепительных  удостоверений	348	10	9	9	9	9	9	5	9	10	10	9	11	9	9	9	28	15	9	12	15	15	9	9	9	9	9	9	9	9	15	9	4	10	8					
12	Число выданных открепительных удостоверений	137	8	1	0	0	0	5	0	2	1	0	0	8	0	1	0	26	15	9	12	7	5	2	1	6	0	1	1	4	0	12	0	0	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	5	1	0	8	1	12	0	1	2	2	0	3	1	2	2	14	4	2	2	6	1	4	0	1	0	2	1	1	1	5	0	1	2	2					
14	Число неиспользованных открепительных удостоверений	211	2	8	9	9	9	4	5	7	9	10	9	3	9	8	9	2	0	0	0	8	10	7	8	3	9	8	8	5	9	3	9	4	0	8					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
