Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Архангельская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903					
1	"Число избирателей, внесенных в список избирателей"	15035	824	2279	2403	221	627	244	300	85	204	611	182	506	186	662	100	310	97	454	193	444	255	135	220	147	517	263	270	150	92	267	307	490	380	244	366					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15559	930	2300	2430	239	641	247	316	97	218	650	187	534	187	763	103	323	100	455	193	454	269	135	226	147	528	263	271	157	90	271	323	502	376	253	381					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11524	593	1814	1705	139	474	212	167	32	193	429	126	381	139	412	90	238	59	343	185	401	216	100	176	122	316	236	224	124	81	231	269	383	325	240	349					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2003	169	150	263	68	98	24	115	40	11	141	52	125	14	120	5	45	21	107	2	34	31	35	38	22	54	4	16	23	7	30	15	82	32	0	10					
6	Число погашенных избирательных бюллетеней	2032	168	336	462	32	69	11	34	25	14	80	9	28	34	231	8	40	20	5	6	19	22	0	12	3	158	23	31	10	2	10	39	37	19	13	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2003	169	150	263	68	98	24	115	40	11	141	52	125	14	120	5	45	21	107	2	34	31	35	38	22	54	4	16	23	7	30	15	82	32	0	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11524	593	1814	1705	139	474	212	167	32	193	429	126	381	139	412	90	238	59	343	185	401	216	100	176	122	316	236	224	124	81	231	269	383	325	240	349					
9	Число недействительных избирательных бюллетеней	197	4	11	11	2	13	0	0	0	4	4	1	5	0	7	1	2	13	8	0	0	24	0	13	8	2	1	5	0	3	0	4	36	2	13	0					
10	Число действительных избирательных бюллетеней	13330	758	1953	1957	205	559	236	282	72	200	566	177	501	153	525	94	281	67	442	187	435	223	135	201	136	368	239	235	147	85	261	280	429	355	227	359					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	289	16	30	25	11	10	4	6	10	2	17	3	20	4	14	2	10	2	5	4	4	9	0	6	3	10	5	5	5	2	5	6	13	8	5	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	252	16	29	25	11	10	3	5	10	2	17	3	20	4	14	2	10	2	0	3	2	9	0	6	2	4	3	0	5	0	4	4	13	3	5	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	116	3	20	3	1	5	1	6	1	2	3	1	4	4	6	2	3	1	3	1	3	2	1	2	2	2	5	3	1	5	4	1	9	3	2	1					
