Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Зональная																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832					
1	"Число избирателей, внесенных в список"	15184	1850	2747	250	193	1151	1320	809	1432	316	342	2495	1350	929					
2	Число полученных избирательных бюллетеней	14838	1827	2724	238	189	1139	1295	778	1379	292	309	2365	1350	953					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9986	1186	1808	180	148	787	826	643	945	211	217	1581	927	527					
5	"Число избирательных бюллетеней, выданных вне помещения"	413	51	71	5	4	62	28	23	32	2	14	34	40	47					
6	Число погашенных избирательных бюллетеней	4439	590	845	53	37	290	441	112	402	79	78	750	383	379					
7	Число избирательных бюллетеней в переносных ящиках	413	51	71	5	4	62	28	23	32	2	14	34	40	47					
8	Число бюллетеней в стационарных ящиках для голосования	9979	1185	1805	180	148	787	826	643	945	211	217	1578	927	527					
9	Число недействительных избирательных бюллетеней	110	8	17	8	3	14	5	9	11	4	7	10	9	5					
10	Число действительных избирательных бюллетеней	10282	1228	1859	177	149	835	849	657	966	209	224	1602	958	569					
11	Число полученных открепительных  удостоверений	195	25	37	3	3	15	17	10	18	4	4	31	17	11					
12	Число выданных открепительных удостоверений	33	6	14	0	0	1	0	2	1	0	0	3	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	39	6	7	2	0	6	3	3	3	0	0	9	0	0					
14	Число неиспользованных открепительных удостоверений	162	19	23	3	3	14	17	8	17	4	4	28	13	9					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	303	30	48	5	5	29	38	18	28	5	3	41	39	14					
		2.92%	2.43%	2.56%	2.70%	3.29%	3.42%	4.45%	2.70%	2.87%	2.35%	1.30%	2.54%	4.03%	2.44%					
19	. Малышкин Олег Александрович	488	79	94	11	18	57	47	25	35	3	5	65	19	30					
		4.70%	6.39%	5.01%	5.95%	11.84%	6.71%	5.50%	3.75%	3.58%	1.41%	2.16%	4.03%	1.96%	5.23%					
20	. Миронов Сергей Михайлович	87	6	15	0	3	15	4	4	9	1	1	16	11	2					
		0.84%	0.49%	0.80%	0.00%	1.97%	1.77%	0.47%	0.60%	0.92%	0.47%	0.43%	0.99%	1.14%	0.35%					
21	. Путин Владимир Владимирович	7069	835	1321	126	104	545	547	490	639	158	146	1157	669	332					
		68.02%	67.56%	70.42%	68.11%	68.42%	64.19%	64.05%	73.57%	65.40%	74.18%	63.20%	71.77%	69.18%	57.84%					
22	. Хакамада Ирина Муцуовна	175	20	33	1	3	19	17	14	10	4	4	19	21	10					
		1.68%	1.62%	1.76%	0.54%	1.97%	2.24%	1.99%	2.10%	1.02%	1.88%	1.73%	1.18%	2.17%	1.74%					
23	. Харитонов Николай Михайлович	2008	243	321	31	14	162	186	98	235	35	61	274	178	170					
		19.32%	19.66%	17.11%	16.76%	9.21%	19.08%	21.78%	14.71%	24.05%	16.43%	26.41%	17.00%	18.41%	29.62%					
																				
24	Против всех	152	15	27	3	2	8	10	8	10	3	4	30	21	11					
		1.46%	1.21%	1.44%	1.62%	1.32%	0.94%	1.17%	1.20%	1.02%	1.41%	1.73%	1.86%	2.17%	1.92%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
