Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
"Наименование Избирательной комиссии:    Прокопьевск, Рудничная"																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847					
1	"Число избирателей, внесенных в список избирателей"	50967	1841	1937	1122	2486	2350	1717	2035	1925	2672	1864	2155	2216	2018	2435	1876	2239	1954	2304	1893	1970	2165	2023	2131	2035	1604					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49950	1800	1900	1100	2500	2400	1700	2000	1800	2700	1800	2000	2100	2000	2500	1800	2200	1900	2300	1900	1900	2150	2000	2100	2000	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	41388	1538	1631	869	2362	2010	1608	1541	1762	2104	1492	1784	1829	1628	2350	1418	1687	1321	1799	1503	1614	1698	1560	1579	1451	1250					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2307	30	58	62	27	80	26	86	36	67	183	174	58	87	85	107	106	93	74	86	83	222	120	136	183	38					
6	Число погашенных избирательных бюллетеней	6255	232	211	169	111	310	66	373	2	529	125	42	213	285	65	275	407	486	427	311	203	230	320	385	366	112					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2307	30	58	62	27	80	26	86	36	67	183	174	58	87	85	107	106	93	74	86	83	222	120	136	183	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41383	1538	1631	869	2362	2010	1608	1541	1762	2104	1492	1784	1829	1628	2350	1418	1687	1321	1799	1503	1614	1697	1556	1579	1451	1250					
9	Число недействительных избирательных бюллетеней	867	13	11	113	307	10	50	29	17	29	10	33	11	10	0	1	7	48	32	41	7	2	8	26	49	3					
10	Число действительных избирательных бюллетеней	42823	1555	1678	818	2082	2080	1584	1598	1781	2142	1665	1925	1876	1705	2435	1524	1786	1366	1841	1548	1690	1917	1668	1689	1585	1285					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1393	66	58	38	96	51	60	63	48	69	57	61	48	62	55	44	55	47	60	48	45	57	52	57	54	42					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1393	66	58	38	96	51	60	63	48	69	57	61	48	62	55	44	55	47	60	48	45	57	52	57	54	42					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	731	43	58	18	10	18	18	14	11	12	75	30	24	86	92	20	17	19	20	16	30	24	27	20	14	15					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	87	3	3	4	4	3	0	1	6	2	5	3	2	3	8	5	9	5	0	3	1	3	4	3	0	7					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2523	6	102	33	122	97	92	160	122	133	79	59	164	149	151	32	41	160	65	139	134	93	153	177	19	41					
		5.77%	0.38%	6.04%	3.54%	5.11%	4.64%	5.63%	9.83%	6.79%	6.13%	4.72%	3.01%	8.69%	8.69%	6.20%	2.10%	2.29%	11.32%	3.47%	8.75%	7.90%	4.85%	9.13%	10.32%	1.16%	3.18%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3357	101	105	55	120	109	132	191	82	141	154	138	195	121	91	149	133	139	206	156	166	136	184	174	88	91					
		7.68%	6.44%	6.22%	5.91%	5.02%	5.22%	8.08%	11.74%	4.56%	6.49%	9.19%	7.05%	10.33%	7.06%	3.74%	9.77%	7.42%	9.83%	10.99%	9.82%	9.78%	7.09%	10.98%	10.15%	5.39%	7.07%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	149	2	2	2	2	4	2	20	5	7	8	6	6	4	10	0	9	7	11	9	4	0	7	15	6	1					
		0.34%	0.13%	0.12%	0.21%	0.08%	0.19%	0.12%	1.23%	0.28%	0.32%	0.48%	0.31%	0.32%	0.23%	0.41%	0.00%	0.50%	0.50%	0.59%	0.57%	0.24%	0.00%	0.42%	0.87%	0.37%	0.08%					
