Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Камышловская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457					
1	"Число избирателей, внесенных в список"	21763	817	464	418	1045	612	680	1428	511	203	648	475	758	404	1666	244	469	1089	281	707	787	601	2527	2750	2179					
2	Число полученных избирательных бюллетеней	21000	820	470	410	1050	610	660	1410	510	200	650	480	700	400	1480	230	430	1080	280	710	780	600	2300	2500	2240					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12550	359	231	202	525	246	301	744	147	105	326	204	235	193	838	120	380	411	98	368	354	259	1926	1973	2005					
5	"Число избирательных бюллетеней, выданных вне помещения"	1607	152	24	21	28	75	67	35	115	10	29	120	159	52	57	19	16	76	82	62	76	145	0	37	150					
6	Число погашенных избирательных бюллетеней	6843	309	215	187	497	289	292	631	248	85	295	156	306	155	585	91	34	593	100	280	350	196	374	490	85					
7	Число избирательных бюллетеней в переносных ящиках	1607	152	24	21	28	75	67	35	115	10	29	120	159	52	57	19	16	76	82	62	76	145	0	37	150					
8	Число бюллетеней в стационарных ящиках для голосования	12550	359	231	202	525	246	301	744	147	105	326	204	235	193	838	120	380	411	98	368	354	259	1926	1973	2005					
9	Число недействительных избирательных бюллетеней	119	6	2	3	4	7	3	5	2	2	5	6	7	7	8	3	3	9	2	9	5	4	5	11	1					
10	Число действительных избирательных бюллетеней	14038	505	253	220	549	314	365	774	260	113	350	318	387	238	887	136	393	478	178	421	425	400	1921	1999	2154					
11	Число полученных открепительных  удостоверений	448	23	10	10	30	20	20	30	15	5	20	10	20	10	30	5	10	20	10	20	20	20	30	30	30					
