Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Наровчатская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9618	522	534	239	205	492	197	313	165	374	524	112	130	125	178	191	71	150	227	106	127	130	112	230	242	1888	1414	331	289									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9791	530	555	247	207	500	204	324	168	375	527	117	135	124	180	193	72	154	230	111	127	130	116	227	256	1897	1448	341	296									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7208	354	395	148	112	322	136	219	119	306	422	82	115	116	161	179	47	129	184	73	75	107	75	194	98	1516	1094	209	221									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	926	86	42	56	51	55	24	46	18	33	38	9	10	6	6	10	17	9	26	13	25	10	20	23	37	73	115	50	18									
6	Число погашенных избирательных бюллетеней	1657	90	118	43	44	123	44	59	31	36	67	26	10	2	13	4	8	16	20	25	27	13	21	10	121	308	239	82	57									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	926	86	42	56	51	55	24	46	18	33	38	9	10	6	6	10	17	9	26	13	25	10	20	23	37	73	115	50	18									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7208	354	395	148	112	322	136	219	119	306	422	82	115	116	161	179	47	129	184	73	75	107	75	194	98	1516	1094	209	221									
9	Число недействительных избирательных бюллетеней	59	15	4	2	1	2	0	2	4	2	2	0	0	0	0	2	0	2	0	0	0	2	0	1	2	7	0	7	2									
10	Число действительных избирательных бюллетеней	8075	425	433	202	162	375	160	263	133	337	458	91	125	122	167	187	64	136	210	86	100	115	95	216	133	1582	1209	252	237									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	192	7	17	5	4	7	4	5	5	5	7	4	4	4	5	5	4	4	5	4	4	4	4	5	5	25	25	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	77	1	14	0	0	4	0	0	0	1	1	1	0	0	1	1	0	2	0	3	1	3	0	0	0	25	11	6	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	3	0	1	1	3	2	0	0	1	1	0	0	1	1	2	1	1	2	1	1	1	1	0	2	8	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	115	6	3	5	4	3	4	5	5	4	6	3	4	4	4	4	4	2	5	1	3	1	4	5	5	0	14	4	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	6	4	1	0									
