Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Кимрская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473					
1	"Число избирателей, внесенных в списки избирателей"	12432	2334	455	1406	322	981	331	367	1016	341	364	295	808	223	822	275	557	1535					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10600	2000	400	1100	300	850	300	350	850	300	350	250	750	200	700	250	450	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5174	1171	129	442	116	372	137	145	521	182	107	78	361	93	450	118	215	537					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1658	49	149	207	88	112	78	77	64	61	123	59	96	47	78	55	85	230					
6	Число погашенных избирательных бюллетеней	3768	780	122	451	96	366	85	128	265	57	120	113	293	60	172	77	150	433					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1658	49	149	207	88	112	78	77	64	61	123	59	96	47	78	55	85	230					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5172	1171	129	442	116	372	137	145	521	182	107	78	361	93	450	118	215	535					
9	Число недействительных избирательных бюллетеней	47	10	1	4	2	3	1	1	5	1	0	2	9	0	1	0	2	5					
10	Число действительных избирательных бюллетеней	6783	1210	277	645	202	481	214	221	580	242	230	135	448	140	527	173	298	760					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	320	30	15	20	15	30	15	10	30	20	10	10	20	15	15	15	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	165	20	7	6	4	22	9	3	29	5	4	2	16	2	8	3	4	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	178	18	6	15	11	11	3	4	28	20	2	4	11	1	5	10	0	29					
14	Число погашенных неиспользованных открепительных удостоверений	155	10	8	14	11	8	6	7	1	15	6	8	4	13	7	12	16	9					
