Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Тындинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713					
1	"Число избирателей, внесенных в список избирателей"	12386	196	165	1405	1505	215	283	382	548	375	283	247	309	2198	266	421	918	229	608	276	190	1367					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11900	180	180	1100	1400	210	280	380	570	370	270	270	330	2100	260	440	940	250	610	270	240	1250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	1039	0	0	213	2	0	0	0	11	0	0	0	0	133	0	100	532	48	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8108	151	132	716	1119	170	246	307	422	273	191	156	237	1487	217	256	261	123	454	204	179	807					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	416	0	5	25	31	13	9	6	14	2	14	15	6	169	4	8	0	10	57	6	2	20					
6	Число погашенных избирательных бюллетеней	2337	29	43	146	248	27	25	67	123	95	65	99	87	311	39	76	147	69	99	60	59	423					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1455	0	5	238	33	13	9	6	25	2	14	15	6	302	4	108	532	58	57	6	2	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8106	151	132	716	1119	170	246	307	422	273	191	156	237	1487	217	256	259	123	454	204	179	807					
9	Число недействительных избирательных бюллетеней	242	27	1	70	10	1	3	1	3	2	1	5	0	59	4	17	23	1	3	1	3	7					
10	Число действительных избирательных бюллетеней	9319	124	136	884	1142	182	252	312	444	273	204	166	243	1730	217	347	768	180	508	209	178	820					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	282	5	17	30	30	10	10	9	15	8	5	5	5	40	5	9	19	5	15	5	5	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	222	2	17	30	30	9	10	3	15	8	5	3	2	0	5	9	19	0	15	5	5	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	87	2	4	43	0	1	1	1	2	1	0	1	8	2	4	1	14	0	0	2	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	60	3	0	0	0	1	0	6	0	0	0	2	3	40	0	0	0	5	0	0	0	0					
