Выборы Президента Российской Федерации																																																			
																																																			
Наименование Избирательной комиссии:    район Бибирево																																																			
																																																			
Итоги голосования 																																																			
																																																			
		Сумма	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №3069					
1	"Число избирателей, внесенных в список"	105706	2666	2625	2421	2798	2751	2616	2142	2670	2560	2633	2114	2311	2749	1783	2014	1894	2522	2295	2652	2146	2360	2480	2455	2481	2630	2295	2464	2392	2560	2819	2517	2614	2510	2694	2583	2362	2614	2574	2607	1746	2551	2603	2315	118					
2	Число полученных избирательных бюллетеней	94500	2400	2300	2200	2500	2500	2300	1900	2400	2300	2400	1900	2100	2500	1600	1800	1700	2200	2000	2400	1900	2100	2200	2200	2200	2400	2100	2200	2100	2300	2500	2300	2300	2200	2400	2300	2100	2300	2300	2300	1500	2300	2300	2100	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	59088	1365	1363	1481	1970	1975	1437	1162	1528	1282	1400	1046	1607	1587	983	994	1123	1271	1326	1360	1191	1203	1284	1224	1310	1328	1263	1441	1214	1405	1390	1190	1680	1327	1431	1426	1331	1409	1413	1320	1209	1874	1474	1373	118					
5	"Число избирательных бюллетеней, выданных вне помещения"	1302	43	40	32	39	24	37	30	38	43	18	18	19	20	36	21	24	18	35	17	61	21	49	24	44	13	30	63	35	49	38	40	25	32	46	14	23	31	13	30	2	18	24	25	0					
6	Число погашенных избирательных бюллетеней	34110	992	897	687	491	501	826	708	834	975	982	836	474	893	581	785	553	911	639	1023	648	876	867	952	846	1059	807	696	851	846	1072	1070	595	841	923	860	746	860	874	950	289	408	802	702	82					
7	Число избирательных бюллетеней в переносных ящиках	1302	43	40	32	39	24	37	30	38	43	18	18	19	20	36	21	24	18	35	17	61	21	49	24	44	13	30	63	35	49	38	40	25	32	46	14	23	31	13	30	2	18	24	25	0					
8	Число бюллетеней в стационарных ящиках для голосования	58879	1365	1360	1481	1923	1975	1437	1162	1528	1278	1392	1040	1587	1587	983	967	1116	1264	1322	1343	1191	1203	1284	1219	1305	1321	1258	1439	1213	1405	1390	1187	1680	1327	1424	1420	1331	1407	1413	1317	1209	1870	1470	1368	118					
9	Число недействительных избирательных бюллетеней	534	9	11	5	47	14	15	16	13	8	15	6	6	17	9	23	8	14	11	30	9	11	17	15	7	17	12	9	13	2	35	8	7	0	6	7	4	7	14	9	12	18	11	7	0					
10	Число действительных избирательных бюллетеней	59647	1399	1389	1508	1915	1985	1459	1176	1553	1313	1395	1052	1600	1590	1010	965	1132	1268	1346	1330	1243	1213	1316	1228	1342	1317	1276	1493	1235	1452	1393	1219	1698	1359	1464	1427	1350	1431	1412	1338	1199	1870	1483	1386	118					
11	Число полученных открепительных  удостоверений	2150	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0					
12	Число выданных открепительных удостоверений	1161	20	26	25	32	33	28	24	36	46	25	18	27	26	25	27	22	28	23	32	29	26	28	39	44	24	21	23	26	30	32	34	13	22	25	34	20	23	20	37	19	24	24	21	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	683	23	16	5	18	1	20	15	48	11	15	14	9	15	13	2	13	11	8	12	24	7	11	7	26	13	12	7	22	57	21	11	10	14	13	8	21	25	14	13	28	1	29	7	13					
