Выборы Президента Российской Федерации																																																																																								
Дата голосования: 04.03.2012																																																																																								
																																																																																								
Наименование Избирательной комиссии:    Новомосковская																																																																																								
																																																																																								
Сводная таблица итогов голосования																																																																																								
																																																																																								
	Число участковых избирательных комиссий	77																																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	77																																																																																						
																																																																																								
		Сумма	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639									
1	Число избирателей, включенных в список избирателей	118381	1693	905	2134	1999	2126	1741	1986	2332	1979	1927	2086	2015	2550	2472	2559	2427	2197	2198	2544	2621	2071	1478	2023	1871	1391	2109	2050	2068	1720	2357	1934	1963	1962	2103	2060	2305	2013	2006	2512	2507	2080	2267	2046	2065	2121	2024	1264	354	2178	655	1939	1991	1725	1106	1274	224	182	471	268	445	244	1254	1558	237	286	1060	335	122	161	251	782	745	401	356	545	155	216									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	113870	1500	800	2000	2000	2000	1500	2000	2000	2000	2000	2000	2000	2500	2500	2500	2500	2000	2000	2500	2500	2000	1400	2000	1800	1400	2000	2000	2000	1500	2000	1900	2000	2000	2000	2000	2000	2000	2000	2500	2500	2000	2000	2000	2000	2000	2000	1200	300	2000	650	1900	2000	1500	1000	1000	220	156	500	250	500	230	1200	1500	214	250	1000	370	110	150	250	800	750	350	300	1000	200	220									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	68999	1002	527	1420	1408	1584	1021	1265	1381	1148	1077	1317	1178	1378	1501	1723	1361	1214	1162	1375	1376	1152	1019	1228	1338	897	1121	1312	1293	902	1271	1152	1323	1326	1295	1262	1450	1218	1130	1478	1356	1387	1786	969	1058	1177	1091	722	79	1082	345	934	1056	854	504	629	162	101	175	148	141	98	736	856	114	134	465	125	33	89	171	361	378	256	215	315	96	216									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	12886	192	183	204	205	257	215	212	424	244	225	96	104	230	186	215	214	133	221	187	266	146	111	282	90	88	229	187	184	192	174	174	129	106	214	176	82	232	122	93	141	291	162	182	188	214	102	126	149	304	171	186	204	205	171	130	58	55	220	102	172	74	222	262	92	81	326	104	74	40	30	219	174	57	85	230	59	0									
6	Число погашенных избирательных бюллетеней	31985	306	90	376	387	159	264	523	195	608	698	587	718	892	813	562	925	653	617	938	858	702	270	490	372	415	650	501	523	406	555	574	548	568	491	562	468	550	748	929	1003	322	52	849	754	609	807	352	72	614	134	780	740	441	325	241	0	0	105	0	187	58	242	382	8	35	209	141	3	21	49	220	198	37	0	455	45	4									
