Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Алексеевский район																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №3655									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	42124	2943	2274	1746	1710	1738	2509	2606	2268	2372	1722	2799	1762	2141	1674	1754	1603	1688	3370	1635	1496	314									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37000	2700	2000	1500	1500	1500	2300	2400	2000	2100	1500	2500	1500	1900	1400	1500	1300	1300	3000	1300	1200	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15634	1086	772	680	640	608	816	936	751	824	597	945	664	815	621	604	587	572	1668	595	539	314									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	452	27	27	18	26	18	18	27	17	18	23	46	15	23	21	17	21	25	41	9	15	0									
6	Число погашенных избирательных бюллетеней	20914	1587	1201	802	834	874	1466	1437	1232	1258	880	1509	821	1062	758	879	692	703	1291	696	646	286									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	452	27	27	18	26	18	18	27	17	18	23	46	15	23	21	17	21	25	41	9	15	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15590	1084	772	677	635	607	813	935	751	821	597	933	661	815	619	601	587	570	1665	594	539	314									
9	Число недействительных избирательных бюллетеней	244	15	20	6	17	9	9	19	14	14	11	9	8	12	9	2	8	7	25	9	15	6									
10	Число действительных избирательных бюллетеней	15798	1096	779	689	644	616	822	943	754	825	609	970	668	826	631	616	600	588	1681	594	539	308									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	301	20	10	10	10	30	20	20	20	11	20	10	10	10	10	10	20	10	20	10	20	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	211	17	7	7	6	15	16	18	12	11	11	10	9	6	5	8	11	7	17	5	13	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	549	41	15	11	11	13	16	65	11	20	17	27	41	20	37	49	29	15	38	48	25	0									
14	Число погашенных неиспользованных открепительных удостоверений	90	3	3	3	4	15	4	2	8	0	9	0	1	4	5	2	9	3	3	5	7	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	2	0	2	1	1	0	3	3	0	3	1	4	0	2	2	1	0	1	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	507	38	20	27	23	28	24	36	25	22	23	23	27	26	22	21	26	15	39	24	14	4									
		3.16%	3.42%	2.50%	3.88%	3.48%	4.48%	2.89%	3.74%	3.26%	2.62%	3.71%	2.35%	3.99%	3.10%	3.44%	3.40%	4.28%	2.52%	2.29%	3.98%	2.53%	1.27%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	311	18	29	16	7	12	9	21	20	20	13	19	18	17	8	10	8	12	21	16	7	10									
		1.94%	1.62%	3.63%	2.30%	1.06%	1.92%	1.08%	2.18%	2.60%	2.38%	2.10%	1.94%	2.66%	2.03%	1.25%	1.62%	1.32%	2.02%	1.23%	2.65%	1.26%	3.18%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	478	30	35	25	24	23	33	27	21	28	18	23	24	20	21	14	14	14	30	14	21	19									
		2.98%	2.70%	4.38%	3.60%	3.63%	3.68%	3.97%	2.81%	2.73%	3.34%	2.90%	2.35%	3.55%	2.39%	3.28%	2.27%	2.30%	2.35%	1.76%	2.32%	3.79%	6.05%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5118	334	257	206	173	153	275	268	218	262	213	281	168	241	176	185	196	156	842	186	192	136									
		31.90%	30.06%	32.17%	29.64%	26.17%	24.48%	33.09%	27.86%	28.39%	31.23%	34.35%	28.70%	24.85%	28.76%	27.50%	29.94%	32.24%	26.22%	49.36%	30.85%	34.66%	43.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	339	16	15	14	14	14	23	27	19	12	10	33	7	17	16	17	16	13	24	19	9	4									
