Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Володарская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №2497					
1	"Число избирателей, внесенных в список"	51854	1905	2014	1950	183	1072	1765	972	2196	2652	1430	1197	936	2273	2218	2057	1384	185	328	3609	2309	222	2496	3090	3615	3347	2582	1413	753	1701					
2	Число полученных избирательных бюллетеней	47655	1700	1800	1770	185	950	1500	850	1950	2300	1280	1100	860	2000	2000	1900	1300	185	325	3250	2550	230	2300	3000	3400	3000	2300	1200	770	1700					
3	"Число избирательных бюллетеней, выданных  досрочно"	1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	0	0	0	0	0	0	0	0	1116					
4	"Число избирательных бюллетеней, выданных в день голосования"	27642	999	1022	1003	159	451	868	338	1191	1585	928	713	375	1135	1114	1103	543	99	165	1467	698	89	1505	1500	2938	2062	1845	725	737	285					
5	"Число избирательных бюллетеней, выданных вне помещения"	2484	54	26	39	0	113	72	158	92	87	66	78	136	28	20	54	177	23	29	520	28	71	59	48	203	53	127	70	16	37					
6	Число погашенных избирательных бюллетеней	15601	647	752	728	26	386	560	354	667	628	286	309	349	837	866	743	580	63	131	1263	1012	70	736	1452	259	885	328	405	17	262					
7	Число избирательных бюллетеней в переносных ящиках	4412	54	26	39	0	113	72	158	92	87	66	78	136	28	20	54	177	23	29	520	840	71	59	48	203	53	127	70	16	1153					
8	Число бюллетеней в стационарных ящиках для голосования	27642	999	1022	1003	159	451	868	338	1191	1585	928	713	375	1135	1114	1103	543	99	165	1467	698	89	1505	1500	2938	2062	1845	725	737	285					
9	Число недействительных избирательных бюллетеней	269	7	6	8	8	6	6	4	15	36	6	16	7	11	16	13	8	0	2	13	10	1	20	16	2	11	12	4	1	4					
10	Число действительных избирательных бюллетеней	31785	1046	1042	1034	151	558	934	492	1268	1636	988	775	504	1152	1118	1144	712	122	192	1974	1528	159	1544	1532	3139	2104	1960	791	752	1434					
11	Число полученных открепительных  удостоверений	935	30	30	30	10	20	30	30	50	50	30	30	30	30	30	30	30	10	10	30	30	10	30	50	50	50	85	30	30	30					
12	Число выданных открепительных удостоверений	369	12	6	12	0	4	12	0	22	20	22	11	11	16	13	11	3	0	1	24	12	8	29	17	3	15	64	1	17	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	852	0	6	2	0	18	18	5	9	18	20	12	32	5	8	3	8	4	5	7	590	3	4	8	16	29	17	3	0	2					
14	Число неиспользованных открепительных удостоверений	566	18	24	18	10	16	18	30	28	30	8	19	19	14	17	19	27	10	9	6	18	2	1	33	47	35	21	29	13	27					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	905	34	36	41	2	28	37	14	50	55	17	25	18	45	30	43	27	3	1	39	55	7	80	76	28	45	23	20	3	23					
		2.82%	3.23%	3.44%	3.93%	1.26%	4.96%	3.94%	2.82%	3.90%	3.29%	1.71%	3.16%	3.52%	3.87%	2.65%	3.72%	3.75%	2.46%	0.52%	1.96%	3.58%	4.38%	5.12%	4.91%	0.89%	2.13%	1.17%	2.52%	0.40%	1.60%					
19	. Малышкин Олег Александрович	752	18	24	26	1	18	23	19	24	41	35	29	9	30	32	47	25	1	3	56	22	1	33	42	49	36	61	22	3	22					
		2.35%	1.71%	2.29%	2.50%	0.63%	3.19%	2.45%	3.83%	1.87%	2.45%	3.52%	3.67%	1.76%	2.58%	2.82%	4.06%	3.47%	0.82%	1.55%	2.82%	1.43%	0.62%	2.11%	2.71%	1.56%	1.70%	3.09%	2.77%	0.40%	1.53%					
20	. Миронов Сергей Михайлович	233	5	9	13	1	12	5	3	10	16	8	3	5	19	4	16	7	0	3	12	9	1	11	7	13	9	20	5	1	6					
		0.73%	0.47%	0.86%	1.25%	0.63%	2.13%	0.53%	0.60%	0.78%	0.96%	0.80%	0.38%	0.98%	1.63%	0.35%	1.38%	0.97%	0.00%	1.55%	0.60%	0.59%	0.62%	0.70%	0.45%	0.41%	0.43%	1.01%	0.63%	0.13%	0.42%					
21	. Путин Владимир Владимирович	24188	758	829	750	105	376	616	342	856	1043	714	517	358	756	760	771	510	97	148	1577	1239	128	1084	1135	2791	1685	1611	629	725	1278					
		75.46%	71.98%	79.10%	71.98%	66.04%	66.67%	65.53%	68.95%	66.72%	62.38%	71.83%	65.36%	70.06%	65.00%	67.02%	66.64%	70.83%	79.51%	76.29%	79.37%	80.56%	80.00%	69.31%	73.32%	88.86%	79.67%	81.69%	79.12%	96.28%	88.87%					
22	. Хакамада Ирина Муцуовна	1165	37	40	46	15	17	57	14	48	73	26	25	18	55	67	56	34	2	3	78	47	0	88	56	77	81	53	20	10	22					
		3.63%	3.51%	3.82%	4.41%	9.43%	3.01%	6.06%	2.82%	3.74%	4.37%	2.62%	3.16%	3.52%	4.73%	5.91%	4.84%	4.72%	1.64%	1.55%	3.93%	3.06%	0.00%	5.63%	3.62%	2.45%	3.83%	2.69%	2.52%	1.33%	1.53%					
23	. Харитонов Николай Михайлович	3202	159	82	115	21	91	167	93	221	320	142	153	84	169	165	161	99	15	31	126	88	16	163	155	45	108	121	71	1	20					
		9.99%	15.10%	7.82%	11.04%	13.21%	16.13%	17.77%	18.75%	17.23%	19.14%	14.29%	19.34%	16.44%	14.53%	14.55%	13.92%	13.75%	12.30%	15.98%	6.34%	5.72%	10.00%	10.42%	10.01%	1.43%	5.11%	6.14%	8.93%	0.13%	1.39%					
																																				
24	Против всех	1340	35	22	43	6	16	29	7	59	88	46	23	12	78	60	50	10	4	3	86	68	6	85	61	136	140	71	24	9	63					
		4.18%	3.32%	2.10%	4.13%	3.77%	2.84%	3.09%	1.41%	4.60%	5.26%	4.63%	2.91%	2.35%	6.71%	5.29%	4.32%	1.39%	3.28%	1.55%	4.33%	4.42%	3.75%	5.43%	3.94%	4.33%	6.62%	3.60%	3.02%	1.20%	4.38%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
